a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
arkiven	1	1
arkiverad	1	2
arkiveras	1	2
arkivet	1	1
arktis	1
arktisk	1
arktiska	1
arla	2
arlanda	2	s1	L0
arlöv	1
arm	1
arma	2
armada	2	1
armand	1
armar	2
armarna	2
armband	2	s1
armbanden	2	s1
armbandet	2	s1
armbandsur	2	s2	L2
armborst	2	s1
armbågar	2	s1	L1
armbågarna	2	s1	L1
armbåge	2	s1	L1
armbågen	2	s1	L1
arme	2
armen	1
armenien	1	1
armenier	1	1
armeniska	1	1
armhävningar	2	s1	L1
armhålan	2	s1	L1
armhålorna	2	s1	L1
arms	1
armstrong	1
armstöd	2	s1	L1
armé	1	1
arméer	1	1
arméerna	1	1
armén	1	1
arméns	1	1
arne	2
arnes	2
arnhem	2	s1	L0
arnold	1
arnstad	1
aro	1
arom	1	1	o
aron	1
aronsson	2
aros	1
arpi	1
arr	1
arrangemang	1	3
arrangemangen	1	3
arrangemanget	1	3
arrangera	1	2
arrangerade	1	2
arrangerades	1	2
arrangerar	1	2
arrangeras	1	2
arrangerat	1	2
arrangerats	1	2
arrangör	1	2
arrangören	1	2
arrangörer	1	2
arrangörerna	1	2
arrest	1	1
arrestera	1	2
arresterade	1	2
arresterades	1	2
arresteras	1	2
arresterats	1	2
arresteringar	1	2
arrogans	1	2
arrogant	1	2
arroganta	1	2
ars	1
arsenal	1	2
arsenalen	1	2
arsenals	1	2
arsenik	1	2
arsle	2
arslen	2
arslet	2
art	1
artar	2
artefakter	1	2
artemis	2
arten	1
arter	2
arterna	2
arthur	1
arthurs	1
artificiell	1	4
artificiella	1	4
artificiellt	1	4
artig	2
artiga	2
artighet	2	s2	L0,2
artigt	2
artikel	1	1
artikelförfattaren	2	1	s4
artikeln	1	1
artikelserie	2	1	s3	L3
artikelserien	2	1	s3	L3
artiklar	1	1
artiklarna	1	1
artilleri	1	3
artilleriet	1	3
artist	1	1
artisten	1	1
artister	1	1
artisterna	1	1
artistisk	1	1
artistnamn	2	1	s2
artists	1	1
arto	1
arton	2
artrit	1	1
artros	1	1	o
arts	1
artur	1
arturo	1	1
artärer	1	1
arv	1
arvet	1
arvika	2	s1	L1
arvingar	2
arvingarna	2
arvinge	2
arvode	2	s1	L1
arvoden	2	s1	L1
arvodet	2	s1	L1
arvsfonden	2	s1
arvsrätt	2	s1
arvsskatt	2	s1
arvtagare	2	s1	L1
as	1
asa	2
asarum	2	s2	L0
asbest	1
aschberg	2	s1
asea	2	1
asen	1
aset	1
asfalt	2	s1
asfalten	2	s1
asiat	1	2
asiater	1	2
asiatisk	1	2
asiatiska	1	2
asiatiskt	1	2
asien	1
asiens	1
ask	1
aska	2
askan	2
askar	2
asken	1
askersund	1	2
askfat	2	s1	L1
askim	2
askungen	2	s1
asp	1
aspekt	1	1
aspekten	1	1
aspekter	1	1
aspekterna	1	1
aspen	1
asplund	2	s1
asplöven	2	s1	L1
aspudden	2	s1
ass	1
assa	2
assad	1	1
assar	1
assimilation	1	4
assimileras	1	3
assimilering	1	3
assist	1	1
assistans	1	2
assistansen	1	2
assistent	1	2
assistenten	1	2
assistenter	1	2
assistera	1	2
assisterade	1	2
assisterar	1	2
association	1	4
associationer	1	4
associera	1	3
associerad	1	3
associerade	1	3
associerar	1	3
associeras	1	3
associerat	1	3
assyrier	1	1
assyriska	1	1
asta	2
asterix	1	2
asteroid	1	3
asteroiden	1	3
asteroider	1	3
astma	2
aston	1
astor	1
astoria	1	1	o
astra	2
astrid	1
astrologi	1	3
astronaut	1	2
astronauter	1	2
astronomi	1	3
astronomiska	1	2	o
asyl	1	1
asylansökan	2	1	s3	L1,3
asylpolitik	2	1	s4	L1,4
asylpolitiken	2	1	s4	L1,4
asylrätt	2	1	s2	L1
asylrätten	2	1	s2	L1
asylskäl	2	1	s2	L1,2
asylsökande	2	1	s2	L1,2
asylsökanden	2	1	s2	L1,2
asylsökandes	2	1	s2	L1,2
at	2
ata	1
atalanta	1	2
ateism	1	2
ateist	1	2
ateister	1	2
ateistiska	1	2
ateljé	1	2
ateljén	1	2
aten	1	1
atg	1	2
athen	1	1
athena	2	1
atkins	1
atlanta	1	1
atlanten	1	1
atlantic	1	1
atlantis	1	1
atlas	1
atlet	1	1
atleter	1	1
atletisk	1	1
atmosfär	1	2
atmosfären	1	2
atollen	1	1
atom	1	1	o
atombomb	2	1	o	s2	L1
atombomben	2	1	o	s2	L1
atombomber	2	1	o	s2	L1
atomer	1	1	o
atp	1	2
att	1
attack	1	1
attacken	1	1
attacker	1	1
attackera	1	2
attackerade	1	2
attackerades	1	2
attackerar	1	2
attackeras	1	2
attackerat	1	2
attackerna	1	1
attan	2
attentat	1	2
attentatet	1	2
attila	1
attityd	1	2
attityden	1	2
attityder	1	2
attrahera	1	2
attraherade	1	2
attraherar	1	2
attraheras	1	2
attraktion	1	2
attraktionen	1	2
attraktioner	1	2
attraktiv	1	2
attraktiva	1	2
attraktivare	1	2
attraktivt	1	2
attribut	1	2
au	1
aubergine	1	2
auckland	1
aud	1
audi	1
audio	1
audition	1	2
audrey	1
augsburg	1
august	2
augusta	2	1
augusti	1	1
augustin	1	2
augustine	1	2
augustus	2	2
auktion	1	2
auktionen	1	2
auktioner	1	2
auktoriserad	1	4
auktoriserade	1	4
auktoritet	1	4
auktoriteten	1	4
auktoriteter	1	4
auktoritär	1	4
auktoritära	1	4
aula	1
aulan	1
aura	2
aurora	2	2	o
auschwitz	1
austin	1
australian	2	1
australien	1	2
australiens	1	2
australiensisk	1	4
australiensiska	1	4
australienska	1	4
australisk	1	2
australiska	1	2
autentisk	1	2
autentiska	1	2
autentiskt	1	2
autism	1	2
autistisk	1	2
autistiska	1	2
auto	1
autogiro	2	s3	L3
autograf	1	3
autografer	1	3
automat	1	3
automaten	1	3
automater	1	3
automatik	1	4
automation	1	4
automatisera	1	5
automatiserade	1	5
automatiseras	1	5
automatiserat	1	5
automatisering	1	5
automatisk	1	3
automatiska	1	3
automatiskt	1	3
automatvapen	2	3	s4	L3,4
autonom	1	3	o
autonoma	1	3	o
autonomi	1	4
autopilot	2	s4	L4
autostart	2	s3	L3
aux	1
ava	2
avancemang	1	3
avancera	1	2
avancerade	1	2
avancerar	1	2
avancerat	1	2
avbetalning	2	s2	L0,2
avbild	2	s1	L0
avbilda	2	s1	L0
avbildade	2	s1	L0
avbildar	2	s1	L0
avbildas	2	s1	L0
avbildning	2	s1	L0
avbildningar	2	s1	L0
avblåst	2	s1	L0,1
avbrott	2	s1	L0
avbrottet	2	s1	L0
avbruten	2	s1	L0,1
avbrutit	2	s1	L0,1
avbrutits	2	s1	L0,1
avbrutna	2	s1	L0,1
avbryt	2	s1	L0,1
avbryta	2	s1	L0,1
avbrytas	2	s1	L0,1
avbryter	2	s1	L0,1
avbryts	2	s1	L0,1
avbröt	2	s1	L0,1
avbröts	2	s1	L0,1
avbytare	2	s1	L0,1
avböjde	2	s1	L0
avbön	2	s1	L0,1
avd	1	2
avdankade	2	s1	L0
avdelning	2	s1	L0,1
avdelningar	2	s1	L0,1
avdelningarna	2	s1	L0,1
avdelningen	2	s1	L0,1
avdelningschef	2	s3	L0,1,3
avdrag	2	s1	L0,1
avdraget	2	s1	L0,1
ave	2
avec	1	1
avel	1
aven	2
avenue	1
avenyn	1	2
aversion	1	2
avesta	2
avfall	2	s1	L0
avfallet	2	s1	L0
avfart	2	s1	L0,1
avfarten	2	s1	L0,1
avfyra	2	s1	L0,1
avfyrade	2	s1	L0,1
avfyrar	2	s1	L0,1
avfyras	2	s1	L0,1
avfyrat	2	s1	L0,1
avfärd	2	s1	L0,1
avfärda	2	s1	L0,1
avfärdade	2	s1	L0,1
avfärdar	2	s1	L0,1
avfärdas	2	s1	L0,1
avfärdat	2	s1	L0,1
avföring	2	s1	L0,1
avföringen	2	s1	L0,1
avgaser	2	s1	L0,1
avgasrör	2	s2	L0,1,2
avgav	2	s1	L0,1
avge	2	s1	L0,1
avger	2	s1	L0,1
avgick	2	s1	L0
avgift	2	s1	L0
avgiften	2	s1	L0
avgifter	2	s1	L0
avgifterna	2	s1	L0
avgiftsfri	2	s2	L0,2
avgjord	2	s1	L0,1
avgjorde	2	s1	L0,1
avgjordes	2	s1	L0,1
avgjort	2	s1	L0
avgjorts	2	s1	L0
avgrund	2	s1	L0
avgrunden	2	s1	L0
avgränsa	2	s1	L0
avgränsade	2	s1	L0
avgränsas	2	s1	L0
avgränsat	2	s1	L0
avgränsning	2	s1	L0
avgudar	2	s1	L0,1
avgå	2	s1	L0,1
avgång	2	s1	L0
avgångar	2	s1	L0
avgången	2	s1	L0
avgångsvederlag	2	s4	L0,2,4
avgår	2	s1	L0,1
avgått	2	s1	L0
avgör	2	s1	L0,1
avgöra	2	s1	L0,1
avgörande	2	s1	L0,1
avgörandet	2	s1	L0,1
avgöras	2	s1	L0,1
avgörs	2	s1	L0,1
avhandlas	2	s1	L0
avhandling	2	s1	L0
avhandlingar	2	s1	L0
avhandlingen	2	s1	L0
avhjälpa	2	s1	L0
avhopp	2	s1	L0
avhoppare	2	s1	L0
avhuggna	2	s1	L0
avhysa	2	s1	L0,1
avhålla	2	s1	L0
avi	1	1
avis	1	1
aviv	1	1
avkall	2	s1	L0
avkastning	2	s1	L0
avkastningen	2	s1	L0
avklarade	2	s1	L0,1
avklarat	2	s1	L0,1
avkomma	2	s1	L0
avkomman	2	s1	L0
avkommor	2	s1	L0
avkopplande	2	s1	L0
avkoppling	2	s1	L0
avkriminalisera	2	s5	L0,5
avkriminalisering	2	s5	L0,5
avla	2
avlade	2
avlagt	2	s1	L0
avlasta	2	s1	L0
avlastning	2	s1	L0
avled	2	s1	L0,1
avleda	2	s1	L0,1
avledning	2	s1	L0,1
avlida	2	s1	L0,1
avliden	2	s1	L0,1
avlider	2	s1	L0,1
avlidit	2	s1	L0,1
avlidna	2	s1	L0,1
avlidne	2	s1	L0,1
avliva	2	s1	L0,1
avlivas	2	s1	L0,1
avlopp	2	s1	L0
avloppet	2	s1	L0
avloppsvatten	2	s2	L0
avlossa	2	s1	L0
avlossade	2	s1	L0
avlyssna	2	s1	L0
avlyssning	2	s1	L0
avlägga	2	s1	L0
avlägsen	2	s1	L0,1
avlägset	2	s1	L0,1
avlägsna	2	s1	L0,1
avlägsnar	2	s1	L0,1
avlägsnas	2	s1	L0,1
avläsa	2	s1	L0,1
avläsning	2	s1	L0,1
avlång	2	s1	L0
avlånga	2	s1	L0
avlångt	2	s1	L0
avlönad	2	s1	L0,1
avlönade	2	s1	L0,1
avlöser	2	s1	L0,1
avlöst	2	s1	L0,1
avnjuta	2	s1	L0,1
avnjuter	2	s1	L0,1
avocado	1	2
avokado	1	2
avreagera	2	s3	L0,3
avregleringar	2	s2	L0,2
avresa	2	s1	L0,1
avrunda	2	s1	L0
avrundade	2	s1	L0
avrundar	2	s1	L0
avrätta	2	s1	L0
avrättade	2	s1	L0
avrättades	2	s1	L0
avrättar	2	s1	L0
avrättas	2	s1	L0
avrättat	2	s1	L0
avrättats	2	s1	L0
avrättning	2	s1	L0
avrättningar	2	s1	L0
avrättningen	2	s1	L0
avråda	2	s1	L0,1
avråder	2	s1	L0,1
avsaknad	2	s1	L0,1
avsaknaden	2	s1	L0,1
avsatt	2	s1	L0
avsatta	2	s1	L0
avsatte	2	s1	L0
avsattes	2	s1	L0
avse	2	s1	L0,1
avsedd	2	s1	L0
avsedda	2	s1	L0
avseende	2	s1	L0,1
avseenden	2	s1	L0,1
avseendet	2	s1	L0,1
avser	2	s1	L0,1
avses	2	s1	L0,1
avsett	2	s1	L0
avsevärd	2	s2	L0,2
avsevärda	2	s2	L0,2
avsevärt	2	s2	L0,2
avsikt	2	s1	L0
avsikten	2	s1	L0
avsikter	2	s1	L0
avsiktlig	2	s1	L0
avsiktligt	2	s1	L0
avsiktsförklaring	2	s3	L0,3
avskaffa	2	s1	L0
avskaffade	2	s1	L0
avskaffades	2	s1	L0
avskaffande	2	s1	L0
avskaffandet	2	s1	L0
avskaffar	2	s1	L0
avskaffas	2	s1	L0
avskaffat	2	s1	L0
avskaffats	2	s1	L0
avsked	2	s1	L0,1
avskeda	2	s1	L0,1
avskedade	2	s1	L0,1
avskedar	2	s1	L0,1
avskedas	2	s1	L0,1
avskedsansökan	2	s3	L0,1,3
avskild	2	s1	L0
avskilda	2	s1	L0
avskildhet	2	s2	L0,2
avskilt	2	s1	L0
avskrivning	2	s1	L0,1
avskräcka	2	s1	L0
avskräckande	2	s1	L0
avskräcker	2	s1	L0
avskräckt	2	s1	L0
avskum	2	s1	L0
avsky	2	s1	L0,1
avskydde	2	s1	L0
avskyr	2	s1	L0,1
avskyvärd	2	s2	L0,2
avskyvärda	2	s2	L0,2
avskyvärt	2	s2	L0,2
avslag	2	s1	L0,1
avslagen	2	s1	L0,1
avslaget	2	s1	L0,1
avslappnad	2	s1	L0
avslappnade	2	s1	L0
avslappnande	2	s1	L0
avslappnat	2	s1	L0
avslog	2	s1	L0,1
avslogs	2	s1	L0,1
avslut	2	s1	L0,1
avsluta	2	s1	L0,1
avslutade	2	s1	L0,1
avslutades	2	s1	L0,1
avslutande	2	s1	L0,1
avslutar	2	s1	L0,1
avslutas	2	s1	L0,1
avslutat	2	s1	L0,1
avslutats	2	s1	L0,1
avslutet	2	s1	L0,1
avslutning	2	s1	L0,1
avslutningen	2	s1	L0,1
avslutningsvis	2	s3	L0,1,3
avslå	2	s1	L0,1
avslår	2	s1	L0,1
avslås	2	s1	L0,1
avslöja	2	s1	L0
avslöjade	2	s1	L0
avslöjades	2	s1	L0
avslöjande	2	s1	L0
avslöjanden	2	s1	L0
avslöjandet	2	s1	L0
avslöjar	2	s1	L0
avslöjas	2	s1	L0
avslöjat	2	s1	L0
avslöjats	2	s1	L0
avsmak	2	s1	L0,1
avsmalnande	2	s1	L0,1
avsnitt	2	s1	L0
avsnitten	2	s1	L0
avsnittet	2	s1	L0
avspark	2	s1	L0
avspegla	2	s1	L0,1
avspeglar	2	s1	L0,1
avspänd	2	s1	L0
avspärrat	2	s1	L0
avstamp	2	s1	L0
avsteg	2	s1	L0,1
avstickare	2	s1	L0
avstod	2	s1	L0,1
avstyra	2	s1	L0,1
avstämning	2	s1	L0
avstängning	2	s1	L0
avstängningar	2	s1	L0
avstängningen	2	s1	L0
avstängt	2	s1	L0
avstå	2	s1	L0,1
avstånd	2	s1	L0
avstånden	2	s1	L0
avståndet	2	s1	L0
avståndstagande	2	s2	L0,2
avstår	2	s1	L0,1
avstått	2	s1	L0
avsugen	2	s1	L0,1
avsugning	2	s1	L0,1
avsugningar	2	s1	L0,1
avsäga	2	s1	L0
avsäger	2	s1	L0
avsändare	2	s1	L0
avsändaren	2	s1	L0
avsätta	2	s1	L0
avsättas	2	s1	L0
avsätter	2	s1	L0
avsättning	2	s1	L0
avsätts	2	s1	L0
avsåg	2	s1	L0,1
avta	2	s1	L0,1
avtagande	2	s1	L0,1
avtagit	2	s1	L0,1
avtal	2	s1	L0,1
avtala	2	s1	L0,1
avtalade	2	s1	L0,1
avtalat	2	s1	L0,1
avtalen	2	s1	L0,1
avtalet	2	s1	L0,1
avtalsbrott	2	s2	L0,1
avtar	2	s1	L0,1
avtjäna	2	s1	L0,1
avtjänat	2	s1	L0,1
avtog	2	s1	L0,1
avtryck	2	s1	L0
avtryckaren	2	s1	L0
avund	2
avundas	2	s1	L0
avundsjuk	2	s2	L0,2
avundsjuka	2	s2	L0,2
avundsjukan	2	s2	L0,2
avvakta	2	s1	L0
avvaktan	2	s1	L0
avvaktar	2	s1	L0
avvara	2	s1	L0,1
avveckla	2	s1	L0
avvecklade	2	s1	L0
avvecklades	2	s1	L0
avvecklar	2	s1	L0
avvecklas	2	s1	L0
avveckling	2	s1	L0
avvecklingen	2	s1	L0
avvek	2	s1	L0,1
avverka	2	s1	L0
avverkas	2	s1	L0
avverkat	2	s1	L0
avverkning	2	s1	L0
avvika	2	s1	L0,1
avvikande	2	s1	L0,1
avvikelse	2	s1	L0,1
avvikelsen	2	s1	L0,1
avvikelser	2	s1	L0,1
avviker	2	s1	L0,1
avvisa	2	s1	L0,1
avvisade	2	s1	L0,1
avvisades	2	s1	L0,1
avvisande	2	s1	L0,1
avvisar	2	s1	L0,1
avvisas	2	s1	L0,1
avvisat	2	s1	L0,1
avvisning	2	s1	L0,1
avvägning	2	s1	L0,1
avväpna	2	s1	L0,1
avvärja	2	s1	L0
avyttring	2	s1	L0
award	1	1
ax	1
axel	2
axeln	1
axelsson	2
axevalla	2	s2
axiom	1	2	o
axla	2
axlar	2
axlarna	2
axplock	2	s1
axén	1	1
ay	1
azerbajdzjan	1	3
aziz	1	1
aztekerna	1	1
b	1
baal	1
baba	1
babbel	1
babben	1
babbla	2
babblar	2
babel	1
babies	1
babs	1
baby	1
babylon	1
babyn	1
bach	1
back	1
backa	2
backade	2
backar	2
backarna	2
backas	2
backat	2
backe	2
backen	1
backhand	1
backhoppning	2	s1
backlinjen	2	s1	L1
backlund	2	s1
backman	1
backning	2
backspegeln	2	s1	L1
backup	1	1
bacon	1
baconet	1
bad	1
bada	2
badade	2
badande	2
badar	2
badat	2
badbyxor	2	s1	L0
baddräkt	2	s1	L0
baden	1
bader	1
badet	1
badhus	2	s1	L0,1
badhuset	2	s1	L0,1
badkar	2	s1	L0,1
badkaret	2	s1	L0,1
badkläder	2	s1	L0,1
badminton	1
badplats	2	s1	L0
badplatser	2	s1	L0
badrock	2	s1	L0
badrum	2	s1	L0
badrummet	2	s1	L0
badstränder	2	s1	L0
bag	1
bagage	1	1
bagaget	1	1
bagageutrymmet	2	1
bagare	2
bagaren	2
bagarmossen	2	s2	L0
bagatell	1	2
bagdad	1
bagen	1
bageri	1	2
bagerier	1	2
bageriet	1	2
bagge	2
bagger	1
baggis	1
baguette	1	1
baguetter	1	1
bah	1
bahamas	1	1
bahrain	1	1
bailey	1
baileys	1
baja	2
bajen	1
bajens	1
bajs	1
bajsa	2
bajsade	2
bajsar	2
bajset	1
bajskorv	2	s1
bajsnödig	2	s1	L1
bak	1
baka	2
bakade	2
bakar	2
bakas	2
bakat	2
bakbenen	2	s1	L0,1
bakdel	2	s1	L0,1
bakdelen	2	s1	L0,1
bakelse	2
bakelser	2
baken	1
baker	1
bakfickan	2	s1	L0
bakfoten	2	s1	L0,1
bakfull	2	s1	L0
bakfylla	2	s1	L0
bakfyllan	2	s1	L0
bakgrund	2	s1	L0
bakgrunden	2	s1	L0
bakgrunder	2	s1	L0
bakgrundsbild	2	s2	L0
bakgrundsmusik	2	s3	L0,2,3
bakgård	2	s1	L0,1
bakgården	2	s1	L0,1
bakhuvudet	2	s1	L0,1
bakhåll	2	s1	L0
bakifrån	2	s2	L0,2
bakis	1
bakluckan	2	s1	L0
baklänges	2	s1	L0
bakning	2
bakomliggande	2	s2	L0
bakpulver	2	s1	L0
bakre	1
baksida	2	s1	L0,1
baksidan	2	s1	L0,1
bakslag	2	s1	L0,1
baksmälla	2	s1	L0
baksmällan	2	s1	L0
baksätet	2	s1	L0,1
baktanke	2	s1	L0
bakterie	1	1
bakterien	1	1
bakterier	1	1
bakterierna	1	1
baktill	2	s1	L0
baku	1	1
bakut	1	1
bakverk	2	s1	L0
bakvägen	2	s1	L0,1
bakvänd	2	s1	L0
bakvänt	2	s1	L0
bakåt	1
bakåtsträvande	2	s2	L0,1,2
bakåtsträvare	2	s2	L0,1,2
bal	1
balans	1	1
balansen	1	1
balansera	1	2
balanserad	1	2
balanserade	1	2
balanserar	1	2
balanserat	1	2
balansgång	2	1	s2
balder	1
baldwin	1
bale	2
balen	2
balett	1	1
baletten	1	1
bali	1
balis	1
balja	2
baljan	2
baljväxter	2	s1
balk	1
balkan	1
balkar	2
balklänning	2	s1	L0
balkong	1	1
balkongdörren	2	1	s2
balkongen	1	1
balkonger	1	1
ball	1
balla	2
ballad	1	1
ballader	1	1
ballar	2
balle	2
ballen	2
ballerina	2	2
ballong	1	1
ballongen	1	1
ballonger	1	1
ballt	1
baloo	1	1
balsam	2
baltic	1
baltikum	1
baltimore	1
baltiska	1
bamba	1
bambi	1
bambu	1
bamse	2
ban	1
bana	2
banade	2
banal	1	1
banala	1	1
banalt	1	1
banan	2
bananas	1	1
bananen	1	1
bananer	1	1
bananerna	1	1
banans	2
bananskal	2	1	s2	L1,2
banar	2
banbrytande	2	s1	L0,1
banco	1
band	1
banda	2
bandage	1	1
bandbredd	2	s1
banden	1
banderoll	1	2
banderollen	1	2
banderoller	1	2
bandet	1
bandets	1
bandidos	1	1
bandit	1	1
banditer	1	1
bands	1
bandspelare	2	s1	L1
bandy	1
bane	2
bang	1
banga	2
bangkok	1
bangladesh	1	2
banjo	1
bank	1
banka	2
bankade	2
bankar	2
banken	1
bankens	1
banker	2
bankerna	2
bankernas	2
bankeryd	2	s2	L2
bankir	1	1
bankirer	1	1
bankkonto	2	s1
bankkonton	2	s1
bankkontor	2	s2	L2
bankkontot	2	s1
bankkort	2	s1
banklån	2	s1	L1
bankman	2	s1
bankomat	1	2
bankomaten	1	2
bankomater	1	2
bankrutt	1	1
bankrån	2	s1	L1
banks	1
banna	2
bannad	2
bannade	2
banne	2
banner	1
bannlyst	2	s1
banor	2
banorna	2
banta	2
bantning	2
banvallen	2	s1	L0
banverket	2	s1	L0
baptist	1	1
baptiste	1	1
bar	1
bara	2
barack	1	1
baracker	1	1
barbacka	2	s1	L0
barbados	1	1
barbar	1	1
barbara	1
barbarer	1	1
barbari	1	2
barbariska	1	1
barbariskt	1	1
barber	1
barberare	2	1
barberaren	2	1
barbie	1
barbro	1
barcelona	2	2	o
barcelonas	2	2	o
bard	1
bare	2
baren	1
barents	1
barer	2
barerna	2
barfota	2	s1	L0,1
bark	1
barkarby	2	s2	L2
barken	1
barker	1
barkley	1
barm	1
barmhärtighet	1	1
barn	1
barnafödande	2	s2	L0,2
barnarbete	2	s2	L0,2
barnbarn	2	s1	L0,1
barnbarnen	2	s1	L0,1
barnbarnet	2	s1	L0,1
barnbarns	2	s1	L0,1
barnbidrag	2	s2	L0,1,2
barnbidraget	2	s2	L0,1,2
barnbok	2	s1	L0,1
barnboken	2	s1	L0,1
barnboksförfattare	2	s3	L0,1
barnböcker	2	s1	L0
barncancerfonden	2	s3	L0
barndom	2	s1	L0
barndomen	2	s1	L0
barndoms	2	s1	L0
barndomshem	2	s2	L0
barndomsminnen	2	s2	L0
barndomsvän	2	s2	L0
barndomsvänner	2	s2	L0
barnen	1
barnens	1
barnes	1
barnet	1
barnets	1
barnfamilj	2	s2	L0
barnfamiljer	2	s2	L0
barngrupper	2	s1	L0
barnhem	2	s1	L0
barnhemmet	2	s1	L0
barnkalas	2	s2	L0,2
barnkläder	2	s1	L0,1
barnkonventionen	2
barnkör	2	s1	L0,1
barnläkare	2	s1	L0,1
barnläkaren	2	s1	L0,1
barnlös	2	s1	L0,1
barnlösa	2	s1	L0,1
barnmisshandel	2	s2	L0
barnmorska	2	s1	L0
barnmorskan	2	s1	L0
barnmorskor	2	s1	L0
barnombudsmannen	2	s3	L0,2
barnomsorg	2	s2	L0
barnpassning	2	s1	L0
barnpornografi	2	s4	L0,4
barnporr	2	s1	L0
barnprogram	2	s2	L0
barns	1
barnsben	2	s1	L0,1
barnsjukhus	2	s2	L0,1,2
barnsjukhuset	2	s2	L0,1,2
barnskötare	2	s1	L0,1
barnslig	2
barnsliga	2
barnsligt	2
barnsäng	2	s1	L0
barnunge	2	s1	L0
barnuppfostran	2	s2	L0
barnvagn	2	s1	L0
barnvagnar	2	s1	L0
barnvagnen	2	s1	L0
barnvakt	2	s1	L0
barometern	1	2
baron	1	1
baronen	1	1
barr	1
barre	2
barrel	1
barrikaderna	1	2
barriär	1	2
barriären	1	2
barriärer	1	2
barry	1
bars	1
barsebäck	2	s2
bart	1
bartender	1
bartendern	1
barton	1
bas	1
basal	1	1
basala	1	1
basar	2
baseboll	1
basebollträ	2
basel	1
basen	1
baser	2
basera	1	1
baserade	1	1
baserades	1	1
baserar	1	1
baseras	1	1
baserat	1	1
basic	1
basilika	1	1
basis	1
basist	1	1
basisten	1	1
basker	1
basket	1
basketboll	2	s2	L0
basketligan	2	s2	L0,2
bass	1
basse	2
bassäng	1	1
bassängen	1	1
bast	1
basta	2
bastard	1	1
bastion	1	2
bastu	2
bastun	2
basår	2	s1	L0,1
bataljon	1	2
bataljonen	1	2
bataljoner	1	2
batman	1
batong	1	1
batteri	1	2
batterier	1	2
batterierna	1	2
batteriet	1	2
bauer	1
bauhaus	1
baum	1
bauman	1
bayern	1
bb	2
bbc	1	2
be	1
bea	2
beakta	1	1
beaktande	1	1
beaktas	1	1
bean	1
bearbeta	2	s2	L0,2
bearbetade	2	s2	L0,2
bearbetar	2	s2	L0,2
bearbetas	2	s2	L0,2
bearbetat	2	s2	L0,2
bearbetning	2	s2	L0,2
bearnaisesås	2	2
beat	1
beata	2	1
beate	2	1
beatles	1
beatrice	2
bebis	1
bebisar	1
bebisen	1
beblanda	1	1
bebodda	1	1
bebyggelse	1	1
bebyggelsen	1	1
beck	1
becka	2
becker	1
beckett	1
beckman	1
beckomberga	2	s2
becks	1
bed	1
bedford	1
bedra	1	1
bedragare	1	1
bedragaren	1	1
bedragen	1	1
bedragit	1	1
bedrar	1	1
bedrev	1	1
bedrevs	1	1
bedrift	1	1
bedriften	1	1
bedrifter	1	1
bedriva	1	1
bedrivas	1	1
bedriver	1	1
bedrivit	1	1
bedrivits	1	1
bedrivs	1	1
bedrägeri	1	3
bedrägerier	1	3
bedrägligt	1	1
bedrövad	1	1
bedrövlig	1	1
bedrövliga	1	1
bedrövligt	1	1
bedårande	1	1
bedöm	1	1
bedöma	1	1
bedömare	1	1
bedömas	1	1
bedömde	1	1
bedömdes	1	1
bedömer	1	1
bedömning	1	1
bedömningar	1	1
bedömningarna	1	1
bedömningen	1	1
bedöms	1	1
bedömt	1	1
bedömts	1	1
bedövande	1	1
bedövning	1	1
bedövningen	1	1
beer	1
beethoven	2
befallde	1	1
befaller	1	1
befallning	1	1
befann	1	1
befanns	1	1
befarade	1	1
befarar	1	1
befaras	1	1
befarat	1	1
befattning	1	1
befattningar	1	1
befattningen	1	1
befattningshavare	2	1	s3	L3
befinna	1	1
befinner	1	1
befintlig	1	1
befintliga	1	1
befintligt	1	1
befogad	1	1
befogat	1	1
befogenhet	1	1
befogenheter	1	1
befolkade	1	1
befolkas	1	1
befolkat	1	1
befolkning	1	1
befolkningen	1	1
befolkningens	1	1
befolkningstillväxt	2	1	s4
befolkningstäthet	2	1	s4	L3,4
befolkningsökning	2	1	s3	L3
befolkningsökningen	2	1	s3	L3
befordran	1	1
befria	1	1
befriade	1	1
befriades	1	1
befriande	1	1
befriar	1	1
befriare	1	1
befrias	1	1
befriat	1	1
befrielse	1	1
befrielsen	1	1
befruktning	1	1
befunnit	1	1
befäl	1	1
befälen	1	1
befälet	1	1
befälhavare	2	1	s2	L1,2
befälhavaren	2	1	s2	L1,2
befängd	1	1
befängda	1	1
befängt	1	1
befäst	1	1
befästa	1	1
befäster	1	1
beg	1	1
begagna	1	1
begagnad	1	1
begagnade	1	1
begagnat	1	1
begav	1	1
bege	1	1
beger	1	1
begick	1	1
begicks	1	1
begrava	1	1
begravas	1	1
begraven	1	1
begravning	1	1
begravningar	1	1
begravningen	1	1
begravningsbyrå	2	1	s3	L1,3,4
begravningsentreprenör	2	1	s6	L1,6
begravningsplats	2	1	s3	L1
begravningsplatsen	2	1	s3	L1
begravs	1	1
begrep	1	1
begrepp	1	1
begreppen	1	1
begreppet	1	1
begripa	1	1
begriper	1	1
begripit	1	1
begriplig	1	1
begripligt	1	1
begrunda	1	1
begränsa	1	1
begränsad	1	1
begränsade	1	1
begränsande	1	1
begränsar	1	1
begränsas	1	1
begränsat	1	1
