aabenraa	ɔbmˈʁɔ
mælkebøtte	mɛlkəbøtə
mælkechokolade	mɛlkəsjokoladə
mælken	ˈmɛlɡən
mælkevej	mɛlɡəvaj
mælkevejen	ˈmɛlkəʋɑjən
mænd	mɛn
mængde	ˈmɛŋdə
mær	mɛr
mærke	mɛrkə
mærkværdig	mɛrkˈvɛrdi
mæslinger	mɛslenɡər
mø	mø
møbel	møbəl
mødding	ˈmøðeŋ
møde	ˈmøðə
mødes	ˈmøðəs
mødre	ˈmøðʁə
mødte	ˈmødə
mødtes	ˈmødəs
møg	møj
møl	møl
møller	ˈmølʌ
mønster	mønstər
mønstre	mønstrə
mør	ˈmøɐ
mørbrad	ˈmøɐˌbʁɑð
mørk	ˈmœɐk
mørke	ˈmɶɐɡə
mørkeræd	ˈmɶɐɡəˌʁað
mørkhudet	ˈmɶɐɡˌhuðəd
mørkhåret	ˈmɶɐɡˌhɒɒð
mørkning	mœrknenɡ
mørne	mørnə
münchen	ˈmønɕən
nabo	nabo
nadver	ˈnaðvɐ
nagle	nawlə
nairobi	najrobi
naiv	naiv
nakkeost	nakəɔst
nana	ˈnana
napoleonshat	naˈpoljʌnsˌhad
napoli	ˈnæpoli
narko	narko
narkoman	nɑɡoˈmæn
nat	nad
nation	naˈɕon
national	naɕoˈnæl
natklub	natklub
natugle	natulə
natur	natur
naturligvis	naturlivis
naturvidenskab	naˈtuɐviðnˌsɡæb
naturvidenskabsmand	naˈtuɐviðnsɡabsˌman
nav	nav
naver	ˈnævʌ
navle	navlə
navn	ˈnɑwn
navnedag	ˈnɑwnəˌdæ
navneord	ˈnɑwnəˌoɐ
navnlig	ˈnɑwnli
ned	nɛð
nede	nedə
nedenfor	ˈneðənfʌ
nederdel	ˈnɛðɐˌdel
nederdrægtig	nedərdrɛɡti
nedfald	ˈneðˌfal
nedfalde	ˈneðˌfalə
nedprioritere	ˌnedpriɔriˈterə
nedsættende	nedsɛtənə
neger	ˈnejɐ
negl	najl
negligere	neɡliˈɕeʌ
nej	nɛj
neje	najə
nekrose	neˈkʁosə
nektar	nɛktar
nektarin	nɛktarin
nem	nɛm
nemlig	ˈnɛmli
nemme	nɛmə
nervøs	næɐˈvøs
nervøsitet	næɐvøsiˈted
net	nɛt
nettovægt	nɛtovɛɡt
neurologi	nœwʁoloˈɡi
neutron	nøʊˈtʁon
neutrum	ˈnœwtʁɔm
nevada	nɛˈvada
nevø	nevø
newzealandsk	njuˈseˌlansɡ
newzealænder	njuˈselɛnʌ
nexøbo	ˈnɛɡsøˌbo
ngo	ɛnɡeo
ni	ni
nicaraguansk	nikɑʁɑɡuˈænsɡ
nicolai	ˈneɡolaɪ
nicolaj	ˈneɡolaɪ
nid	ˈnið
nidding	ˈniðeŋ
nidkær	ˈniðˠˌkɛɐ
nidstirre	ˈniðˌsdiɐʌ
niece	niɛsə
nigger	ˈneɡʌ
nihilisme	nihiˈlismə
nikke	nike
nikkel	nekəl
nikolai	ˈneɡolaɪ
nikolaj	ˈneɡolaɪ
niks	neɡs
nil	ˈnil
nilen	ˈniln
ninja	ˈnindja
nippel	ˈnebəl
niti	ˈniti
nitte	ˈnitə
nitten	netən
niveau	nivo
nix	neɡs
nobel	ˈnobəl
nogen	ˈnoən
nogensinde	ˈnoɡənˈsenə
noget	nɔəð
nogle	ˈnolə
nok	ˈnʌɡ
nominal	nomiˈnæl
nominativ	nominativ
nominere	nomiˈneɐ
nonbinær	ˈnʌnˌbiˌnɛɐ
nonne	nɔnə
nonsens	nɔnsəns
nor	ˈnoɐ
nord	nor
norden	norən
nordisk	nordisk
nordjylland	ˈnoɐˌjyˌlæn
nordkyst	ˈnoɐˌkøsd
norge	ˈnɒwə
norm	ˈnɒm
normal	nɒˈmæl
norsk	nɔrsk
nu	nu
nukleinsyre	nukleˈinˌsyʌ
nukleon	nukleˈon
nul	ˈnol
nulpunkt	nolpoŋt
numismatiker	numismatikər
nummer	ˈnɔmɐ
numre	ˈnɔmʁɐ
numrene	ˈnɔmʁɐnə
nuttet	nutət
ny	ny
nyd	nyd
nyde	nydə
nydelig	nydəli
nyfigen	nyfiən
nyfødt	ˈnyˌfød
nylig	nyli
nymfe	nømfə
nymodens	nymodɘns
nynne	ˈnønə
nyse	nysə
nysgerrig	ˈnysˌɡæɐi
nysgerrighed	ˈnysˌɡæɐiˌheð
nyt	ˈnyt
nytte	nøtə
nytteløs	nødəløs
nyttig	nøti
nytår	nytɔr
nytårsaften	nytɔsaftən
nytårsdag	nytɔsda
nå	nɔ
nåde	nɔðə
nådig	nɔði
nåede	nɔðə
nået	nɔəð
når	nɒ
næb	ˈnɛb
næbdyr	nɛbdyr
næn	ˈnɛn
nænne	nɛnə
næppe	ˈnɛbə
nær	nɛr
nære	nɛrə
nærhed	nɛrhed
nærig	nɛri
nærkontakt	ˈnɛɐˌkɔnˌtɑkt
næse	ˈnɛsə
næste	nɛstə
næsten	nɛstən
næstmest	ˈnɛstˌmest
nævn	nævn
nævne	nævnə
nød	nød
nøddeskal	nødəskal
nøde	ˈnøðə
nødhjælp	ˈnøðˌjɛlb
nødt	ˈnød
nødte	ˈnødə
nødtørft	ˈnøðˌtɶɐfd
nødtørftig	nøðˈtɶɐfdi
nødvendig	nøðˈʋɛndi
nødvendige	nøðˈʋɛndii
nødvendigt	nøðˈʋɛndid
nødvendigvis	nøðˈʋɛndiʋis
nøgen	nøjən
nøgle	ˈnɔɣlə
nøgleroman	nøjləroman
nøgtern	nøktərn
nøjes	ˈnʌjə
nøkke	ˈnøɡə
nørd	nœrd
nørre	nœrə
nørrebro	nœrəbro
nøs	nøs
nøst	nœst
objektivitet	ʌbjɛɡtiviˈted
oblik	oˈbliɡ
obsidian	ʌbsidiˈæn
od	ˈɔð
odde	ˈɔðə
odder	ɔdər
ode	oðə
odense	ˈoðənsə
odysseus	oˈdysœws
odør	odœr
offentlig	ˈʌfəndli
offentlige	ˈʌfəndliə
offentliggøre	ˈʌfndliˌɡœɐ
offentligt	ˈʌfəndlid
offergøre	ˈʌfɐˌkɶɐ
offergørelse	ˈʌfɐˌkɶɐlsə
ofte	ɔftə
oftest	ɔftəst
og	ʌ
også	ˈʌsə
okse	ɔksə
oksesteg	ɔksəstaj
olav	olɑw
old	ɔl
olddansk	ˈɔldansk
oldefar	ɔləfar
oldemor	ələmor
oldenborre	ˈʌlənˌbɒɒ
oldgræsk	ˈɔlɡrɛsk
oldgræske	ˈɔlɡrɛskə
olding	ɔldenɡ
oldnordisk	ˈɔlnordisk
oldtid	ˈʌlˌtið
oldtidskundskab	ˈʌltiðsˌkɔnsɡæb
olie	ˈoljə
oliven	oˈlivən
olivengren	oˈlivənˌɡrɛn
olivenolie	oˈlivənˌoliə
olympen	oˈlømbən
olympiade	olømˈpjæðə
olympisk	oˈlømbisɡ
om	ˈʌm,ʌm
ombestemme	ʌmbeˈsdemə
ombudsmand	ɔmbuðsman
ombære	ɔmbɛrə
omgang	ˈʌmˌɡɑŋ
omgikkes	ˈʌmˌɡiɡəs
omgåedes	ˈʌmˌɡɔəðəs
omgående	ˈʌmˌɡɔənə
omgås	ˈʌmˌɡɔs
omgængelig	ʌmˈɡɛŋəli
omhyggelig	ʌmˈhyɡəli
omkring	ɔmˈkreŋ
omsonst	ɔmsɔnst
omsorg	ɔmsɔrv
onanere	onanerə
onani	onani
ond	ˈɔn
onde	ˈɔnə
ondskab	ˈɔnˌsɡæb
onkel	ˈonɡəl
onsdag	ˈonsda
op	ˈʌb
opdrage	ɔpdraɡə
opdukke	ˈʌbˌdɔɡə
opfinde	ɔpfenə
opfindsom	ʌbˈfenˌsʌm
opgang	ˈʌbˌɡɑŋ
ophobe	ɔphobə
opholdstilladelse	ˈʌphʌlstseˌlæðlsə
ophøre	ɔphørə
oplagt	ɔplaɡt
oplukke	ˈɔpˌlokə
oplyse	ɔplysə
opmærksom	ˈɔpˌmæɐɡsɒm
opmærksomhed	ʌbˈmæɐɡsʌmˌheð
oppebie	ɔpəbiə
opportun	operˈtun
opretholde	ˈʌbʁadˌhʌlə
oprette	ˈʌbˌʁadə
oprinde	ɔprenə
oprindelig	ɔpˈrenəli
oprindelse	ɔprenəlsə
oprør	ɔprør
oprøre	ɔprørə
opsigt	ɔpsekt
opsigtsvækkende	ɔpsektsvɛkənə
opslag	ɔpslaɣ
opslagstavle	ɔpslaɣstavlə
opslagsværk	ɔpslaɣsvɛrk
opstand	ˈʌbˌsdan
opstandelse	ʌbˈsdanəlsə
opstanden	ʌbˈsdanən
opstige	ˈʌbˌsdiə
opstigen	ˈʌbˌsdiən
opstigende	ˈʌbˌsdiənə
opstå	ˈʌbˌsdɔ
optometrist	ʌbtoməˈtʁisd
optrådt	ˈʌbˌtʁʌd
optrådte	ˈʌbˌtʁʌdə
optrådtes	ˈʌbˌtʁʌdəs
optræd	ˈʌbˌtʁɛð
optræde	ˈʌbˌtʁɛðə
optræden	ˈʌbˌtʁɛðən
optrædende	ˈʌbˌtʁɛðənə
optræder	ˈʌbˌtʁɛðɐ
optrædes	ˈʌbˌtʁɛðəs
opvakt	ˈʌbˌʋɑɡd
opvaskemaskine	opvaskəmaskinə
opvække	ˈʌbˌʋɛɡə
orange	oˈʁɑŋɕə
ord	or
ordblind	orblend
ordbog	orbɔɣ
orden	ɔrdən
ordentlig	ɔrdənli
ordforråd	ˈoɐfʌˌʁɔð
ordføjning	orfɔjnenɡ
ordklasse	orklasə
ordkløver	orkløvər
ordne	ɔrdnə
ordonnans	ɒdoˈnans
ordre	ɔrdrə
ordspil	orspel
ordspillene	orspelənə
ordspillenes	orspelənəs
ordspillet	orspeləð
ordsprog	orsprɔɣ
organisator	ˌɒɡaniˈsætɐ
organisme	ɔrɡanismə
organist	ɒɡaˈnisd
orgasme	ɒˈɡæsmə
orgel	ɒwəl
orgie	ɔrɡiə
orientering	ɔriənterenɡ
orkan	ɒˈkæn
orkestergrav	orkɛstərɡrav
orlov	ˈɒlɒw
orm	orm
orne	ɔrnə
os	ɔs
ost	ˈost
otte	ˈɔtə
ottesang	ˈʌdəˌsɑŋ
otti	ˈoti
ouverture	uvərˈtjʉrə
ouzo	ˈuso
oval	oˈvæl
overbid	ɔvərbid
overfladisk	ˈɒʊɐˌflæðisɡ
overflod	ˈɒwɐˌfloð
overflødig	ɒwɐˈfløði
overfor	ɔvərfɔr
overhovedet	ɔvɐˈhoəð
overkrop	ɔvərkrɔp
overlagt	ˈɒwɐˌlɑɡd
overlegen	ˈɒwɐˌlɑjən
overlevende	ɔvərlevənə
overlægge	ˈɒwɐˌlɛɡə
overmorgen	ɔvərmɔrɡən
overmåde	ˈovɐˌmɔðə
overnatte	ɔvərnatə
overraske	ˈɒwɐˌʁɑsɡə
overskrævs	ɔvərskrɛvs
overskuelig	ɒwɐˈsɡuəli
overspringshandling	ˈɒwʌsbʁɛŋshanleŋ
oversætte	ɔvərsɛtə
oversættelse	ɔvərsɛtəlsə
oversættelseslån	ɔvərsɛtəlsəslɔn
oversætter	ɔvərsɛtər
overtage	ˈɒwʌˌtæ
overtro	ɔvərtro
overveje	ˈɒwɐˌʋɑjə
overvejelse	ˈɒwɐˌʋɑjəlsə
overvejende	ˈɒwɐˌʋɑjənə
overvågningslisten	ˈɒʊɐˌʋɔʊneŋsˌlesdn
overvægt	ˈɒwɐˌʋɛɡd
overvægtig	ˈɒwɐˌʋɛɡdi
overvælde	ɔvərvɛlə
overvættes	ˈɒwɐˌʋɛdə
ovn	ɔvn
oxalsyre	ʌɡˈsælˌsyʌ
ozon	oˈson
padde	ˈpaðə
paddehat	paðəhat
paddel	padəl
pagaj	paɡaj
pagode	pæˈɡoðə
pakken	pakən
palaver	palavɘr
palmeolie	ˈpalməˌoljə
palæ	palɛ
palæstinenser	paləstinɛnsər
palæstinensisk	paləstinɛnsisk
pande	panə
pandekage	panəkaɡə
pander	ˈpanə
panere	panerə
panser	pansər
pap	ˈpɑb
papegøje	papəɡøjə
papir	papir
par	ˈpɑ
paradoks	pɑɑˈdʌɡs
parallel	pɑɑˈlɛl
parallelle	pɑɑˈlɛlə
parallellen	pɑɑˈlɛlən
paralleller	pɑɑˈlɛlɐ
parallellerne	pɑɑˈlɛlɐnə
parallelt	pɑɑˈlɛld
parameter	pɑɑˈmedɐ
paraply	pɑɑˈply
parat	parat
paratakse	parataksə
parcel	pɑˈsɛl
parcelhus	pɑˈsɛlˌhu
parentes	pɑɑnˈtes
paris	pɑˈʁis
park	park
parker	parkər
parre	ˈpɑrə
parti	parti
partikel	partikəl
partnerskab	ˈpɑdnʌˌsɡæb
parvis	ˈparvis
paryk	parøk
passer	pasər
passere	paserə
passiv	pasiv
password	ˈpɑsˌwœd
pasta	ˈpasda
pastel	pastɛl
pastis	paˈsdis
pat	pat
pate	pate
pateen	pateən
patetisk	patetisk
patient	paˈɕɛnd
patte	patə
pattedyr	patədyr
paté	pate
patéen	pateən
paulun	pɑwˈlun
pauver	povər
pave	pavə
peanutbutter	pinɔtbɔtər
peb	ˈpeb
peber	ˈpewɐ
peberkværn	ˈpeʊɐˌkʋæɐn
pebet	ˈpebəð
pedel	pedɛl
peg	paj
pege	pajə
pegefinger	pajəfenɡər
pelikan	peliˈkæn
peloponnes	pelopoˈnes
pels	pɛls
pen	pɛn
pendant	panɡdanɡ
pendul	pɛnˈdul
penge	pɛŋə
penibel	peˈnibəl
penne	pɛnə
penneven	pɛnəvɛn
penning	ˈpɛneŋ
pensel	pɛnsəl
pensum	pɛnsɔm
per	per
perfektionist	pɛrfəksjonismə
periferi	periferi
periodisk	pɛriodisk
periskop	periskop
perker	pɛrkər
perle	pɛrlə
permanent	pæɐmaˈnɛnd
persienne	pæɐˈɕɛnə
perversion	pæɐvæɐˈɕon
pest	pɛst
peter	ˈpetər
petersen	petərsən
pib	ˈpiw
pibe	ˈpibə
piber	ˈpibɐ
piberi	piʊɐˈʁi
pig	piɡ
pige	ˈpiə
pigen	ˈpiɡən
pigesur	ˈpiəsur
pigtråd	piɡtrɔd
pik	pek
pikhoved	pekhoəð
pikke	ˈpiɡə
pil	pil
pile	pilə
pilgrim	pilɡrɛm
pille	ˈpelə
piller	ˈpelɐ
pils	pils
pilt	ˈpild
pincet	pensɛt
pind	pend
pindsvin	pensvin
pine	ˈpinə
piner	pinər
pingpong	penɡpɔnɡ
pinje	pinjə
pinlig	ˈpinli
pinlige	ˈpinlii
pinligere	ˈpinliɐɐ
pinligst	ˈpinlisd
pinligste	ˈpinlisdə
pinligt	ˈpinlid
pinse	pensə
pinselilje	pensəliljə
pip	pip
pirat	pirat
pirke	ˈpiɐɡə
pirre	ˈpiɐʌ
pisse	ˈpesə
pissoir	pesoˈɑ
pistol	pistol
pittoresk	pitoresk
piv	piv
pizza	pitsa
pjat	pjat
pjece	ˈpjɛsə
pjække	ˈpjɛɡə
placere	plaˈseɐ
plade	ˈplæðə
plads	plas
plag	plaɡ
plage	plaɡə
planche	planɡsjɘ
plask	ˈplasɡ
plaske	ˈplasɡə
plast	ˈplasd
plat	ˈplad
platfod	platfod
platfodet	platfodət
platon	ˈplætʌn
plattysk	plattysk
pleje	ˈplajə
plejede	ˈplajəðə
pligt	plekt
plombe	plombə
plombere	plomberə
plyndre	plønrə
podagra	ˈpodaɡʁɑ
pode	ˈpoðə
pog	ˈpɔw
pogrom	poˈɡʁom
point	poˈɛŋ
pointe	poˈɛŋdə
pokal	pokal
poker	ˈpoɡʌ
pokeransigt	pokəranseɡt
pokerfjæs	pokərfjɜs
pokker	ˈpʌɡɐ
pokkers	ˈpʌɡɐs
polak	poˈlɑɡ
polere	poˈleʌ
police	poˈlisə
politi	poliˈti
politibetjent	politibetjɛnt
politik	poliˈtiɡ
politiker	poˈlidiɡɒ
politisk	poˈlidisɡ
politistation	poliˈtisdaˌɕon
polsk	polsk
pomfrit	pʌmˈfʁid
pomp	pɔmp
pondus	ˈpʌndus
ponton	pʌŋˈtʌŋ
porcelæn	pɔrsəlɛn
pore	porə
porno	pɔrno
pornofilm	pɔrnofilm
pornografi	pɔrnoɡrafi
porre	porə
port	ˈport
portræt	pɔrtrɛt
portugisisk	pɔrtuɡisisk
pose	ˈposə
possessiv	ˈpʌsəˌsiw
post	ˈpɔst
postalveolar	ˈpʌsdalveoˌlɑ
postbud	pɔstbud
postbude	pɔstbudə
postfaktuel	ˈpɔsdfɑɡtuˌɛl
postyr	poˈsdyɐ
potentat	potəntat
poul	ˈpɒʊl
pragt	ˈpʁɑɡd
pragtfuld	ˈpʁɑɡdˌful
praksis	ˈpʁɑɡsis
praktisk	ˈpʁɑɡdisɡ
present	prɛsanɡ
presse	ˈpʁasə
pression	prɛˈsjon
prik	prek
primitiv	primiˈtiv
primær	primɛr
princip	prenˈsip
prins	prens
prinsesse	prensɛsə
prioritere	priɔriˈterə
pris	pris
prise	prisə
privat	pʁiˈvæd
proaktiv	proaktiv
probat	probat
procent	pʁoˈsɛnd
producer	prodjusər
producere	produserə
prognose	pʁoˈnosə
prokrastinere	pʁokʁɑsdiˈneʌ
prokrastinering	pʁokʁɑsdiˈneɐeŋ
promiskuitet	pʁomisɡuiˈtet
promiskuøs	pʁomisɡuˈøs
pronomen	pronomən
propel	propɛl
propeller	propɛlər
proper	probər
propylen	pʁopyˈlen
prosadigt	prosadeɡt
prosaisk	prosajisk
protein	ˈpʁotəˈin
protoindoeuropæisk	ˈprotoendoøwroˌpɛisk
proton	pʁoˈton
prud	ˈpʁuð
prut	prut
prutte	ˈpʁudə
prutten	prutən
præcis	prɛˈsis
prædike	prɛðəkə
præfiks	prɛfeks
præge	ˈpʁɛjə
prægnant	prɛjnant
prægtig	ˈpʁaɡdi
præposition	prɛposisjon
præsens	ˈpʁɛsəns
præsent	prɛsɛnt
præsidium	pʁɛˈsidjɔm
præst	ˈpʁasd
prøve	prøvə
prøvelse	ˈpʁœwəlsə
pseudonym	sœvdonym
psyke	sykə
psykiater	syɡiˈædɐ
psykiatri	syɡiaˈtʁi
psykisk	sykisk
psykologi	sykoloɡi
psykose	sykosə
psykotisk	syˈkotisɡ
ptolemæisk	toləˈmɛisɡ
puddel	pudəl
pude	pudə
pudse	ˈpusə
puh	pu
pule	pulə
pulver	pɔlvər
pulvere	pɔlvərə
pulveret	pɔlvərət
pulverne	pɔlvərnə
pumpe	ˈpompə
pund	ˈpun
punkt	poŋt
punktlig	ˈpɔŋdli
punktum	ˈpɔŋtɔm
pupil	pupil
pure	purə
puristisk	puˈʁisdisɡ
purk	ˈpuɐɡ
purløg	purløj
putte	ˈpudə
pygmæ	pyɡmɛ
pyjamas	pyjamas
pynt	pønt
pynte	pøntə
på	pɔ
påfugl	pɔful
påklædning	ˈpʌˌklɛðneŋ
påklædt	ˈpʌˌklɛd
pålagde	ˈpʌˌlæə
pålagt	ˈpʌˌlɑɡd
pålagte	ˈpʌˌlɑɡdə
pålæg	ˈpʌˌlɛɡ
pålægge	ˈpʌˌlɛɡə
pålæggene	ˈpʌˌlɛɡənə
pålægger	ˈpʌˌlɛɡɐ
pålægget	ˈpʌˌlɛɡəð
påmindelse	pɔmendəlsə
påske	ˈpɔsɡə
pædagog	pɛdaˈɡo
pædagogik	pɛdaɡoˈɡiɡ
pæderast	pɛdərast
pædofil	pɛdofil
pæn	pɛn
pæne	pɛnə
pæon	pɛˈon
pøbel	pøbl
pøj	pøj
pølse	ˈpølsə
pønse	ˈpønsə
qua	kva
queer	ˈkwiɐ
quiz	kvis
rabalder	ʁɑˈbalʌ
rabarber	rabarbər
rabat	ʁaˈpæt
race	ˈʁɑsə
racer	ˈʁɛsɐ
rad	ˈʁɑð
radar	ˈʁɑdɑ
radbrække	raðbrɛkə
radbrækket	ˈʁɑðˌbʁaɡəð
radikal	radikal
radioaktiv	radjoaktiv
radiobølge	ˈʁɑdjoˌbøljə
radmager	ˈʁɑðˌmæjɐ
rage	raɣə
ragede	raɣəðə
ragelse	raɣəlsə
rager	raɣər
raget	raɣəð
ragnarok	ˈʁɑwnaˌʁʌɡ
ragout	raɡu
ragouten	raɡuən
ragouter	raɡuər
rak	rak
raki	ˈʁɑki
rakt	ˈʁɑɡd
rakte	ˈʁɑɡdə
ral	ral
ralle	ˈʁɑlə
rambuk	rambɔk
ran	ran
rand	ʁɑn
rande	ˈʁɑnə
randen	ˈʁɑnən
randene	ˈʁɑnənə
randenes	ˈʁɑnənɛs
randens	ˈʁɑnəns
randers	ˈʁɑnɐs
randes	ˈʁɑnəs
rands	ʁɑns
randt	rant
rane	ranə
rang	ranɡ
rappenskralde	ʁɑbənˈsɡʁɑlə
rapsolie	ˈʕɑbsˌoljə
rar	rar
raritet	raritet
ras	ras
rase	rasə
rasmus	ˈrasmus
rasmussen	ˈʁɑsmusn
rat	rat
ratificere	ratifiserə
rationel	ˈʁɑɕoˌnɛl
rav	rav
rave	ravə
ravn	ˈravn
realist	realist
recept	rɛsɛpt
recessiv	ˈʁɛsəˌsiw
recidivere	ʁɛsidiˈveʌ
recidivist	ʁɛsidiˈvisd
recitation	ʁɛsitaˈɕon
recitere	ʁɛsiˈteʌ
red	red
redde	reðə
rede	reðə
redebon	ˈʁɛðəˌbʌn
redigere	rediɡerə
reel	rɛɛl
referendum	rɛfərɛndɔm
reform	reˈfɔrm
refræn	refrɛnɡ
regederlig	ʁɛɡəˈdeɐli
regel	ˈʁɛjəl
regelen	ˈʁɛjlən
regent	ʁɛˈɡɛnd
regering	ræɡerinɡ
regeringsdannelse	reˈɡereŋsˌdanelse
regime	ʁeˈɕimə
reglen	ˈʁɛjlən
regler	ˈʁɛjlɐ
regn	ˈʁɑɪn
regnbue	rajnbuə
regne	ˈrɑjnə
regnskab	ˈʁɑjnˌsɡæb
reje	ˈʁɑjə
rejse	ˈʁɑjsə
rejsebureau	rajsəbyro
rejser	ˈʁɑjsɐ
rejst	ˈʁɑjsd
rejste	ˈʁɑjsdə
reklame	ʁɛˈklæmə
rekonvalescent	ʁɛkʌnvaləˈsɛnd
rektor	rɛktɔr
rekvirere	rɛkvirɛrə
relativ	rɛlativ
religion	ʁɛliɡˈjon
religiøs	reliɡjøs
rem	ˈʁam
remonce	ʁæˈmʌŋsə
remoulade	rɛmuladə
ren	ren
rende	rɛnə
rendte	rɛntə
renlig	renli
renlighed	ˈʁɛnliheð
rensdyr	rɛnsdyr
rense	rɛnsə
rent	rent
rente	rɛntə
reol	reol
reparere	repərerə
repatriering	ˈʁɛpatʁiˌeɐeŋ
repetere	rɛpəterə
repræsentation	rɛprɛsəntasjon
repræsentativ	ʁɛˈpʁɛsəntaˌtiw
republik	ʁɛpuˈbliɡ
republikaner	ʁɛpubliˈkænʌ
resignere	ʁesiˈnjeɐ
resistor	ʁaˈsisdʌ
resonere	rɛsonerə
respektive	respəktivə
ressource	rɛsursə
rest	ˈʁasd
restaurant	ʁɛsdoˈʁɑŋ
restauranten	ʁɛsdoˈʁɑŋən
restauranter	ʁɛsdoˈʁɑŋɐ
resumere	resymerə
resurse	rɛsursə
ret	rɛt
retardere	ʁɛtɑˈdeʌ
retfærd	ˈʁadˌfɛɐ
retirade	ʁɛtiˈʁɑðə
retning	rɛtneŋ
retorik	ʁɛtoˈʁiɡ
retroseksuel	ˈʁetʁosɛɡsuˌɛl
rets	ˈʁads
retslig	rɛtsli
retsløs	rɛtslø
retssal	ˈʁadˌsæl
rette	rɛtə
rettelse	rɛtəlsə
retten	ˈʁadn
retter	ˈʁadɐ
retterne	ˈʁadɐnə
rettighed	ˈʁadiˌheð
rev	rev
reven	revən
revidere	reviderə
revne	rɛvnə
revolution	rɛvolusjon
revolutionere	rɛvolusjonerə
revolutionær	rɛvolusjonɛr
revy	revy
rhesusabe	rɛsusabə
rhin	ˈʁin
rhinen	ˈʁinn
ri	ri
ribbe	ripə
ribben	ripben
ribbenssteg	ripbensstaj
rid	rid
ridder	ˈʁiðɐ
ride	riðə
ridt	rit
rier	rir
rift	ˈʁɛfd
rig	ˈʁi
rigdom	ridɔm
rige	ˈʁiə
rigsdagen	ˈʁisˌdæən
rigsdaler	ʁisˈdælɐ
rigsdansk	ˈʁisˌdænsɡ
rigt	ˈʁiɡd
rigtig	ˈrekti
rimelig	riməli
rimeligt	riməlit
rinde	renə
ring	renɡ
rir	rir
ris	ʁis
risalamande	ˈʁisalamɑŋ
rise	ˈʁisə
riste	ˈʁɛsdə
risvin	ˈʁisˌʋin
ritual	ˌʁituˈæl
rive	rivə
ro	ˈʁo
robot	ʁoˈbʌd
rod	ˈʁoð
rode	rodə
rododendron	ʁodoˈdɛndʁʌn
roer	roər
rogn	ˈʁɒʊn
rokade	rokadə
rollemodel	rɔləmodɛl
rollespil	rɔləspel
rom	rɔm
romer	ˈʁomɐ
romerriget	ˈʁomɐˌʁiəð
romersk	ˈʁomɐsɡ
ror	ror
rose	rosə
rosin	rosin
roskilde	ˈʁʌsˌkilə
rosé	rose
rosévin	rosevin
rov	ˈʁɒw
royal	ʁʌˈjæl
royalisme	ʁʌjaˈlismə
royalist	ʁʌjaˈlisd
royalistisk	ʁʌjaˈlisdisɡ
rude	rudə
ruelse	ˈʁuəlsə
rugemor	ruəmor
rugmel	ˈʁuˌmel
ruiner	ruinər
ruinere	ruinerə
rulle	rulə
rum	rom
rumænsk	rumɛnsk
rund	ʁɔn
runde	ˈʁɔndə
rundt	ˈʁɔnd
rundtom	ˈʁɔndˈʌm
rus	rus
ruse	rusə
russisk	rusisk
rust	rost
rutebil	ˈʁudəˌbil
rutebilstation	ˈʁudəbilsdaˌɕon
rya	ˈʁya
rydde	ˈʁyðə
ryg	ˈʁœɡ
ryge	ryə
ryger	ryɡər
ryggesløs	ˈʁœɡəsˌløs
rygning	rynenɡ
rygrad	ˈʁœɡˌʁɑð
rygsæk	ˈʁœɡˌsɛɡ
rygte	røktə
rygtes	røktəs
ryk	ˈʁœɡ
rykker	ˈʁœkɐ
rype	rypə
rytter	ˈʁydɐ
rytteri	ʁydɐˈʁi
rå	ˈʁɔ
råb	ˈʁɔb
råbe	rɔbə
råber	ˈʁɔbɐ
råbt	ˈʁʌbd
råbte	rɔptə
råd	ˈʁɔð
rådden	ˈʁʌðən
råde	ˈʁɔðə
rådgive	ˈʁʌðˌɡi
rådgivning	ˈʁʌðˌɡiwneŋ
rådhus	ˈʁʌðˌhus
rådslå	ˈʁʌðˌslɔ
rådsnar	ˈʁʌðˌsnɑ
rådyr	ˈʁʌˌdyɐ
råen	ˈʁɔən
råens	ˈʁɔəns
råer	ˈʁɔɐ
råerne	ˈʁɔɐnə
råernes	ˈʁɔɐnəs
råers	ˈʁɔɐs
råge	ˈʁɔwə
rås	ˈʁɔs
råt	ˈʁʌd
råvildt	ˈʁʌˌʋild
ræ	ˈræ
ræd	rɛð
rædde	ˈrɐðə
ræddelig	ˈʁaðəli
rædderlig	ˈʁaðʌli
ræddes	rɛðəs
rædsel	rɛðsəl
rædsom	ˈʁaðˌsʌm
ræer	ˈʁɛɐ
ræk	rɛk
række	ˈʁaɡə
rækken	ˈʁaɡən
rænke	ˈʁaŋɡə
rær	rer
ræson	rɛsɔŋ
ræsonen	rɛsɔŋən
ræsonnere	rɛsonerə
rætoromansk	rɛtoromansk
ræv	rɛv
ræve	rɛvə
rævegrav	rɛvəɡrav
røbe	røbə
rød	ˈʁœð
rødder	ˈʁɶðɐ
rødderne	ˈʁɶðɐnə
røddernes	ˈʁɶðɐnəs
rødders	ˈʁɶðɐs
rødgrød	ˈrøðˌɡrøð
rødhåret	rødhɔrəd
rødlos	ˈʁœðˠˌlʌs
rødovre	ˈʁœðˌɒwʁɐ
rødt	ˈʁœd
røg	røj
røgalarm	ˈʁʌɪaˌlɑm
røge	røɡə
røgelse	røɡəlsə
røget	rɔjəð
røgt	ˈʁœɡd
røgte	røktə
rømning	ˈʁɶmneŋ
røn	rœn
rønne	ˈʁɶnə
