’परती टूटि रहल अछि’ - मैथिली कविता सङ्ग्रह - १९९३	pˈəɾt̪iː ʈˈuːʈɪ ɾˈəɦəl ˈət͡ʃʰɪ mˈəɪt̪ʰɪliː kˈəʋɪt̪aː sˈəŋɡɾəɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ɪɾˈaːnʋe
हसनक जन्म कराचीमे भेल अछि आ हुनकर प्रारम्भिक जीवन पाकिस्तानक सहर कराची आ इङ्ल्यान्डक सहर लण्डनमे भेल अछि ।	ɦˈəsnək d͡ʒˈənm kəɾaːt͡ʃˈiːme bʱˈel ˈət͡ʃʰɪ ˈaː ɦˈʊnkəɾ pɾaːɾˈəmbʱɪk d͡ʒˈiːʋən paːkɪst̪ˈaːnək sˈəɦəɾ kəɾˈaːt͡ʃiː ˈaː ɪŋljˈaːnɖək sˈəɦəɾ ləɳɖˈənme bʱˈel ˈət͡ʃʰɪ .
ब्रह्मप्राप्तिके लेल निर्दिष्ट विभिन्न साधनसभमें प्रणवोपासना मुख्य छैक। मुण्डकोपनिषद्मे लिखल अछि:	bɾəɦməpɾˈaːpt̪ɪke lˈel nɪɾd̪ˈɪʂʈ ʋˈɪbʱɪnː saːd̪ʱənsˈəbʱmẽ pɾəɳʋopˈaːsnaː mˈʊkʰj t͡ʃʰˈəɪk . mʊɳɖəkopnɪʂˈəd̪me lˈɪkʰəl ˈət͡ʃʰɪ ,
अररिया भारतक बिहार प्रान्तमे अवस्थित एक शहर आ जिला छी। अररिया जिला बिहार राज्य, भारतक अड़तीस जिलासभमे सँ एक छी आ अररिया शहर ई जिलाक प्रशासनिक मुख्यालय सेहो छी। अररिया जिला पूर्णिया प्रमण्डलक एक भुभाग छी। ई जिलाक २८३० वर्ग किमी क्षेत्रक क्षेत्रफल अछि।	ˈəɾɾɪjaː bʱˈaːɾt̪ək bɪɦˈaːɾ pɾˈaːnt̪əme əʋˈəst̪ʰɪt̪ ˈek ʃˈəɦəɾ ˈaː d͡ʒˈɪlaː t͡ʃʰˈiː . ˈəɾɾɪjaː d͡ʒˈɪlaː bɪɦˈaːɾ ɾˈaːd͡ʒj , bʱˈaːɾt̪ək əɽt̪ˈiːs d͡ʒɪlaːsˈəbʱme sˈə̃ ˈek t͡ʃʰˈiː ˈaː ˈəɾɾɪjaː ʃˈəɦəɾ ˈiː d͡ʒɪlˈaːk pɾəʃˈaːsnɪk mʊkʰjˈaːləj sˈeɦo t͡ʃʰˈiː . ˈəɾɾɪjaː d͡ʒˈɪlaː pˈuːɾɳɪjaː pɾəmˈəɳɖələk ˈek bʱʊbʱˈaːɡ t͡ʃʰˈiː . ˈiː d͡ʒɪlˈaːk d̪ˈo ɦəzˈaːɾ ˈaːʈʰ sˈəʊ t̪ˈiːs ʋˈəɾɡ kˈɪmiː kʂˈet̪ɾək kʂˈet̪ɾəpʰəl ˈət͡ʃʰɪ .
जमुना (हिन्दी फिल्म कलाकार) भारतीय चलचित्र क्षेत्रक एक बहुप्रसिद्ध अभिनेत्री छी ।	d͡ʒˈəmʊnaː ɦˈɪnd̪iː pʰˈɪlm kəlaːkˈaːɾ bʱaːɾt̪ˈiːj t͡ʃəlt͡ʃˈɪt̪ɾ kʂˈet̪ɾək ˈek bəɦˈʊpɾəsɪd̪ʱː əbʱɪnˈet̪ɾiː t͡ʃʰˈiː .
श्वेता तिवारी (जन्म: ४ अक्टुबर १९८०) एक भारतीय चलचित्र अभिनेत्री छी । श्वेता टेलिभिजनक संसारमे प्रेरणा क नामसँ प्रसिद्ध अछि । श्वेता तिवारी प्रसिद्ध टेलिचलचित्र बिग बोस ४ क विजेता छी।	ʃʋˈet̪aː t̪ɪʋˈaːɾiː d͡ʒˈənm , t͡ʃˈaːɾ ˈəkʈʊbəɾ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ˈəsːiː ˈek bʱaːɾt̪ˈiːj t͡ʃəlt͡ʃˈɪt̪ɾ əbʱɪnˈet̪ɾiː t͡ʃʰˈiː . ʃʋˈet̪aː ʈelɪbʱˈɪd͡ʒnək sə̃sˈaːɾme pɾˈeɾɳaː kˈə nˈaːmsə̃ pɾˈəsɪd̪ʱː ˈət͡ʃʰɪ . ʃʋˈet̪aː t̪ɪʋˈaːɾiː pɾˈəsɪd̪ʱː ʈelɪt͡ʃəlt͡ʃˈɪt̪ɾ bˈɪɡ bˈos t͡ʃˈaːɾ kˈə ʋˈɪd͡ʒet̪aː t͡ʃʰˈiː .
ईटानगर भारतक राज्य अरुणाचल प्रदेशक राजधानी शहर छी । ई हिमालयक तराईमे अवस्थित अछि । समुद्र सतहसँ एकर औसत उचाई ७५० मिटर अछि । ई प्रादेशिक राजधानी भेला कारणसँ सडक व्यवस्था निक अछि । गुवाहाटी आ ईटानगरक नाहरलागुनक मध्यमे हेलिकप्टर सेवाक विकल्प सेहो रहल अछि । हेलिकप्टर वाहेक पर्यटक बससभद्वारा सेहो गुवाहटीसँ ईटानगरधरि पहुँचल जा सकैत अछि ।	iːʈˈaːnɡəɾ bʱˈaːɾt̪ək ɾˈaːd͡ʒj əɾʊɳˈaːt͡ʃəl pɾˈəd̪eʃək ɾˈaːd͡ʒd̪ʱaːniː ʃˈəɦəɾ t͡ʃʰˈiː . ˈiː ɦɪmˈaːljək t̪əɾaːˈiːme əʋˈəst̪ʰɪt̪ ˈət͡ʃʰɪ . səmˈʊd̪ɾ sət̪ˈəɦsə̃ ˈekəɾ ˈəʊsət̪ ʊt͡ʃˈaːiː sˈaːt̪ sˈəʊ pət͡ʃˈaːs mˈɪʈəɾ ˈət͡ʃʰɪ . ˈiː pɾˈaːd̪eʃɪk ɾˈaːd͡ʒd̪ʱaːniː bʱˈelaː kaːɾˈəɳsə̃ sˈəɖək ʋjəʋˈəst̪ʰaː nˈɪk ˈət͡ʃʰɪ . ɡʊʋaːɦˈaːʈiː ˈaː iːʈaːnˈəɡɾək naːɦəɾlˈaːɡʊnək mˈəd̪ʱjəme ɦelɪkˈəpʈəɾ seʋˈaːk ʋɪkˈəlp sˈeɦo ɾˈəɦəl ˈət͡ʃʰɪ . ɦelɪkˈəpʈəɾ ʋˈaːɦek pˈəɾjəʈək bəsəsbʱəd̪ʋˈaːɾaː sˈeɦo ɡʊʋˈaːɦʈiːsə̃ iːʈaːnəɡɾˈəd̪ʱɾɪ pəɦˈʊ̃t͡ʃəl d͡ʒˈaː sˈəkəɪt̪ ˈət͡ʃʰɪ .
बंगलादेशक उत्तरी सीमान्तसभमे स्थित, रङ्गपुर विभागक लालमनिरहाट सदर उपजिलामे स्थित अछि ।	bˈə̃ŋɡəlaːd̪eʃək ˈʊt̪ːəɾiː siːmˈaːnt̪əsəbʱme st̪ʰˈɪt̪ , ɾˈəŋɡəpʊɾ ʋɪbʱˈaːɡək laːləmnɪɾɦˈaːʈ sˈəd̪əɾ ʊpd͡ʒɪlˈaːme st̪ʰˈɪt̪ ˈət͡ʃʰɪ .
पोखरि जलासयक कहल जाइत अछि । ई प्राकृतिक वा कृतिम दुनू भऽ सकैत अछि जे तालसँ छोट होइत अछि । प्राचिनकालमे पोखरिक उपयोग पानि पिबके लेल सेहो कएल जाइत छल । पोखैर ग्यामालके नहाबके लेल, खेत बारीमे पाइन पटाबैके लेल, कपरा खिचके लेल उप्योग होइत अछि । ओना बहुत रास काज लोक पोखरिसँ करैत अछि ।	pˈokʰɾɪ d͡ʒəlˈaːsjək kˈəɦəl d͡ʒˈaːɪt̪ ˈət͡ʃʰɪ . ˈiː pɾˈaːkɾɪt̪ɪk ʋˈaː kɾˈɪt̪ɪm d̪ˈʊnuː bʱˈə sˈəkəɪt̪ ˈət͡ʃʰɪ d͡ʒˈe t̪ˈaːlsə̃ t͡ʃʰˈoʈ ɦˈoɪt̪ ˈət͡ʃʰɪ . pɾaːt͡ʃɪnkˈaːlme pˈokʰɾɪk ˈʊpjoɡ pˈaːnɪ pˈɪbke lˈel sˈeɦo kˈəel d͡ʒˈaːɪt̪ t͡ʃʰˈəl . pˈokʰəɪɾ ɡjaːmˈaːlke nəɦˈaːbke lˈel , kʰˈet̪ baːɾˈiːme pˈaːɪn pəʈˈaːbəɪke lˈel , kˈəpɾaː kʰˈɪt͡ʃke lˈel ˈʊpjoɡ ɦˈoɪt̪ ˈət͡ʃʰɪ . ˈonaː bˈəɦʊt̪ ɾˈaːs kˈaːd͡ʒ lˈok pˈokʰɾɪsə̃ kˈəɾəɪt̪ ˈət͡ʃʰɪ .
जोधपुर ( ) भारतक राजस्थान राज्यक दोसर सभसँ पैग शहर छी । ई राज्यक दोसर सभसँ पैग महानगरीय क्षेत्र आ समुच्चा भारतमे ३५ अम सभसँ पेग शहर छी । ई ऐतिहासिक रजवाड़ा मारवाड़क याह नामसँ राजधानी सेहो होमैत छल । जोधपुर थार मरुभूमिक बीच अपन अनगिन्ती शानदार महलसभ, दुर्गसभ आ मन्दिरसभ भेल प्रसिद्ध पर्यटन स्थल छी ।	d͡ʒˈod̪ʱpʊɾ bʱˈaːɾt̪ək ɾaːd͡ʒəst̪ʰˈaːn ɾˈaːd͡ʒjək d̪ˈosəɾ sˈəbʱsə̃ pˈəɪɡ ʃˈəɦəɾ t͡ʃʰˈiː . ˈiː ɾˈaːd͡ʒjək d̪ˈosəɾ sˈəbʱsə̃ pˈəɪɡ məɦaːnəɡɾˈiːj kʂˈet̪ɾ ˈaː sˈəmʊt͡ʃːaː bʱaːɾˈət̪me pəɪ̃n̪t̪ˈiːs ˈəm sˈəbʱsə̃ pˈeɡ ʃˈəɦəɾ t͡ʃʰˈiː . ˈiː əɪt̪ɪɦˈaːsɪk ɾəd͡ʒʋˈaːɽaː mˈaːɾʋaːɽək jˈaːɦ nˈaːmsə̃ ɾˈaːd͡ʒd̪ʱaːniː sˈeɦo ɦˈoməɪt̪ t͡ʃʰˈəl . d͡ʒˈod̪ʱpʊɾ t̪ʰˈaːɾ məɾʊbʱˈuːmɪk bˈiːt͡ʃ ˈəpən ənɡˈɪnt̪iː ʃaːnd̪ˈaːɾ məɦˈəlsəbʱ , d̪ˈʊɾɡəsəbʱ ˈaː mənd̪ˈɪɾsəbʱ bʱˈel pɾˈəsɪd̪ʱː pˈəɾjəʈən st̪ʰˈəl t͡ʃʰˈiː .
कोयम्बटोरक नाम उत्पतिमे विभिन्न सिद्दान्तसभ विद्यमान अछि । ओहिमेसँ एक सिद्दान्त अनुसार कोयम्बटोर नाम कोवनपुथुर ('कोवानक नव शहर' सँ पृथक भऽ आएल अछि), कोवान वा कोयानक मुखिया कोयम्बटोर सँ विकसित भेल अछि।	kojˈəmbəʈoɾək nˈaːm ˈʊt̪pət̪ɪme ʋˈɪbʱɪnː sɪd̪ːˈaːnt̪əsəbʱ ʋɪd̪jəmˈaːn ˈət͡ʃʰɪ . ˈoɦɪmesə̃ ˈek sɪd̪ːˈaːnt̪ ənʊsˈaːɾ kojˈəmbəʈoɾ nˈaːm koʋˈənpʊt̪ʰʊɾ koʋˈaːnək nˈəʋ ʃˈəɦəɾ sˈə̃ pɾˈɪt̪ʰək bʱˈə ˈaːel ˈət͡ʃʰɪ , koʋˈaːn ʋˈaː kojˈaːnək mˈʊkʰɪjaː kojˈəmbəʈoɾ sˈə̃ ʋˈɪksɪt̪ bʱˈel ˈət͡ʃʰɪ .
नेपालक वि.सं. २०६८ क जनगणना अनुसार क जनसङ्ख्या ११,०७६ अछि । जाहिमे २,३४३ घरमूली अछि । ई स्थानक सन् २०११ मे भेल नेपालक जनगणना अनुसार पुरुषक सङ्ख्या ५,१८२ आ महिलाक सङ्ख्या ५,८९४ रहल अछि ।	nepˈaːlək ʋˈɪ . sˈə̃ . d̪ˈo ɦəzˈaːɾ ˈəɽsəʈʰ kˈə d͡ʒənɡˈəɳnaː ənʊsˈaːɾ kˈə d͡ʒənsˈəŋkʰjaː ɡjˈaːɾəɦ ɦəzˈaːɾ t͡ʃʰˈɪɦət̪ːəɾ ˈət͡ʃʰɪ . d͡ʒˈaːɦɪme d̪ˈo ɦəzˈaːɾ t̪ˈiːn sˈəʊ t̪əɪ̃n̪t̪aːlˈiːs ɡʱəɾmˈuːliː ˈət͡ʃʰɪ . ˈiː st̪ʰˈaːnək sˈən d̪ˈo ɦəzˈaːɾ ɡjˈaːɾəɦ mˈe bʱˈel nepˈaːlək d͡ʒənɡˈəɳnaː ənʊsˈaːɾ pˈʊɾʊʂək sˈəŋkʰjaː pˈaː̃t͡ʃ ɦəzˈaːɾ ˈek sˈəʊ bəjˈaːsiː ˈaː məɦɪlˈaːk sˈəŋkʰjaː pˈaː̃t͡ʃ ɦəzˈaːɾ ˈaːʈʰ sˈəʊ t͡ʃəʊɾˈaːnʋe ɾˈəɦəl ˈət͡ʃʰɪ .
नेपालक पश्चिमाञ्चल विकास क्षेत्रक गण्डकी अञ्चल, कास्की जिलामे अवस्थित गाँउ विकास समिति छी।	nepˈaːlək pəʃt͡ʃɪmˈaːɲt͡ʃəl ʋɪkˈaːs kʂˈet̪ɾək ɡˈəɳɖəkiː ˈəɲt͡ʃəl , kˈaːskiː d͡ʒɪlˈaːme əʋˈəst̪ʰɪt̪ ɡˈaː̃ʊ ʋɪkˈaːs sˈəmɪt̪ɪ t͡ʃʰˈiː .
नेपालक मध्य-पश्चिमाञ्चल विकास क्षेत्रक भेरी अञ्चल, दैलेख जिलामे अवस्थित गाँउ विकास समिति छी।	nepˈaːlək mˈəd̪ʱj pəʃt͡ʃɪmˈaːɲt͡ʃəl ʋɪkˈaːs kʂˈet̪ɾək bʱˈeɾiː ˈəɲt͡ʃəl , d̪ˈəɪlekʰ d͡ʒɪlˈaːme əʋˈəst̪ʰɪt̪ ɡˈaː̃ʊ ʋɪkˈaːs sˈəmɪt̪ɪ t͡ʃʰˈiː .
परियोजनाओं के कई संस्करणों के कई कूट आईएसओ ६३९ से मेल नहीं खाते हैं, या आईएसओ६३९ में दिये अर्थ से उनकी पाठ सामग्री भिन्न है।	pəɾɪjod͡ʒnˈaːõ kˈe kˈəiː sˈə̃skəɾɳõ kˈe kˈəiː kˈuːʈ aːˈiːesəo t͡ʃʰˈəɦ sˈəʊ ʊnt̪aːlˈiːs sˈe mˈel nˈəɦiː̃ kʰˈaːt̪e ɦˈəɪ̃ , jˈaː aːˈiːesəo t͡ʃʰˈəɦ sˈəʊ ʊnt̪aːlˈiːs mˈẽ d̪ˈɪje ˈəɾt̪ʰ sˈe ˈʊnkiː pˈaːʈʰ saːmˈəɡɾiː bʱˈɪnː ɦˈəɪ .
नेपालक काभ्रेपलाञ्चोक जिलाक कुशादेवी वार्ड नम्बर ७ मे अवस्थित एक कलेज छी । ई त्रिभुवन विश्वविद्यालयसँ सम्बन्धन लेनए अछि । ई जिलाक प्रमुख शैक्षणिक केन्द्रसभमे सँ एक छी । ई नेपालक एक निजी स्रोत आ साधनसँ सञ्चालित सामुदायिक कलेज हो ।	nepˈaːlək kaːbʱɾeplˈaːɲt͡ʃok d͡ʒɪlˈaːk kʊʃˈaːd̪eʋiː ʋˈaːɾɖ nˈəmbəɾ sˈaːt̪ mˈe əʋˈəst̪ʰɪt̪ ˈek kˈəled͡ʒ t͡ʃʰˈiː . ˈiː t̪ɾˈɪbʱʊʋən ʋɪʃʋəʋɪd̪jaːlˈəjsə̃ səmbˈənd̪ʱən lˈenəe ˈət͡ʃʰɪ . ˈiː d͡ʒɪlˈaːk pɾˈəmʊkʰ ʃəˈɪkʂəɳɪk kˈend̪ɾəsəbʱme sˈə̃ ˈek t͡ʃʰˈiː . ˈiː nepˈaːlək ˈek nˈɪd͡ʒiː sɾˈot̪ ˈaː saːd̪ʱˈənsə̃ səɲt͡ʃˈaːlɪt̪ saːmʊd̪ˈaːjɪk kˈəled͡ʒ ɦˈo .
श्रीलंका अन्डर-१९ राष्ट्रिय क्रिकेट टिम अन्डर-१९ अन्तर्राष्ट्रिय क्रिकेटमे श्रीलंकाक प्रतिनिधित्व करैत अछि । ई श्रीलंका क्रिकेट सङ्घक मातहतमे रहल अछि जे अन्तर्राष्ट्रिय क्रिकेट परिषद (आइसिसी)क सदस्य छी । ई क्रिकेट टिम सन् १९८८ सँ विश्वकप क्रिकेटमे सहभागिता जनेनाए छल ।	ʃɾiːlˈə̃ŋkaː ˈənɖəɾ ʊnːˈiːs ɾˈaːʂʈɾɪj kɾˈɪkeʈ ʈˈɪm ˈənɖəɾ ʊnːˈiːs ənt̪əɾɾˈaːʂʈɾɪj kɾɪkˈeʈme ʃɾiːlə̃ŋkˈaːk pɾət̪ɪnɪd̪ʱˈɪt̪ʋ kˈəɾəɪt̪ ˈət͡ʃʰɪ . ˈiː ʃɾiːlˈə̃ŋkaː kɾˈɪkeʈ sˈəŋɡʱək mˈaːt̪ɦət̪me ɾˈəɦəl ˈət͡ʃʰɪ d͡ʒˈe ənt̪əɾɾˈaːʂʈɾɪj kɾˈɪkeʈ pˈəɾɪʂəd̪ ˈaːɪsɪsiː kˈə səd̪ˈəsj t͡ʃʰˈiː . ˈiː kɾˈɪkeʈ ʈˈɪm sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ əʈʈʰˈaːsiː sˈə̃ ʋˈɪʃʋəkəp kɾɪkˈeʈme səɦbʱˈaːɡɪt̪aː d͡ʒənenˈaːe t͡ʃʰˈəl .
अर्थतन्त्रक दिगो विकासक निमित्त मूल्य आर शोधनान्तर स्थिरता कायम करैक लेल आवश्यक मौद्रीक तथा विदेशी विनिमय नीति निर्माण करी ओकर व्यवस्थापन करनाई।	əɾt̪ʰət̪ˈənt̪ɾək d̪ˈɪɡo ʋɪkˈaːsək nˈɪmɪt̪ː mˈuːlj ˈaːɾ ʃod̪ʱnˈaːnt̪əɾ st̪ʰˈɪɾt̪aː kˈaːjəm kˈəɾəɪk lˈel aːʋˈəʃjək məʊd̪ɾˈiːk t̪ˈət̪ʰaː ʋˈɪd̪eʃiː ʋˈɪnɪməj nˈiːt̪ɪ nɪɾmˈaːɳ kˈəɾiː ˈokəɾ ʋjəʋəst̪ʰˈaːpən kəɾnˈaːiː .
सखरखण्ड एक प्रकारक कन्दमूल छी । एकरा नेपालक पूर्वी तराई क्षेत्रमे सुठुनी सेहो कहल जाइत अछि । सखरखण्ड खेला पर जतेक मीठ होइत अछि ओतबेक स्वस्थकर सेहो होइत अछि । ई प्राकृतिक रुपसँ मीठ होमएक संगे एहिमे अत्यधिक चिनीक मात्रा नै होइत अछि । एहिमे क्यालोरी समेत नुकाएल रहैत अछि । सखरखण्ड स्वस्थकर, सस्ता, आ आन्हर होए सँ बचबैक संगे शरीरक तौल घटबैमे अति सहयोगी साबित होइत अछि ।	səkʰəɾkʰˈəɳɖ ˈek pɾəkˈaːɾək kənd̪əmˈuːl t͡ʃʰˈiː . ˈekɾaː nepˈaːlək pˈuːɾʋiː t̪əɾˈaːiː kʂˈet̪ɾəme sˈʊʈʰʊniː sˈeɦo kˈəɦəl d͡ʒˈaːɪt̪ ˈət͡ʃʰɪ . səkʰəɾkʰˈəɳɖ kʰˈelaː pˈəɾ d͡ʒˈət̪ek mˈiːʈʰ ɦˈoɪt̪ ˈət͡ʃʰɪ ˈot̪bek sʋˈəst̪ʰəkəɾ sˈeɦo ɦˈoɪt̪ ˈət͡ʃʰɪ . ˈiː pɾˈaːkɾɪt̪ɪk ɾˈʊpsə̃ mˈiːʈʰ ɦˈoməek sˈə̃ŋɡe ˈeɦɪme ˈət̪jəd̪ʱɪk t͡ʃɪnˈiːk mˈaːt̪ɾaː nˈəɪ ɦˈoɪt̪ ˈət͡ʃʰɪ . ˈeɦɪme kjˈaːloɾiː sˈəmet̪ nʊkˈaːel ɾˈəɦəɪt̪ ˈət͡ʃʰɪ . səkʰəɾkʰˈəɳɖ sʋˈəst̪ʰəkəɾ , sˈəst̪aː , ˈaː ˈaːnɦəɾ ɦˈoe sˈə̃ bˈət͡ʃbəɪk sˈə̃ŋɡe ʃəɾˈiːɾək t̪ˈəʊl ɡʱˈəʈbəɪme ˈət̪ɪ sˈəɦjoɡiː sˈaːbɪt̪ ɦˈoɪt̪ ˈət͡ʃʰɪ .
संगाकाराक जन्म १९७७ मे मटालेम कुमारी आ चोकशानडा संगाकाराक घरमे भेल अछि । संगाकारा केन्डी कलेज, ट्रिनिटीसँ शिक्षा प्राप्त कएने अछि ।	sə̃ŋɡaːkaːɾˈaːk d͡ʒˈənm ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ sˈət̪ɦət̪ːəɾ mˈe məʈˈaːlem kʊmˈaːɾiː ˈaː t͡ʃokʃˈaːnɖaː sə̃ŋɡaːkaːɾˈaːk ɡʱˈəɾme bʱˈel ˈət͡ʃʰɪ . sˈə̃ŋɡaːkaːɾaː kˈenɖiː kˈəled͡ʒ , ʈɾɪnɪʈˈiːsə̃ ʃˈɪkʂaː pɾˈaːpt̪ kˈəene ˈət͡ʃʰɪ .
अर्ल पेज एक अष्ट्रेलियाली राजनितिज्ञ तथा अष्ट्रेलियाक पूर्व प्रधानमन्त्री छी।	ˈəɾl pˈed͡ʒ ˈek ˈəʂʈɾelɪjaːliː ɾaːd͡ʒnɪt̪ˈɪd͡ʒɲ t̪ˈət̪ʰaː əʂʈɾelɪjˈaːk pˈuːɾʋ pɾəd̪ʱaːnmˈənt̪ɾiː t͡ʃʰˈiː .
आटा-आधारित: एहि प्रकारक हलुआ किछ जिलेटिनी होइत अछि तथा अन्नक आटा, अधिकतर सूजीसँ बनायल जाइत अछि । प्राथमिक सामग्री, तेल, आटा आ चीनी छी ।	ˈaːʈaː aːd̪ʱˈaːɾɪt̪ , ˈeɦɪ pɾəkˈaːɾək ɦˈəlʊaː kˈɪt͡ʃʰ d͡ʒˈɪleʈɪniː ɦˈoɪt̪ ˈət͡ʃʰɪ t̪ˈət̪ʰaː ˈənːək ˈaːʈaː , əd̪ʱˈɪkt̪əɾ suːd͡ʒˈiːsə̃ bənˈaːjəl d͡ʒˈaːɪt̪ ˈət͡ʃʰɪ . pɾˈaːt̪ʰmɪk saːmˈəɡɾiː , t̪ˈel , ˈaːʈaː ˈaː t͡ʃˈiːniː t͡ʃʰˈiː .
इरशाद कामिल या "इर्शाद कामिल' एक भारतीय हिन्दी/उर्दू कवि या गीतकार अछी। इनकर जब वी मेट, चमेली, लव आज कल, रॉकस्टार या आशिकी 2 क लिए गीत लिखक अछी।	ɪɾʃˈaːd̪ kˈaːmɪl jˈaː ɪɾʃˈaːd̪ kˈaːmɪl ˈek bʱaːɾt̪ˈiːj ɦˈɪnd̪iː ˈʊɾd̪uː kˈəʋɪ jˈaː ɡiːt̪kˈaːɾ ˈət͡ʃʰiː . ˈɪnkəɾ d͡ʒˈəb ʋˈiː mˈeʈ , t͡ʃˈəmeliː , lˈəʋ ˈaːd͡ʒ kˈəl , ɾɔːkəsʈˈaːɾ jˈaː ˈaːʃɪkiː d̪ˈo kˈə lˈɪe ɡˈiːt̪ lˈɪkʰək ˈət͡ʃʰiː .
नेपालक ललितपुर जिलाक जावलाखेलरमे अवस्थित एक कलेज छी । ई त्रिभुवन विश्वविद्यालयसँ सम्बन्धन लेनए अछि । ई जिलाक प्रमुख शैक्षणिक केन्द्रसभमे सँ एक छी । ई नेपालक एक निजी स्रोत आ साधनसँ सञ्चालित सामुदायिक कलेज छी । ई क्याम्पसक स्थापना संगे ई बहुतेक विद्यार्थी लोकनिके प्रभावित केनए अछि ।	nepˈaːlək ləlˈɪt̪pʊɾ d͡ʒɪlˈaːk d͡ʒˈaːʋlaːkʰeləɾme əʋˈəst̪ʰɪt̪ ˈek kˈəled͡ʒ t͡ʃʰˈiː . ˈiː t̪ɾˈɪbʱʊʋən ʋɪʃʋəʋɪd̪jaːlˈəjsə̃ səmbˈənd̪ʱən lˈenəe ˈət͡ʃʰɪ . ˈiː d͡ʒɪlˈaːk pɾˈəmʊkʰ ʃəˈɪkʂəɳɪk kˈend̪ɾəsəbʱme sˈə̃ ˈek t͡ʃʰˈiː . ˈiː nepˈaːlək ˈek nˈɪd͡ʒiː sɾˈot̪ ˈaː saːd̪ʱˈənsə̃ səɲt͡ʃˈaːlɪt̪ saːmʊd̪ˈaːjɪk kˈəled͡ʒ t͡ʃʰˈiː . ˈiː kjˈaːmpəsək st̪ʰˈaːpnaː sˈə̃ŋɡe ˈiː bˈəɦʊt̪ek ʋɪd̪jˈaːɾt̪ʰiː lˈoknɪke pɾəbʱˈaːʋɪt̪ kˈenəe ˈət͡ʃʰɪ .
गैंगस्टर २००६ मे बनल हिन्दी भाषा क फिल्म छी।	ɡəˈɪ̃ŋɡəsʈəɾ d̪ˈo ɦəzˈaːɾ t͡ʃʰˈəɦ mˈe bˈənəl ɦˈɪnd̪iː bʱˈaːʂaː kˈə pʰˈɪlm t͡ʃʰˈiː .
