Lenane le feletseng la Wikipedia dikgatiso&nbsp;·	lɛnɑnɛ lɛ fɛlɛt͡sʼɛŋ lɑ wikʼipʼɛdiɑ dikχɑtʼisɔ
Marylize Biubwa ke Mofumahadi mohlabani wa Kenya wa tshebedisano. Boitshebetso ba Biubwa bo ipapisitse le toka ya setjhaba ka ho hatisa ho se lekane ha bong, ha bo-feminist ba bona ba fapane ebile ba shebile ditokelo tsa botho. Batho ba batsho ebile ha ba na li-binary lesbian mme ba sebedisa di-pronouns tsa bona/bona.	mɑrjlizɛ biubwɑ kʼɛ mɔfumɑɦɑdi mɔɬɑbɑni wɑ kʼɛɲɑ wɑ t͡sʰɛbɛdisɑnɔ . bɔit͡sʰɛbɛt͡sʼɔ bɑ biubwɑ bɔ ipʼɑpʼisit͡sʼɛ lɛ tʼɔkʼɑ jɑ sɛt͡ʃʼɦɑbɑ kʼɑ ɦɔ ɦɑtʼisɑ ɦɔ sɛ lɛkʼɑnɛ ɦɑ bɔŋ , ɦɑ bɔ fɛministʼ bɑ bɔnɑ bɑ fɑpʼɑnɛ ɛbilɛ bɑ ʃɛbilɛ ditʼɔkʼɛlɔ t͡sʼɑ bɔtʰɔ . bɑtʰɔ bɑ bɑt͡sʰɔ ɛbilɛ ɦɑ bɑ nɑ li binɑrj lɛsbiɑn mmɛ bɑ sɛbɛdisɑ di pʼrɔnɔuns t͡sʼɑ bɔnɑ bɔnɑ .
Tshepo Ricki Kgositau-Kanzaa ke mohlabani wa ditokelo tsa batho ba fetohang ho tloha Botswana ya dulang Afrika Borwa.	t͡sʰɛpʼɔ rikkʼi kχɔsitʼɑu kʼɑnzɑɑ kʼɛ mɔɬɑbɑni wɑ ditʼɔkʼɛlɔ t͡sʼɑ bɑtʰɔ bɑ fɛtʼɔɦɑŋ ɦɔ t͡ɬʼɔɦɑ bɔt͡sʼwɑnɑ jɑ dulɑŋ ɑfrikʼɑ bɔrwɑ .
Jenni Williams (o hlahile ka 1962) ke mohlabani wa ditokelo tsa botho wa Se-Zimbabwe le mothehi wa Women of Zimbabwe Arise (WOZA). E ne e le moqhekelli ya hlahelletseng wa mmuso wa mopresidente Robert Mugabe, o ile a hlaloswa ke The Guardian ka 2009 e le "e nngwe elya meutlwa e thata ka ho fetisisa lehlakoreng la Mugabe".	d͡ʒɛnni williɑms ɔ ɬɑɦilɛ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɛ mɔɬɑbɑni wɑ ditʼɔkʼɛlɔ t͡sʼɑ bɔtʰɔ wɑ sɛ zimbɑbwɛ lɛ mɔtʰɛɦi wɑ wɔmɛn ɔf zimbɑbwɛ ɑrisɛ wɔzɑ . ɛ nɛ ɛ lɛ mɔ!ʰɛkʼɛlli jɑ ɬɑɦɛllɛt͡sʼɛŋ wɑ mmusɔ wɑ mɔpʼrɛsidɛntʼɛ rɔbɛrtʼ muxɑbɛ , ɔ ilɛ ɑ ɬɑlɔswɑ kʼɛ tʰɛ xuɑrdiɑn kʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ ɛ lɛ ɛ nŋwɛ ɛljɑ mɛut͡ɬʼwɑ ɛ tʰɑtʼɑ kʼɑ ɦɔ fɛtʼisisɑ lɛɬɑkʼɔrɛŋ lɑ muxɑbɛ .
Lefu la hae le ile la baka sello haholo ha mesarelo ho tswa mekgeng ya dipolotiki le ya setso:	lɛfu lɑ ɦɑɛ lɛ ilɛ lɑ bɑkʼɑ sɛllɔ ɦɑɦɔlɔ ɦɑ mɛsɑrɛlɔ ɦɔ t͡sʼwɑ mɛkχɛŋ jɑ dipʼɔlɔtʼikʼi lɛ jɑ sɛt͡sʼɔ ,
Brakpan Chronicles (2024) – Mmopi/Mohlahisi	brɑkʼpʼɑn kɦrɔniklɛs dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛnɛ mmɔpʼi mɔɬɑɦisi
Catherine Saint Jude Pretorius, o tsebahala e le Dope Saint Jude, ke raper, sebini, mongodi wa dipina le mohlahisi wa mmino Afrika Borwa.	kɑtʰɛrinɛ sɑintʼ d͡ʒudɛ pʼrɛtʼɔrius , ɔ t͡sʼɛbɑɦɑlɑ ɛ lɛ dɔpʼɛ sɑintʼ d͡ʒudɛ , kʼɛ rɑpʼɛr , sɛbini , mɔŋɔdi wɑ dipʼinɑ lɛ mɔɬɑɦisi wɑ mminɔ ɑfrikʼɑ bɔrwɑ .
Tlasa Molao wa Lenyalo wa Nomoro ya 10 wa selemo sa 1974 le molao wa setso wa Lesotho, lenyalo le dumellwa feela bakeng sa banyalani ba bong bo fapaneng.	t͡ɬʼɑsɑ mɔlɑɔ wɑ lɛɲɑlɔ wɑ nɔmɔrɔ jɑ lɛʃɔmɛ wɑ sɛlɛmɔ sɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ lɛ mɔlɑɔ wɑ sɛt͡sʼɔ wɑ lɛsɔtʰɔ , lɛɲɑlɔ lɛ dumɛllwɑ fɛɛlɑ bɑkʼɛŋ sɑ bɑɲɑlɑni bɑ bɔŋ bɔ fɑpʼɑnɛŋ .
Palo ya batho ya selemo sa 2001 e arotse masepala ka dibaka tse latelang tse kgolo :	pʼɑlɔ jɑ bɑtʰɔ jɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ ɛ ɑrɔt͡sʼɛ mɑsɛpʼɑlɑ kʼɑ dibɑkʼɑ t͡sʼɛ lɑtʼɛlɑŋ t͡sʼɛ kχɔlɔ ,
Masepala wa Lehae wa Imbabazane o ile wa qhalwa mme wa kopanngwa ho Masepala wa Lehae oa Inkosi Langalibalele o moholoanyane ka Phato selemong sa 2016. Ho tloha ha ho kopanngwa, sebaka sena se aparetswe haholo ke puso e mpe, tsamaiso e mpe ea ditjhelete le mathata a bobodu.	mɑsɛpʼɑlɑ wɑ lɛɦɑɛ wɑ imbɑbɑzɑnɛ ɔ ilɛ wɑ !ʰɑlwɑ mmɛ wɑ kʼɔpʼɑnŋwɑ ɦɔ mɑsɛpʼɑlɑ wɑ lɛɦɑɛ ɔɑ inkʼɔsi lɑŋɑlibɑlɛlɛ ɔ mɔɦɔlɔɑɲɑnɛ kʼɑ pʰɑtʼɔ sɛlɛmɔŋ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ . ɦɔ t͡ɬʼɔɦɑ ɦɑ ɦɔ kʼɔpʼɑnŋwɑ , sɛbɑkʼɑ sɛnɑ sɛ ɑpʼɑrɛt͡sʼwɛ ɦɑɦɔlɔ kʼɛ pʼusɔ ɛ mpʼɛ , t͡sʼɑmɑisɔ ɛ mpʼɛ ɛɑ dit͡ʃʼɦɛlɛtʼɛ lɛ mɑtʰɑtʼɑ ɑ bɔbɔdu .
Makgalwa o bapala Mamelodi Sundowns F.C mme o bile le nako ya mokoloto Maritzburg United.	mɑkχɑlwɑ ɔ bɑpʼɑlɑ mɑmɛlɔdi sundɔwns f . k mmɛ ɔ bilɛ lɛ nɑkʼɔ jɑ mɔkʼɔlɔtʼɔ mɑritʼzburx unitʼɛd .
Karete e kgubedi ho kwahelang molomo: Ho emisa ho qabana kapa ho rohakana ho patehileng ho bala molomo, sebapadi leha e le sefe se kwalang molomo wa sona ka letsoho, letsoho kapa hempe ha se tobane le mohanyetsi se tla fuwa karete e kgubedu.	kʼɑrɛtʼɛ ɛ kχubɛdi ɦɔ kʼwɑɦɛlɑŋ mɔlɔmɔ , ɦɔ ɛmisɑ ɦɔ !ɑbɑnɑ kʼɑpʼɑ ɦɔ rɔɦɑkʼɑnɑ ɦɔ pʼɑtʼɛɦilɛŋ ɦɔ bɑlɑ mɔlɔmɔ , sɛbɑpʼɑdi lɛɦɑ ɛ lɛ sɛfɛ sɛ kʼwɑlɑŋ mɔlɔmɔ wɑ sɔnɑ kʼɑ lɛt͡sʼɔɦɔ , lɛt͡sʼɔɦɔ kʼɑpʼɑ ɦɛmpʼɛ ɦɑ sɛ tʼɔbɑnɛ lɛ mɔɦɑɲɛt͡sʼi sɛ t͡ɬʼɑ fuwɑ kʼɑrɛtʼɛ ɛ kχubɛdu .
Ka 2021, o ile a saena tumellano ya direkoto le Universal Music South Africa . Pina ya hae e le nngwe ya "Boude" e fihletse katleho e kgolo e phatlalalitsweng dipulong tsa metjha ya ditaba ya setjhaba mme ya fumana nako e ngata ya ho haswa diteisheneng tsa seya-le-moya tsa Afrika Borwa.	kʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ , ɔ ilɛ ɑ sɑɛnɑ tʼumɛllɑnɔ jɑ dirɛkʼɔtʼɔ lɛ univɛrsɑl musik sɔutʰ ɑfrikɑ . pʼinɑ jɑ ɦɑɛ ɛ lɛ nŋwɛ jɑ bɔudɛ ɛ fiɬɛt͡sʼɛ kʼɑt͡ɬʼɛɦɔ ɛ kχɔlɔ ɛ pʰɑt͡ɬʼɑlɑlit͡sʼwɛŋ dipʼulɔŋ t͡sʼɑ mɛt͡ʃʼɦɑ jɑ ditʼɑbɑ jɑ sɛt͡ʃʼɦɑbɑ mmɛ jɑ fumɑnɑ nɑkʼɔ ɛ ŋɑtʼɑ jɑ ɦɔ ɦɑswɑ ditʼɛiʃɛnɛŋ t͡sʼɑ sɛjɑ lɛ mɔjɑ t͡sʼɑ ɑfrikʼɑ bɔrwɑ .
O ile a bapala le sehlopha sa naha sa U20; Mpuru e ne e le karolo ya sehlopha sa naha se ileng sa qala ho bapala ho FIFA mohope wa lefatshe ho 2019 FIFA Women's World Cup.	ɔ ilɛ ɑ bɑpʼɑlɑ lɛ sɛɬɔpʰɑ sɑ nɑɦɑ sɑ u mɑʃɔmɛ ɑ mɑbɛdi , mpʼuru ɛ nɛ ɛ lɛ kʼɑrɔlɔ jɑ sɛɬɔpʰɑ sɑ nɑɦɑ sɛ ilɛŋ sɑ !ɑlɑ ɦɔ bɑpʼɑlɑ ɦɔ fifɑ mɔɦɔpʼɛ wɑ lɛfɑt͡sʰɛ ɦɔ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ fifɑ wɔmɛn s wɔrld kupʼ .
Bheki Sibiya (ya hlahileng ka selemo sa 1973) ke sebapadi sa Afrika Borwa, mohlahisi, motsamaisi le setshwantsho sa difilimi. O tsejwa haholo ka dikarolo tsa thelevishene tse kang Movhango, eHostela le Durban Gen.	bɦɛkʼi sibijɑ jɑ ɬɑɦilɛŋ kʼɑ sɛlɛmɔ sɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ kʼɛ sɛbɑpʼɑdi sɑ ɑfrikʼɑ bɔrwɑ , mɔɬɑɦisi , mɔt͡sʼɑmɑisi lɛ sɛt͡sʰwɑnt͡sʰɔ sɑ difilimi . ɔ t͡sʼɛd͡ʒwɑ ɦɑɦɔlɔ kʼɑ dikʼɑrɔlɔ t͡sʼɑ tʰɛlɛviʃɛnɛ t͡sʼɛ kʼɑŋ mɔvɦɑŋɔ , ɛɦɔstʼɛlɑ lɛ durbɑn xɛn .
Ashley Cupido (ya tswetsoeng ka la 5 Motsheanong 2001) ke sebapadi sa bolo ya maoto sa Afrika Borwa se bapalang e le mohanyetsi wa pele bakeng sa Stellenbosch ho South African Premier Division.	ɑʃlɛj kupʼidɔ jɑ t͡sʼwɛt͡sʼɔɛŋ kʼɑ lɑ ɬɑnɔ mɔt͡sʰɛɑnɔŋ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ kʼɛ sɛbɑpʼɑdi sɑ bɔlɔ jɑ mɑɔtʼɔ sɑ ɑfrikʼɑ bɔrwɑ sɛ bɑpʼɑlɑŋ ɛ lɛ mɔɦɑɲɛt͡sʼi wɑ pʼɛlɛ bɑkʼɛŋ sɑ stʼɛllɛnbɔskɦ ɦɔ sɔutʰ ɑfrikɑn pʼrɛmiɛr divisiɔn .
Floating Underwater series (2010) bakeng sa soprano ya solo birbynė (e boetse e loketse clarinet ya B-flat kapa soprano saxophone)	flɔɑtʼiŋ undɛrwɑtʼɛr sɛriɛs dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ bɑkʼɛŋ sɑ sɔpʼrɑnɔ jɑ sɔlɔ birbjnɛ ɛ bɔɛt͡sʼɛ ɛ lɔkʼɛt͡sʼɛ klɑrinɛtʼ jɑ b flɑtʼ kʼɑpʼɑ sɔpʼrɑnɔ sɑksɔpʰɔnɛ
Ka Pudungwana selemong sa 2017, mokga o ile wa ipiletsa hore Letona la Tshireletso ya Naha, Bongani Bongo, ya qoswang ka ho ameha boshodung ba tjotjo, ke mopresidente wa mehleng Jacob Zuma, a lelekwe.	kʼɑ pʼuduŋwɑnɑ sɛlɛmɔŋ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ , mɔkχɑ ɔ ilɛ wɑ ipʼilɛt͡sʼɑ ɦɔrɛ lɛtʼɔnɑ lɑ t͡sʰirɛlɛt͡sʼɔ jɑ nɑɦɑ , bɔŋɑni bɔŋɔ , jɑ !ɔswɑŋ kʼɑ ɦɔ ɑmɛɦɑ bɔʃɔduŋ bɑ t͡ʃʼɔt͡ʃʼɔ , kʼɛ mɔpʼrɛsidɛntʼɛ wɑ mɛɬɛŋ d͡ʒɑkɔb zumɑ , ɑ lɛlɛkʼwɛ .
Barbarian – e ileng ea bolela batho ba sa bueng Segerike kapa lipuo tse ling tse "tsoetseng pele" (joalo ka Selatine), 'me e nkiloe motsong o bolelang "ho bua ka mokhoa o sa utloisiseheng" kapa "ho bua hampe"	bɑrbɑriɑn ɛ ilɛŋ ɛɑ bɔlɛlɑ bɑtʰɔ bɑ sɑ buɛŋ sɛxɛrikʼɛ kʼɑpʼɑ lipʼuɔ t͡sʼɛ liŋ t͡sʼɛ t͡sʼɔɛt͡sʼɛŋ pʼɛlɛ d͡ʒɔɑlɔ kʼɑ sɛlɑtʼinɛ , mɛ ɛ nkʼilɔɛ mɔt͡sʼɔŋ ɔ bɔlɛlɑŋ ɦɔ buɑ kʼɑ mɔkʰɔɑ ɔ sɑ ut͡ɬʼɔisisɛɦɛŋ kʼɑpʼɑ ɦɔ buɑ ɦɑmpʼɛ
O sebeditse e le lekgotla la masepala wa Masepala wa Matlosana ho tloha ka 1994 ho isa ho 2000. Ka nako e tshwanang, o ile a sebetsa e le setho sa mmasepala wa setereke sa Dr. Kenneth Kaunda. O ile a kgethwa e le setho sa komiti ya majoro wa masepala wa setereke ka mora dikgetho tsa masepala tsa 2000. Ho tloha ka 2006 ho fihlela ka 2009, e ne e le sebui sa masepala wa setereke.	ɔ sɛbɛdit͡sʼɛ ɛ lɛ lɛkχɔt͡ɬʼɑ lɑ mɑsɛpʼɑlɑ wɑ mɑsɛpʼɑlɑ wɑ mɑt͡ɬʼɔsɑnɑ ɦɔ t͡ɬʼɔɦɑ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ ɦɔ isɑ ɦɔ dikʼɛtʼɛ t͡sʼɛ pʼɛdi . kʼɑ nɑkʼɔ ɛ t͡sʰwɑnɑŋ , ɔ ilɛ ɑ sɛbɛt͡sʼɑ ɛ lɛ sɛtʰɔ sɑ mmɑsɛpʼɑlɑ wɑ sɛtʼɛrɛkʼɛ sɑ dr . kʼɛnnɛtʰ kʼɑundɑ . ɔ ilɛ ɑ kχɛtʰwɑ ɛ lɛ sɛtʰɔ sɑ kʼɔmitʼi jɑ mɑd͡ʒɔrɔ wɑ mɑsɛpʼɑlɑ wɑ sɛtʼɛrɛkʼɛ kʼɑ mɔrɑ dikχɛtʰɔ t͡sʼɑ mɑsɛpʼɑlɑ t͡sʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi . ɦɔ t͡ɬʼɔɦɑ kʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ ɦɔ fiɬɛlɑ kʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ , ɛ nɛ ɛ lɛ sɛbui sɑ mɑsɛpʼɑlɑ wɑ sɛtʼɛrɛkʼɛ .
Ka ho motlotla, , Masepala wa Setereke sa Kgalagadi o ile wa rehwa lebitso la Masepala wa Setereke sa John Taolo Gaetsewe ka selemo sa 2008.	kʼɑ ɦɔ mɔt͡ɬʼɔt͡ɬʼɑ , mɑsɛpʼɑlɑ wɑ sɛtʼɛrɛkʼɛ sɑ kχɑlɑxɑdi ɔ ilɛ wɑ rɛɦwɑ lɛbit͡sʼɔ lɑ mɑsɛpʼɑlɑ wɑ sɛtʼɛrɛkʼɛ sɑ d͡ʒɔɦn tʼɑɔlɔ xɑɛt͡sʼɛwɛ kʼɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi .
Lebogang Brenda Motsumi (ya tswetsweng ka 1989) ke mohanyetsi wa HIV le mongodi wa Aforika Borwa. O kgethilwe e le "Mohale wa Batjha" ke African Union, mme ke setho sa di boto tsa boeletsi tsa batjha ho UNFPA le African Union.	lɛbɔxɑŋ brɛndɑ mɔt͡sʼumi jɑ t͡sʼwɛt͡sʼwɛŋ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ kʼɛ mɔɦɑɲɛt͡sʼi wɑ ɦiv lɛ mɔŋɔdi wɑ ɑfɔrikʼɑ bɔrwɑ . ɔ kχɛtʰilwɛ ɛ lɛ mɔɦɑlɛ wɑ bɑt͡ʃʼɦɑ kʼɛ ɑfrikɑn uniɔn , mmɛ kʼɛ sɛtʰɔ sɑ di bɔtʼɔ t͡sʼɑ bɔɛlɛt͡sʼi t͡sʼɑ bɑt͡ʃʼɦɑ ɦɔ unfpʼɑ lɛ ɑfrikɑn uniɔn .
Motsilanyane o hlahile ka 8 Mmesa selemong sa 1979 , a hlahella Moruleng, Aforkika Borwa. O kile a nyalana le Terry Pinana; ba ile ba arohana ka selemo sa 2007. Ke mme wa ngwana wa mora a le mong.	mɔt͡sʼilɑɲɑnɛ ɔ ɬɑɦilɛ kʼɑ rɔbɛdi mmɛsɑ sɛlɛmɔŋ sɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ , ɑ ɬɑɦɛllɑ mɔrulɛŋ , ɑfɔrkʼikʼɑ bɔrwɑ . ɔ kʼilɛ ɑ ɲɑlɑnɑ lɛ tʼɛrrj pʼinɑnɑ , bɑ ilɛ bɑ ɑrɔɦɑnɑ kʼɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ supʼilɛŋ . kʼɛ mmɛ wɑ ŋwɑnɑ wɑ mɔrɑ ɑ lɛ mɔŋ .
Mocheso oa mocheso o ka bang 20 ho isa ho 34 ° C (68 ho isa ho 93 ° F), o nang le moelelo oa khoeli le khoeli oa 25 ho isa ho 28 ° C (77 ho isa ho 82 ° F)	mɔkɦɛsɔ ɔɑ mɔkɦɛsɔ ɔ kʼɑ bɑŋ mɑʃɔmɛ ɑ mɑbɛdi ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛnɛ k mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɛdi ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ f , ɔ nɑŋ lɛ mɔɛlɛlɔ ɔɑ kʰɔɛli lɛ kʰɔɛli ɔɑ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi k mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ mmɛdi f
28°37′05″S 28°42′13″O / 28.61804°S 28.70374°O / -28.61804; 28.70374 (suidoos van Monantsapas)	mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ ɬɑnɔ s mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mmɛdi lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ ɔ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi . dikʼɛtʼɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ mɛnɛ s mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi . dikʼɛtʼɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɑkχɔlɔ ɑ mɑrɑrɔ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ ɔ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi . dikʼɛtʼɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ mɛnɛ , mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi . dikʼɛtʼɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɑkχɔlɔ ɑ mɑrɑrɔ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ suidɔɔs vɑn mɔnɑnt͡sʼɑpʼɑs
Friedrich Engels, *28.11.1820 ka Barmen †05.08.1895 ka London, Letôitšhi me mmopi ya bokôminisi.	friɛdrikɦ ɛŋɛls , mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɛdi lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi kʼɑ bɑrmɛn ɬɑnɔ rɔbɛdi sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ kʼɑ lɔndɔn , lɛtʼɔit͡ʃʰi mɛ mmɔpʼi jɑ bɔkʼɔminisi .
Uropa ke kontinente moo ho phelang batho ba fetang 742 000 000 ka palo, hoya ka tekanyetso ya selemo sa (2015) .	urɔpʼɑ kʼɛ kʼɔntʼinɛntʼɛ mɔɔ ɦɔ pʰɛlɑŋ bɑtʰɔ bɑ fɛtʼɑŋ dimiliɔnɛ mɑkχɔlɔ ɑ supʼilɛŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɑ pʼɑlɔ , ɦɔjɑ kʼɑ tʼɛkʼɑɲɛt͡sʼɔ jɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ .
Adolf Hitler, (1889, Braunau am Inn (Austria)- 1945, Berlin), Moetapele wa naha ya Geremane le sesole 1933 - 1945.	ɑdɔlf ɦit͡ɬʼɛr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ , brɑunɑu ɑm inn ɑustʼriɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ , bɛrlin , mɔɛtʼɑpʼɛlɛ wɑ nɑɦɑ jɑ xɛrɛmɑnɛ lɛ sɛsɔlɛ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ ɦɔ isɑ ɦɔ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ .
Lesotho ke naha e borwa ho Afrika e teetsweng hare ke naha ya Afrika Borwa. Motse-moholo wa yona ke Maseru. Baahi ba Lesotho ba ka ballwa ho 2 067 000 (2009). Ho buwaSesotho mme le baahi ba teng ke Basotho. Lesotho ke setho sa Machaba a Kopaneng (United Nations)	lɛsɔtʰɔ kʼɛ nɑɦɑ ɛ bɔrwɑ ɦɔ ɑfrikʼɑ ɛ tʼɛɛt͡sʼwɛŋ ɦɑrɛ kʼɛ nɑɦɑ jɑ ɑfrikʼɑ bɔrwɑ . mɔt͡sʼɛ mɔɦɔlɔ wɑ jɔnɑ kʼɛ mɑsɛru . bɑɑɦi bɑ lɛsɔtʰɔ bɑ kʼɑ bɑllwɑ ɦɔ dimiliɔnɛ t͡sʼɛ pʼɛdi lɛ dikʼɛtʼɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . ɦɔ buwɑsɛsɔtʰɔ mmɛ lɛ bɑɑɦi bɑ tʼɛŋ kʼɛ bɑsɔtʰɔ . lɛsɔtʰɔ kʼɛ sɛtʰɔ sɑ mɑkɦɑbɑ ɑ kʼɔpʼɑnɛŋ unitʼɛd nɑtʼiɔns
