Rygel - Jonathan Hardy (hì-ang-á ê chhau-chok-jîn)	ɹˈɪɡɛɫ d͡ʒˈɑːnəθən hˈɑːɹd̬i hi˥˩ aŋ˧ a˥˩ e˨˦ t͡sʰau̯˧ t͡sɔk̚˥ d͡ʑin˨˦
Rushagan (Pho-su-gí: ) sī chi̍t ê tī Iran Islam Kiōng-hô-kok Qom Séng Qom Kūn Khalajastan Koān Rahjerd-e Sharqi Hiong ê chng-thâu. Tī 2006 nî phó͘-cha ê sî-chūn, chit-ê chng-thâu ū ê lâng tòa, chóng-kiōng ū hō͘ jîn-ke.	ɹˈʌsheᶦɡən pʰə˧ su˧ ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ɪɹˈɑːn ɪslˈɑːm ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈɑːm ɕiə̯ŋ˥˩ kʰˈɑːm kun˧ kʰˈɑːləjˌɑːstən ku̯an˧ ɹˈæd͡ʒɝd ˈiː shˈɑːɹkiː hi̯ɔŋ˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ lak̚˥ ni˨˦ pʰɔ˥ t͡sa˥ e˨˦ ɕi˧ t͡sun˧ , t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ u˧ e˨˦ laŋ˨˦ tu̯a˨˩ , t͡sɔŋ˥ ki̯ɔŋ˧ u˧ hɔ˧ d͡ʑin˧ ke˥ .
Woźbin sī chi̍t ê tī Pho-lân Kiōng-hô-kok Masovia Séng Mińsk Kūn Cegłów Kong-siā ê chng-thâu.	wtsbˈiːn ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ mˈæsəvɪə ɕiə̯ŋ˥˩ mˈɪnsk kun˧ kʰˈɪŋloᶷ kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Dąbrowa sī chi̍t ê tī Pho-lân Kiōng-hô-kok Masovia Séng Przysucha Kūn Odrzywół Kong-siā ê chng-thâu.	dəbɹˈaᶷə ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ mˈæsəvɪə ɕiə̯ŋ˥˩ pɹzəzˈuːt͡ʃæ kun˧ ˈoᶷdɹzəwˌʊɫ kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Wielęcin sī chi̍t ê tī Pho-lân Kiōng-hô-kok Masovia Séng Wyszków Kūn Somianka Kong-siā ê chng-thâu.	vɪˈiːɫsɪn ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ mˈæsəvɪə ɕiə̯ŋ˥˩ ˈaᶷɔᶦztskoᶷ kun˧ sˈoᶷmiʲəŋkæ kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Salno sī chi̍t ê tī Pho-lân Kiōng-hô-kok Kuyavia-Pomerania Séng Bydgoszcz Kūn Koronowo Kong-siā ê chng-thâu.	sˈæɫnɔː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈuːɔᶦəviʲə pʰˌɑːmɚˈeᶦniʲə ɕiə̯ŋ˥˩ bˈɔᶦdŋɡoᶷstst͡ʃ kun˧ kɔːɹoᶷnˈoᶷɔː kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Młynik sī chi̍t ê tī Pho-lân Kiōng-hô-kok Pomerania Séng Tczew Kūn Pelplin Kong-siā ê chng-thâu.	mlˈɪnɪk ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ pʰˌɑːmɚˈeᶦniʲə ɕiə̯ŋ˥˩ tt͡ʃˈaᶷ kun˧ pəlˈaᶦn kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Glinki sī chi̍t ê tī Pho-lân Kiōng-hô-kok Podlaskie Séng Grajewo Kūn Radziłów Kong-siā ê chng-thâu.	ɡlˈɪŋkɪ ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ pədlˈɑːski ɕiə̯ŋ˥˩ ɡɹˈæd͡ʒɛwʊ kun˧ ɹˈædziloᶷ kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Widźgowo sī chi̍t ê tī Pho-lân Kiōng-hô-kok Podlaskie Séng Bielsk Kūn Brańsk Kong-siā ê chng-thâu.	vˈɪd͡ʒŋɡoᶷɔː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ pədlˈɑːski ɕiə̯ŋ˥˩ bˈɪɫsk kun˧ bɹˈænsk kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Pieczysko sī chi̍t ê tī Pho-lân Kiōng-hô-kok Warmia-Masuria Séng Pisz Kūn Ruciane-Nida Kong-siā ê chng-thâu.	pʰˈɪt͡ʃɪsŋkoᶷ ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ wˈɔːɹmiːʲə mˈæʒəwˌɪɹiʲə ɕiə̯ŋ˥˩ pʰˈɪsts kun˧ ɚˈuːʃən nˈiːd̬ə kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Dąbrowa sī chi̍t ê tī Pho-lân Kiōng-hô-kok Łódź Séng Radomsko Kūn Kamieńsk Kong-siā ê chng-thâu.	dəbɹˈaᶷə ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ lˈɔːd͡ʒ ɕiə̯ŋ˥˩ ɹədˈoᶷəmzŋkoᶷ kun˧ kʰˈæmiʲənsk kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Sosnowiec sī chi̍t ê tī Pho-lân Kiōng-hô-kok Łódź Séng Piotrków Kūn Gorzkowice Kong-siā ê chng-thâu.	soᶷsnˈoᶷɛk ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ lˈɔːd͡ʒ ɕiə̯ŋ˥˩ pʰˈaᶦtɹŋkoᶷ kun˧ ɡˈɔːɹtskəwɪ kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Zbytków sī chi̍t ê tī Pho-lân Kiōng-hô-kok Silesia Séng Cieszyn Kūn Strumień Kong-siā ê chng-thâu.	tsbaᶦtkˈɔːf ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sɪlˈiːzə ɕiə̯ŋ˥˩ sˈiːzɪn kun˧ stɹˈʌmiʲən kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Bodzewo sī chi̍t ê tī Pho-lân Kiōng-hô-kok Tōa Pho-lân Séng Gostyń Kūn Piaski Kong-siā ê chng-thâu.	bˈɑːd̬ɑːʃɛwʊ ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ tu̯a˧ pʰə˧ lan˨˦ ɕiə̯ŋ˥˩ ŋɡˈoᶷstɪn kun˧ pʰˈiːʲəskˌiː kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Ostrówek sī chi̍t ê tī Pho-lân Kiōng-hô-kok Tōa Pho-lân Séng Konin Kūn Sompolno Kong-siā ê chng-thâu.	ˈɑːstɹuːˌɛk ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ tu̯a˧ pʰə˧ lan˨˦ ɕiə̯ŋ˥˩ ŋkoᶷnˈiːn kun˧ sˈoᶷmpɑːɫnɔː kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Zielonowo sī chi̍t ê tī Pho-lân Kiōng-hô-kok Tōa Pho-lân Séng Czarnków-Trzcianka Kūn Wieleń Kong-siā ê chng-thâu.	zilɑːnˈoᶷɔː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ pʰə˧ lan˨˦ ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ tu̯a˧ pʰə˧ lan˨˦ ɕiə̯ŋ˥˩ kʰˈɑːʃəˌɝŋkoᶷ tɹtst͡ʃiʲˈɑːŋkæ kun˧ vɪˈiːlən kɔŋ˧ ɕi̯a˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Shumeikiv (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Chernihiv Chiu Bakhmach Koān ê chng-thâu (selo).	ʃuːmˈɛiːkiv ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈɛɹnɪəv t͡ɕi̯u˥ bˈeᶦkmət͡ʃ ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Zholobok (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Dnipropetrovsk Chiu Pavlohrad Koān ê chng-thâu (selo).	ʒˈɔːləbɔːk ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ dnɪpɹəpʰˈɛtɹoᶷvsk t͡ɕi̯u˥ pʰˈɑːvlɔːɚˌeᶦd ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Krupchyne (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Kharkiv Chiu Bohodukhiv Koān ê chng-thâu (selo).	kɹˈʌpt͡ʃaᶦn ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈɑːɹkɪv t͡ɕi̯u˥ boᶷhədˈuːkəv ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Liso-Berezivka (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Khmelnytskyi Chiu Letychiv Koān ê chng-thâu (selo).	lˈɪs bˈɛɹɪzˌɪvŋkə ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kmˈɛɫntski t͡ɕi̯u˥ lˈɛiːkəv ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Dobrianka (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Kirovohrad Chiu Vilshanka Koān ê chng-thâu (selo).	dˈʌbɹiʲəŋkæ ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈɪɹoᶷvɔːɚˌeᶦd t͡ɕi̯u˥ vˈɪʃæŋkæ ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Lanivka (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Lviv Chiu Stryi Koān ê chng-thâu (selo).	lˈænəvŋkə ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ ɫvˈaᶦv t͡ɕi̯u˥ stɹˈiː ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Dalnyk (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Odessa Chiu Ovidiopol Koān ê chng-thâu (selo).	dˈɑːɫnɪk ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ oᶷdˈɛsə t͡ɕi̯u˥ oᶷvˈiːd̬iʲoᶷpʰˌɑːɫ ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Pysarivshchyna (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Poltava Chiu Hadiach Koān ê chng-thâu (selo).	pɪsˈæɹɪvʃət͡ʃəaᶦnˌæ ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ pʰˈoᶷɫtəvˌɑː t͡ɕi̯u˥ ʃˈæd̬aᶦək ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Kozlivka (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Sumy Chiu Putyvl Koān ê chng-thâu (selo).	kʰˈʌzlɪvŋkə ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sˈʌ t͡ɕi̯u˥ pʰˈʌvɫ ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Dibrivka (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Vinnytsia Chiu Khmilnyk Koān ê chng-thâu (selo).	dɪbɹˈɪvŋkə ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ vˈɪnitsˌeᶦʃə t͡ɕi̯u˥ kmˈʌɫnɪk ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Volytsia-Morozovytska (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Volyn Chiu Ivanychi Koān ê chng-thâu (selo).	vˌɑːliːtsˈeᶦʃə mˈɔːɹɔːtsˌoᶷvtskə ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ vˈɑːliːn t͡ɕi̯u˥ ˈaᶦvənˌiːki ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Kremne (Ukraina-gí: ) sī chi̍t ê tī Ukraina Kiōng-hô-kok Zhytomyr Chiu Luhyny Koān ê chng-thâu (selo).	kɹˈɛmn ˈuːkɹæˌiːnə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ˈuːkɹæˌiːnə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ ʒˈaᶦt̬əmiʲɚ t͡ɕi̯u˥ lˈuːðin ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ .
Roovere sī chi̍t ê tī Estonia Kiōng-hô-kok Järva Koān Väätsa Kàu-khu ê chng-thâu ().	ɹˈoᶷoᶷvɚɪ ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ɛstˈoᶷniʲə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ d͡ʒˈɑːɹvə ku̯an˧ vˈæeᶦtsə kau̯˥˩ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Põhjaka sī chi̍t ê tī Estonia Kiōng-hô-kok Viljandi Koān Põhja-Sakala Kàu-khu ê chng-thâu ().	pɔːeᶦjˈɑːkə ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ ɛstˈoᶷniʲə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ vˈɪjəndˌaᶦ ku̯an˧ pɔːeᶦjˈɑː sˈækʰælə kau̯˥˩ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ .
Dervishka mogila (Bulgaria-gí: ) sī chi̍t ê tī Bulgaria Kiōng-hô-kok Haskovo Chiu Svilengrad Koān ê chng-thâu (selo). Chit-ê chng-thâu ū ê lâng tòa.	dˈɝvɪʃkə məɡˈɪlə bəɫɡˈɛɹiʲə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ bəɫɡˈɛɹiʲə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ fˈʌskəvɔː t͡ɕi̯u˥ svˌɪəŋɡɹˈeᶦd ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ u˧ e˨˦ laŋ˨˦ tu̯a˨˩ .
Ortsevo (Bulgaria-gí: ) sī chi̍t ê tī Bulgaria Kiōng-hô-kok Blagoevgrad Chiu Belitsa Koān ê chng-thâu (selo). Chit-ê chng-thâu ū ê lâng tòa.	ˈɔːɹtsvɔː bəɫɡˈɛɹiʲə ɡi˥˩ , ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ bəɫɡˈɛɹiʲə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ blˈæŋɡoᶷˌɛvɡɹˌeᶦd t͡ɕi̯u˥ bᵻlˈɪtsə ku̯an˧ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ sˈeᶦloᶷ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ u˧ e˨˦ laŋ˨˦ tu̯a˨˩ .
Anykščiai Tiúⁿ-ló-khu (Lietuva-gí: ) sī Lietuva Kiōng-hô-kok Anykščiai Koān Chū-tī-thé ê chi̍t ê tiúⁿ-ló-khu ().	ˌænɪkst͡ʃiʲˈɑːiː tĩ̯ũ˥ lə˥ kʰu˥ lˈɪt̬uːvə ɡi˥˩ , ɕi˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ ˌænɪkst͡ʃiʲˈɑːiː ku̯an˧ t͡su˨˩ ti˨˩ tʰe˥˩ e˨˦ t͡ɕit̚˥ e˨˦ tĩ̯ũ˥ lə˥ kʰu˥ .
Ivaniškis sī chi̍t ê tī Lietuva Kiōng-hô-kok Panevėžys Kūn Biržai Koān Parovėja Tiúⁿ-ló-khu ê chng-thâu (). Chit-ê só͘-chāi tī 2011 nî ê sî-chūn ū ê lâng tòa.	ˈaᶦvənˌɪskɪs ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ pʰˈænəvˌɛzəz kun˧ bˈiːʲɚzˌeᶦ ku̯an˧ pʰˈɑːɹuːveᶦjˌɑː tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ sɔ˥ t͡sai̯˧ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ e˨˦ laŋ˨˦ tu̯a˨˩ .
Drąsutaičiai sī chi̍t ê tī Lietuva Kiōng-hô-kok Šiauliai Kūn Joniškis Koān Satkūnai Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2017 nî ê sî-chūn ū 131 ê lâng tòa.	dɹəsjuːtʰˈeᶦt͡ʃiʲˌɑːˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sˈeᶦʃəˌuːliʲˌɑːˌiː kun˧ d͡ʒˈoᶷniskˌiːz ku̯an˧ sˈætkuːnˌɑːˌiː tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ t͡ɕʰit̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ t͡ɕit̚˧˨ paʔ˥˩ sã˧ t͡sap̚˧˨ it̚˧˨ e˨˦ laŋ˨˦ tu̯a˨˩ .
Mergaklonis sī chi̍t ê tī Lietuva Kiōng-hô-kok Šiauliai Kūn Kelmė Koān Tytuvėnai Tē-hng Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn ū 6 ê lâng tòa.	mˈɝd͡ʒeᶦklˌɑːnɪ ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sˈeᶦʃəˌuːliʲˌɑːˌiː kun˧ kʰˈɛɫm ku̯an˧ titʰˈuːvənˌeᶦ te˨˩ hŋ̍˥ tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ lak̚˥ e˨˦ laŋ˨˦ tu̯a˨˩ .
Östad Kàu-khu sī Sūi-tián Ông-kok Västra Götaland Koān Lerum Chū-tī-chhī ê chi̍t ê kàu-khu (socken).	ˈɔːstəd kau̯˥˩ kʰu˥ ɕi˧ su̯i˨˩ ti̯ɛn˥˩ ɔŋ˧ kɔk̚˧˨ vˈæstɹə ɡˈɑːt̬ælənd ku̯an˧ lˈɛɹəm t͡su˨˩ ti˨˩ t͡ɕʰi˧ e˨˦ t͡ɕit̚˥ e˨˦ kau̯˥˩ kʰu˥ sˈɑːkən .
Rikliškiai sī chi̍t ê tī Lietuva Kiōng-hô-kok Kaunas Kūn Kėdainiai Koān Šeta Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn bô lâng tòa.	ˈɪɹiklˌɪskiʲəˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ kʰˈæʌnə kun˧ kədˈeᶦeᶦ ku̯an˧ sˈɛt̬ə tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ bə˨˦ laŋ˨˦ tu̯a˨˩ .
Ostenfeld sī Tek-kok Schleswig-Holstein Chiu Rendsburg-Eckernförde Kūn Eiderkanal Koān ê chi̍t ê kong-siā (Gemeinde).	ˈɑːstənfˌɛɫd ɕi˧ tiə̯k̚˥ kɔk̚˧˨ ʃlˈɛswɪɡ hˈoᶷɫstiːn t͡ɕi̯u˥ ɹˈɛndzbɚɡ kʰˈɝnfɚd kun˧ ˈaᶦd̬ɚŋkənəɫ ku̯an˧ e˨˦ t͡ɕit̚˥ e˨˦ kɔŋ˧ ɕi̯a˧ ɪd͡ʒmˈaᶦnd .
Hüblingen sī Tek-kok Rheinland-Pfalz Chiu Westerwald Kūn Rennerod Hiong ê chi̍t ê kong-siā (Gemeinde).	hˈʌblɪnd͡ʒˌɛn ɕi˧ tiə̯k̚˥ kɔk̚˧˨ ɹˈaᶦnlænd fˈɑːɫts t͡ɕi̯u˥ wˈɛstɝwˌɔːɫd kun˧ ɹˈɛnɚəd hi̯ɔŋ˥ e˨˦ t͡ɕit̚˥ e˨˦ kɔŋ˧ ɕi̯a˧ ɪd͡ʒmˈaᶦnd .
Kutaičiai sī chi̍t ê tī Lietuva Kiōng-hô-kok Šiauliai Kūn Pakruojis Koān Lygumai Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn ū 39 ê lâng tòa.	kjuːtʰˈeᶦt͡ʃiʲˌɑːˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sˈeᶦʃəˌuːliʲˌɑːˌiː kun˧ pækɹˈʌɔːd͡ʒɪs ku̯an˧ liɡˌuːməˈiː tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ sã˧ t͡sap̚˧˨ kau̯˥˩ e˨˦ laŋ˨˦ tu̯a˨˩ .
Januškoniai sī chi̍t ê tī Lietuva Kiōng-hô-kok Šiauliai Kūn Radviliškis Koān Baisogala Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn ū 23 ê lâng tòa.	jˈænəskˌoᶷniʲəˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ sˈeᶦʃəˌuːliʲˌɑːˌiː kun˧ ɹˈædvɪlˌɪskɪs ku̯an˧ bˈæɪsˌɔːɡəlˌæ tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ d͡ʑi˨˩ t͡sap̚˧˨ sã˥ e˨˦ laŋ˨˦ tu̯a˨˩ .
