㔂甘蔗	lân-kam-tsià
桌腳	toh-kha
桌裙	toh-kûn
桌角	toh-kak
桌誌	toh-tsì
桌長	toh-tiúnn
桌面	toh-bīn
桌面頂	toh-bīn-tíng
桌頂	toh-tíng
桌頂奕	toh-tíng-ī
桌頂拈柑	toh-tíng-ni-kam
桌頂曆日	toh-tíng-la̍h-ji̍t
桌頂耍	toh-tíng-sńg
桌頂耍奕	toh-tíng-sńg-ī
桌頭	toh-thâu
桌頭曆日	toh-thâu-la̍h-li̍t
桌頭燈	toh-thâu-ting
桌頭磅	toh-thâu-pōng
桌頭鏡屏	toh-thâu-kiànn-pîn
桌頭鐘	toh-thâu-tsing
桐子樹	tông-tsí-tshiū
桐廬	Tông-lû
桐杖	thâng-thn̄g
桐樹	tông-tshiū
桐油	tâng-iû
桐油樹	thâng-iû-tshiú
桐油樹子	thâng-iû-tshiū-tsí
桐油灰	thâng-iû-hue
桐花	tâng-hue
桐鄉	Tông-hiong
桑仔樹	sng-á-tshiū
桑子	sng-tsí
桑材	sng-tsâi
桑材仔	sng-tsâi-á
桑梓	song-tsú
桑榆晚景	song-jû-buán-kíng
桑穗	sng-suī
桑臍	sng-tsâi
桑莓	sng-m̂
桑葉	sng-hio̍h
桑葚	sng-suî
桑鳲	sng-si
桔仔	kiat-á
桔仔汁	kiat-á-tsiap
桔仔龜	kiat-á-ku
桔梗	kiat-kīng
桔餅	kiat-piánn
桶仔竹	tháng-á-tik
桶呿	tháng-khuh
桶杯	tháng-pue
桶柑	tháng-kam
桶笚	tháng-kah
桶鉤藤	tháng-kau-tîn
桶靴	tháng-hia
桶龜	tháng-ku
桷仔	kak-á
桷枝	kak-ki
桸仔	hia-á
桿菌	kuáinn-khún
梁上君子	liông-siāng-kun-tsú
梁柱	niû-thiāu
梁許春菊	Niû-Khóo-Tshun-kiok
梅仔	buê-á
梅仔干	buê-á-kuann
梅仔樹	muî-á-tshiū
梅仔粉番薯條	muî-á-hún-han-tsî-tiâu
梅仔花	muâi-á-hue
梅仔茶	m̂-á-tê
梅仔餅	m̂-á-piánn
梅列	Mûi-lia̍t
梅子雞	muê-á-ke/kue
梅山	Muî-san
梅毒	muê-to̍k
梅瘡	muî-tshng
梅納反應	muî-la̍p-huán-ìng
梅花	muâi-hue
梅花鹿	muî-hue-lo̍k
梅雨	muî-ú
梓官	tsú-kuann
梓樹	tsú-tshiū
梔子花	kinn-tsí-hue
梗枋	Ngē-pang
條不而直	tiâu-put-lî-ti̍t
條仔	tiâu-á
條仔線	tiâu-á-suànn
條件	tiâu-kiānn
條例	tiâu-lē
條文	tiâu-bûn
條條有理	tiâu-tiâu-iú-lí
條款	tiâu-khuán
條段	tiâu-tuānn
條消	tiâu-siau
條理	tiâu-lí
條目	tiâu-ba̍k
條直	tiâu-ti̍t
條直人	tiâu-ti̍t-lâng
條碼	tiâu-bé
條約	tiâu-iok
條紋	tiâu-bûn
條絲	tiâu-si
條絲煙	tiâu-si-hun
條絲熏	tiâu-si-hun
條規	tiâu-kui
條鋸	liâu-kù
梟反	hiau-huán
梟疑	hiau-gî
梢殺	sau-sat
梢皮	sau-phî
梧桐	gôo-tông
梧棲	Gôo-tshe
梧母	gôo-bó
梨仔	lâi-á
梨仔瓜	lâi-á-kue
梨仔膏	lâi-á-ko
梨仔花	lâi-á-hue
梨山	Lê-san
梫木	tsìm-bo̍k
梭羅樹	so-lô-tshiū
梭齒	so-khí
梯層	thui-tsàn
梯度	thui-tōo
梯次	the-tshù
械客	hāi-kheh
械鬥	hâi-tàu
梳妝	se-tsng
梳妝打扮	se-tsng-tánn-pān
梳頭鬃	se-thâu-tsang
梵帝崗	Huân-tè-kong
梵谷	Huân-kok
棄保逃亡	khì-pó-tô-bông
棄嫌	khì-hiâm
棄嬰	khì-ing
棄官	khì-kuan
棄廢	khì-huè
棄權	khì-kuân
棄絕	khì-tsua̍t
棉仔	mî-á
棉仔叢	mî-á-tsâng
棉仔屎	mî-á-sái
棉仔枝	mî-á-ki
棉仔欉	mî-á-tsâng
棉仔糖	mî-á-thn̂g
棉仔紙	mî-á-tsuá
棉尾	mî-bué
棉屎	mî-sái
棉布	mî-pòo
棉猴衫	mî-kâu-sann
棉糖	mî-thn̂g
棉紗	mî-se
棉紗糖	mî-se-thn̂g
棉紗線	mî-se-suànn
棉紡	mî-pháng
棉絲仔糖	mî-si-á-thn̂g
棉績被	mî-tsioh-phuē
棉績裘	mî-tsioh-hiû
棉纖維	mî-tshiam-uî
棉胎	mî-thai
棉花	mî-hue
棉花種	mî-hue-tsíng
棉花糖	mî-hue-thn̂g
棉苞	mî-pôo
棉蚼蠅	mî-ku-sîn
棉衫	mî-sann
棉袍	mî-phàu
棉被	mî-phuē
棉裘	mî-hiû
棉裘公	mî-hiû-kong
棉襖	mî-ó
棉質	mî-tsit
棋子	kî-jí
棋盤	kî-puânn
棍仔	kùn-á
棍仔式	kùn-á-sik
棍仔麭	kùn-á-pháng
棍桶	kùn-tháng
棒壇	pāng-tuânn
棒棒糖	pàng-pàng-thn̂g
棒球	pāng-kiû
棒球員	pāng-kiû-uân
棒球賽	pāng-kiû-sài
棒球隊	pāng-kiû-tuī
棓飯	pe-pn̄g
棕木	tsang-bo̍k
棕樹	tsang-tshiū
棕竹	tsang-tik
棕筅	tsang-tshíng
棕簑	tsang-sui
棕色	tsang-sik
棕花水雞	Tsang-hue-tsuí-ke
棕蓑	tsang-sui
棕蓑搭	tsang-sui-tah
棕蓑猫	tsang-sui-bâ
棕蓑貓	tsang-sui-niau
棖凊笑	tènn-tshìn-tshiò
棖力	tènn-la̍t
棖屎	tènn-sái
棖恬恬	tènn-tiām-tiām
棖戇	tìnn-gōng
棖死	tènn-sí
棖濕濕	tènn-sip-sip
棖生	tìnn-tshenn
棖痟	tènn-siáu
棖睏	tènn-khùn
棖碇屎	tènn-tīng-sái
棖笑面	tènn-tshiò-bīn
棖虔笑	tìnn-khiân-tshiò
棗仔	tsó-á
棚仔	pînn-á
棚架	pînn-kè
棚腳	pênn-kha
棟梁	tòng-liông
棟梁之才	tòng-liông-tsi-tsâi
棟樑	tòng-niû
棟機	tàng-ki
棧房	tsàn-pâng
棧房船	tsàn-pâng-tsûn
棧柴間	tsàn-tshâ-king
棧看	tshián-khuànn
棧船	tsàn-tsûn
棧道	tsàn-tō
棧間	tsàn-king
森嚴	sim-giâm
森巴	Som-pa
森林	sim-lîm
森林大火	sim-lîm-tuā-hué
棲身	tshe-sin
棺木	kuan-bo̍k
棺柴	kuann-tshâ
棺柴店	kuann-tshâ-tiàm
棺柴本	kuann-tshâ-pún
棺柴枋	kuann-tshâ-pang
棺柴窟	kuann-tshâ-khut
棺柴釘	kuann-tshâ-ting
棺柴面	kuann-tshâ-bīn
棺柴頭	kuann-tshâ-thâu
棺柴鳥	kuann-tshâ-tsiáu
棺窟	kuan-khut
椅並	í-phīng
椅仔	í-á
椅仔腳	í-á-kha
椅各頭仔	í-koh-thâu-á
椅墊	í-tiām
椅墊仔	í-tiām-á
椅尻脊	í-kha-tsiah
椅幔	í-mua
椅桌	í-toh
椅條	í-liâu
椅條料	í-tiâu-liāu
椅樹	í-tshiū
椅眥仔	í-tsū-á
椅簟仔	í-tiām-á
椅脊骿	í-tsiah-phiann
椅腳	í-kha
椅苴仔	í-tsū-á
椅褥	í-jio̍k
椅褥墊	í-jio̍k-tiām
椅轎	í-kiō
椅頭	í-thâu
椅頭仔	í-thâu-á
椆底	tiâu-té
椆枝	tiâu-ki
椆胎	tiâu-thai
椆花	tiâu-hue
椆莓	tiâu-m̂
椆著	tiâu-tio̍h
植物	si̍t-bu̍t
植物人	si̍t-bu̍t-jîn
植物園	si̍t-bu̍t-hn̂g
椎魯	thuî-lóo
椏虹	a-khīng
椒江	Tsiau-kang
椪柑	phòng-kam
椰丁	iâ-ting
椰仔	iâ-á
椰卵樹	Iâ-nn̄g-tshiū
椰子	iâ-tsí
椰子樹	iâ-tsí-tshiū
椰子汁	iâ-tsí-tsiap
椰林	iâ-nâ
椰林大路	iâ-lîm-tuā-lōo
椰林大道	iâ-lîm-tāi-tō
椴梅	tuàn-m̂
椵腳	ké-kha
椽筆	iân-pit
楊基先	Iûnn-Ki-sian
楊桃	iûnn-thô
楊桃汁	iûnn-tô-tsap
楊桃湯	iûnn-tô-thng
楊梅	iûnn-buê
楊梅壢	Iûnn-muî-li̍k
楊梅桃	iûnn-muî-thô
楊梅症	iûnn-buê-tsìng
楊梅瘡	iûnn-buê-tshng
楊秋興	Iûnn-Tshiu-heng
楊英	Iûnn-Eng
楊逵文學紀念館	Iûnn-Kuî-Bûn-ha̍k-Kì-liām-kuán
楊金花	iûnn-kim-hue
楊金虎	Iûnn-Kim-hóo
楊麻	iûnn-muâ
楓仔樹	png-á-tshiū
楓仔葉	png-á-hio̍h
楓樹	png-tshiū
楓港	Hong-káng
楓香	png-hiunn
楓香樹	png-hiunn-tshiū
楔後手	seh-āu-tshiú
楔空	sueh-khang
楔紅包	seh-âng-pau
楗地牚身	kīng-tē-thénn-sin
楗錢	kāinn-tsînn
楚國	Tshóo-kok
楚霸王	tsháu-pà-ông
楝仔	līng-á
楞山	gông-suann
楠仔	lâm-á
楠仔坑	Lâm-á-khenn
楠仔坑加工區	Lâm-á-khenn-Ka-kang-khu
楠仔枋	lâm-á-pang
楠梓	Lâm-tsú
楣角	bî-kak
楦動	hùn-tōng
楦大	hùn-tuā
楦膿	hùn-lâng
楦闊	hùn-khuah
楦頭	hùn-thâu
業主	gia̍p-tsú
業債	gia̍p-tsè
業務	gia̍p-bū
業務員	gia̍p-bū-uân
業務部	gia̍p-bū-pōo
業命	gia̍p-miā
業已	gia̍p-í
業產	gia̍p-sán
業界	gia̍p-kài
業相	gia̍p-siàng
業神	gia̍p-sîn
業經	gia̍p-king
業績	gia̍p-tsik
業者	gia̍p-tsiá
業餘	gia̍p-î
楮樹	tsú-tshiū
極不極	ki̍k-put-ki̍k
極佳	ki̍k-ka
極倒	ki̍k-táu
極光	ki̍k-kng
極其	ki̍k-kî
極刑	ki̍k-hîng
極力	ki̍k-li̍k
極加	ki̍k-ke
極品	ki̍k-phín
極地	ki̍k-tē
極坎	ki̍k-khám
極多	ki̍k-to
極好	ki̍k-hó
極富	ki̍k-hù
極少	ki̍k-tsió
極度	ki̍k-tōo
極微細	ki̍k-bî-sè
極極	ki̍k-ki̍k
極樂	ki̍k-lo̍k
極權	ki̍k-kuân
極步	ki̍k-pōo
極準	kik-tsún
極濟	ki̍k-tsē
極為	ki̍k-uî
極盡	ki̍k-tsīn
極空	ki̍k-khang
極端	ki̍k-tuan
極致	ki̍k-tì
極角	ki̍k-kak
極讚的	kik-tsán-ê
極門	ki̍k-mn̂g
極限	ki̍k-hān
極頂	ki̍k-tíng
極頭	ki̍k-thâu
楷書	khái-su
楷木	khái-bo̍k
楷模	khái-bôo
楹仔	ênn-á
概一條線	kài-tsi̍t-tiâu-suànn
概念	khài-liām
概成	kài-sîng
概括	khài-kuah
概況	khài-hóng
概率	kài-lu̍t
概算	khài-sǹg
概紃	kài-sûn
概蠟	kài-la̍h
概要	khài-iàu
概論	khài-lūn
榕奶	tshîng-ling
榕奶帶	tshîng-ling-tuà
榕奶樹	tshîng-ling-tshiū
榕樹	tsîng-tshiū
榕樹王	tsîng-tshiū-ông
榕樹鬚	tshîng-tshiū-tshiu
榕鬚	tsîng-tshiu
榛樹	tsin-tshiū
榜尾	pńg-bué
榜樣	pńg-iūnn
榜眼	póng-gán
榜首	pńg-siú
榧子	huí-tsí
榨菜	tsà-tshài
榫卯	sún-báu
榫孔	sún-khang
榫目	sún-ba̍k
榫空	sún-khang
榫頭	sún-thâu
榭榴	siā-liû
榮任	îng-jīm
榮光	îng-kng
榮威	îng-ui
榮寵	îng-thióng
榮工處	Îng-kang-tshù
榮幸	îng-hīng
榮影	îng-íng
榮景	îng-íng
榮枯	îng-koo
榮歸	îng-kui
榮民	îng-bîn
榮民總醫院	Îng-bîn-tsóng-i-īnn
榮民醫院	îng-bîn-pēnn-īnn
榮獲	îng-hi̍k
榮登	îng-ting
榮總	Îng-tsóng
榮耀	îng-iāu
榮膺	îng-ing
榮譽	îng-ī
榮譽博士	îng-ī-phok-sū
榮譽學位	îng-ū-ha̍k-uī
榮銜	îng-hâm
榮顯	îng-hián
榴彈	liû-tân
槁旱	kó-huānn
槊仔	so̍k-á
槊土	so̍k-thôo
槊煤	so̍k-muî
構單字學	kòo-tan-jī-ha̍k
構圖	kòo-tôo
構思	kòo-su
構想	kòo-sióng
構成	kòo-sîng
構謀	kòo-bôo
構造	kòo-tsō
槌仔	thuî-á
槌仔面	thuî-á-bīn
槌哥	thuî-ko
槌摃搥	thuî-kòng-thuî
槌摃鐵	thuî-kòng-thih
槌杖	thuî-thn̄g
槌槌	thuî-thuî
槌球	thuî-kiû
槌的	thuî-ê
槍兵	tshiunn-ping
槍戰	tshiunn-tsiàn
槍手	tshiunn-tshiú
槍柄	tshiunn-pìnn
槍炮	tshiunn-phàu
槓仔	kǹg-á
槓桿	kǹg-kuáinn
槔柱	oo-thiāu
槽前	tsô-tsîng
槽架	tsô-kè
樂公	lo̍k-kong
樂器	ga̍k-khì
樂園	lo̍k-hn̂g
樂團	ga̍k-thuân
樂土	lo̍k-thôo
樂壇	ga̍k-tuânn
樂天	lo̍k-thian
樂師	ga̍k-su
樂府	ga̍k-hú
樂意	lo̍k-ì
樂手	ga̍k-tshiú
樂捐	lo̍k-kuan
樂暢	lo̍k-thiòng
樂暢人	lo̍k-thiòng-lâng
樂曲	ga̍k-khik
樂業	lo̍k-gia̍p
樂清	Ga̍k-tshing
樂燒酒	ngāu-sio-tsiú
樂理	ga̍k-lí
樂章	ga̍k-tsiunn
樂群	lo̍k-kûn
樂聲	ga̍k-siann
樂觀	lo̍k-kuan
樂譜	ga̍k-phóo
樂趣	lo̍k-tshù
樂跎	lo̍k-tô
樂隊	ga̍k-tuī
樂音	ga̍k-im
樓井	lâu-tsénn
樓仔	lâu-á
樓仔厝	lâu-á-tshù
樓仔大厝	lâu-á-tuā-tshù
樓尾厝	lâu-bué-tshù
樓尾頂	lâu-bé-tíng
樓屑仔	lâu-seh-á
樓枋	lâu-pang
樓栱	lâu-kông
樓栱楹	lâu-kông-înn
樓梯	lâu-thui
樓梯層	lâu-thui-tsàn
樓梯間	lâu-thui-king
樓腳	lâu-kha
樓腳厝	lâu-kha-tshù
樓車	lâu-tshia
樓閣	lâu-koh
樓面	lâu-bīn
樓頂	lâu-tíng
標仔	pio-á
標價	phiau-kè
標出	phiau-tshut
標售	phiau-siû
標單	phiau-tuann
標工	pio-kang
標幟	phiau-tsì
標明	phiau-bîng
標會仔	pio-hē-á
標本	phiau-pún
標準	phiau-tsún
標準偏差	piau-tsún-phian-tsha
標準差	piau-tsún-tsha
標準桿	phiau-tsún-kán
標的物	phiau-ti̍k-bu̍t
標示	phiau-sī
標竿	phiau-kan
標籤	phiau-tshiam
標緻	phiau-tì
標舉	phiau-kí
標著	pio-tio̍h
標記	phiau-kì
標誌	phiau-tsì
標語	phiau-gí
標識	phiau-sik
標購	phiau-kòo
標頭	phiau-thâu
標題	phiau-tê
標高	phiau-ko
標點	phiau-tiám
標齒	pio-khí
樞機	tshu-ki
樞紐	tshu-liú
樞軸國	tshu-ti̍k-kok
樟仔樹	tsiunn-á-tshiū
樟樹	tsiunn-tshiū
樟樹灣	Tsiong-tshiū-uan
樟牛	tsiunn-gû
樟腦	tsiunn-ló
樟腦丸	tsiunn-ló-uân
樟腦油	tsiunn-ló-iû
樟舅	tsiunn-kū
樠樹	miâ-tshiū
模仔	bôo-á
模仿	bôo-hóng
模具	bôo-khū
模型	bôo-hîng
模式	bôo-sik
模擬	bôo-gí
模擬齒盤	bôo-gí-khí-puânn
模板	bôo-pán
模枋	bôo-pang
模樣	bôo-iūnn
模特兒	bôo-ti̍k-jî
模範	bôo-huān
模範生	bôo-huān-sing
模糊	bôo-hôo
模組	bôo-tsoo
樣品	iūnn-phín
樣式	iūnn-sik
樣本	iūnn-pún
樣相	iūnn-siùnn
樵夫	tsiâu-hu
樵子	tsiâu-tsú
樸仔籬	Phoh-á-lî
樸實	phoh-si̍t
樸素	phok-sòo
樸風	phok-hong
樹乳	tshiū-ling
樹乳束仔	tshiū-ling-sok-á
樹仔	tshiū-á
樹仔尾	tshiū-á-bué
樹仔跤	tshiū-á-kha
樹奶	tshiū-ling
樹奶仔	tshiū-ling-á
樹奶套仔	tshiū-ling-thò-á
樹奶弓	tshiū-ling-king
樹奶弓仔	tshiū-ni-king-á
樹奶擦	tshiū-ni-tshat
樹奶擦仔	tshiū-ling-tshat-á
樹奶束仔	tshiū-ling-sok-á
樹奶球	tshiū-lin-kiû
樹奶糖	tshiū-ling-thn̂g
樹奶頭	tshiū-ling-thâu
樹子	tshiū-tsí
樹尾	tshiū-bué
樹尾溜	tshiū-bué-liu
樹尾頂	tshiū-bué-tíng
樹影	tshiū-ńg
樹攬	tshiū-lám
樹木	tshiū-ba̍k
樹杞	tshiū-kí
樹杞林	Tshiū-kí-nâ
樹林	tshiū-nâ
樹林仔	Tshiū-nâ-á
樹林苞	tshiū-nâ-pôo
樹枝	tshiū-ki
樹枝圖	tshiū-ki-tôo
樹根	tshiū-kin
樹栽	tshiū-tsai
樹梅	tshiū-m̂
樹梅雨	tshiū-m̂-hōo
樹梅餅	tshiū-m̂-piánn
樹梳	tshiū-se
樹椏	tshiū-ue
樹欉	tshiū-tsâng
樹母	tshiū-bó
樹油	tshiū-iû
樹熊	tshiū-hîm
樹獺	tshiū-thuah
樹王公	tshiū-ông-kong
樹皮	tshiū-phuê
樹目	tshiū-ba̍k
樹箍	tshiū-khoo
樹絡	tshiū-le
樹絲	tshiū-si
樹脂	tshiū-tsi
樹腳	tshiū-kha
樹腹	tshiū-pak
樹膠	tshiū-ka
樹草蓮	tshiū-tsháu-liân
樹菊	tshiū-kiok
樹葉	tshiū-hio̍h
樹葬	tshiū-tsòng
樹蔭	tshiū-im
樹薯	tshiū-tsî
樹蘭	tshiū-lân
樹蘭花	tshiū-lân-hue
樹蜚	tshiū-puī
樹豆	tshiū-tāu
樹趖	tshiū-sô
樹身	tshiū-sin
樹錦	tshiū-gím
樹霜	tshiū-sng
樹青	tshiū-tshenn
樹頭	tshiū-thâu
樹魚	tshiū-hî
樹龍	tshiū-lîng
樹龜	tshiū-ku
橄仔	kan-á
橄仔球	kan-ná-kiû
橄欖	kann-ná
橄欖孫	kann-ná-sun
橄欖形	kann-ná-hîng
橄欖樹	kann-ná-tshiū
橈桮	giô-pue
橈棓	giô-pue
橈骨	jiâu-kut
橋仔頭	Kiô-á-thâu
橋和	Kiô-hô
橋尖	kiô-tsiam
橋枋湖仔	Kiô-pang-ôo-á
橋樑	kiô-niû
橋空	kiô-khang
橋腳	kiô-kha
橋過拐抽	kiô-kuè-kuáinn-thiu
橐仔	lok-á
橐仔店	lok-á-tiàm
橐仔花	Lak-á-hue
橐仔龍	Lak-á-liông
橐個束個	lok-kò-sok-kò
橐膿	lak-lâng
橐袋仔	lak-tē-á
橐袋仔妖怪	lak-tē-á-iau-kuài
橐袋仔怪獸	lak-tē-á-kuài-siù
橐袋仔袋磅子	lak-tē-á-tē-pōng-tsí
橐袋仔飽飽	lak-tē-á-pá-pá
橐蹌	lok-sōng
橐錢	lok-tsînn
橙桐	ting-tông
橙欄	ting-lân
橙色	tîng-sik
機不可失	ki-put-khó-sit
機仔	ki-á
機件	ki-kiānn
機先	ki-sian
機具	ki-khū
機動	ki-tōng
機動人	ki-tōng-lâng
機動性	ki-tōng-sìng
機動戰士	ki-tōng-tsiàn-sū
機司	ki-su
機員	ki-uân
機器	ki-khì
機器人	ki-khì-lâng
機器學習	ki-khì-ha̍k-si̍p
機器桶	ke-khì-tháng
機器犁	ke-khì-lê
機器糖	ke-khì-thn̂g
機型	ki-hîng
機場	ki-tiûnn
機密	ki-bi̍t
機工	ki-kang
機巧	ki-khiáu
機帆	ki-phâng
機幫	ki-pang
機庫	ki-khòo
機房	ki-pâng
機會	ki-huē
機桿仔	ki-kuínn-á
機械	ki-hâi
機械人	ki-hāi-jîn
機械化	ki-hâi-huà
機械學習	ki-hāi-ha̍k-si̍p
機械工程	ki-hâi-kang-tîng
機械式	ki-hâi-sik
機構	ki-kòo
機油	ki-iû
機率	ki-lu̍t
機票	ki-phiò
機種	ki-tsíng
機竅	ki-khiàu
機組	ki-tsoo
機緣	ki-iân
機群	ki-kûn
機翼	ki-i̍k
機能	ki-lîng
機艙	ki-tshong
機要	ki-iàu
機警	ki-kíng
機身	ki-sin
機車	ki-tshia
機車店	ki-tshia-tiàm
機車行	ki-tshia-hâng
機逝	ki-tsuā
機遇	ki-gū
機運	ki-ūn
機銃	ki-tshìng
機長	ki-tiúnn
機關	ki-kuan
機關車	ki-kuan-tshia
機關銃	ki-kuan-tshìng
機電	ki-tiān
機體	ki-thé
橡奶	tshiūnn-ling
橡奶土	tshiūnn-ling-thôo
橡奶帶	tshiūnn-ling-tuà
橡奶性	tshiūnn-ling-sìng
橡奶糖	tshiūnn-ling-thn̂g
橡奶鞋	tshiūnn-ling-ê
橡木	tshiūnn-bo̍k
橡棋林	Tshiūnn-kî-nâ
橫來直去	huâinn-lâi-ti̍t-khì
橫切面	huâinn-tshiat-bīn
橫向	huâinn-hiòng
橫寫	huâinn-siá
橫山	Huâinn-san
橫崚	huâinn-līng
橫惡	huâinn-ok
橫扁	huâinn-pián
橫扒扒	huâinn-peh-peh
橫批	huâinn-phi
橫披	huâinn-phi
橫斷面	huâinn-tn̄g-bīn
橫杆	huâinn-kuainn
橫柴入灶	huâinn-tshâ-ji̍p-tsàu
橫柴夯入灶	huâinn-tshâ-giâ-ji̍p-tsàu
橫橫翱	huînn-huînn-kō
橫權	tshuânn-khuân
橫洋	huâinn-iûnn
橫流	huâinn-liû
橫渡	huâinn-tōo
橫澈澈	huâinn-theh-theh
橫玄	huâinn-hiân
橫直	huâinn-ti̍t
橫眩	huâinn-hiân
橫篙	huâinn-ko
橫線	huâinn-suànn
橫翱	huâinn-kō
橫肉生	huâinn-bah-senn
橫肉面	huâinn-bah-bīn
橫肩	huâinn-king
橫蠻	huâinn-bân
橫行	huâinn-hîng
橫訕直訕	huâinn-suan-ti̍t-suan
橫變變	huâinn-pìnn-pìnn
橫財	huâinn-tsâi
橫貫公路	huâinn-kuàn-kong-lōo
橫越	huâinn-ua̍t
橫逆	hîng-gi̍k
橫逼逼	huâinn-piak-piak
橫過	huâinn-kuè
橫閘	huînn-tsānn
橫霸	huâinn-pà
橫霸霸	huâinn-pà-pà
橫騎	huâinn-khiâ
檀仔	tuânn-á
檀柴	tân-tshâ
檀香	tân-hiong
檄仙	kiáu-sian
檄場	kiáu-tiûnn
檄本	kiáu-pún
檄東	kiáu-tong
檄棍	kiáu-kùn
檄注	kiáu-tù
檄間	kiáu-king
檉柳	tshing-liú
檔仔車	tóng-á-tshia
檔期	tòng-kî
檔案	tòng-àn
檜木	kuè-bo̍k
檜風	Kuè-hong
檢修	kiám-siu
檢妝	kiám-tsng
檢定	kiám-tīng
檢察	kiám-tshat
檢屍	kiám-si
檢本	kiám-pún
檢查	kiám-tsa
檢測	kiám-tshik
檢溫	kiám-un
檢疫	kiám-i̍k
檢肅	kiám-siok
檢舉	kiám-kí
檢視	kiám-sī
檢討	kiám-thó
檢討會	kiám-thó-huē
檢采	kiám-tshái
檢閱	kiám-ia̍t
檢驗	kiám-giām
檢點	kiám-tiám
檨仔	suāinn-á
檨仔瘋	suāinn-á-hong
檨仔葉公	suāinn-á-hio̍h-kong
檨梔柴	suān-tsi-tshâ
檯面	tâi-bīn
檳榔	pin-nn̂g
檳榔擔	pin-nn̂g-tànn
檳榔芋	pin-nn̂g-ōo
檸檬	le-bóng
檸檬紅茶	lê-bóng-âng-tê
檸檬蜜	lê-bóng-bi̍t
檸檬蜜茶	lê-bóng-bi̍t-tê
檺樹	kuâ-tshiū
櫃屜	kuī-thuah
櫃檯	kuī-tâi
櫃櫥	kuī-tû
櫛篦	sat-pìn
櫛篦鬍	sat-pìn-hôo
櫥仔	tû-á
櫥屜	tû-thuah
櫥窗	tû-thang
櫥紐	tû-liú
櫥頭櫃	tû-thâu-kuī
櫳仔	lông-á
櫳仔底	lông-á-té
櫳仔車	lông-á-tshia
櫻島	Ing-tó
櫻桃	ing-thô
櫻桃丸仔	Ing-thô-uân-á
櫻桃丸子	Ing-thô-Uân-á
櫻桃鴨	ing-thô-ah
櫻花	ing-hue
櫻花鉤吻鮭	ing-hue-kau-bún-kui
櫼仔	tsinn-á
櫼入	tsinn-ji̍p
欄杆	lân-kan
欄頭	nuâ-thâu
權位	kuân-uī
權利	kuân-lī
權利金	kuân-lī-kim
權力	kuân-li̍k
權力分立	khuân-li̍k-hun-li̍p
權力遊戲	Kuân-li̍k-Iû-hì
權勢	khuân-sì
權威	kuân-ui
權威性	kuân-ui-sìng
權宜	kuân-gî
權宜之計	kuân-gî-tsi-kè
權益	kuân-ik
權衡	kuân-hîng
權證	khuân-tsìng
權貴	kuân-kuì
權限	kuân-hān
欒樹	luân-tshiū
欖仁樹	lám-jîn-tshiū
欖仁舅	lám-jîn-kū
欠一腳	khiàm-tsi̍t-kha
欠一跤	khiàm-tsi̍t-kha
欠一跪	khiàm-tsi̍t-kuī
欠主	khiàm-tsú
欠人姦	khiàm-lâng-kàn
欠你管	khiàm-lí-kuán
欠債	khiàm-tsè
欠光彩	khiàm-kong-tshái
欠勤	khiàm-khîn
欠味	khiàm-bī
欠安	khiàm-an
欠席	khiàm-si̍k
欠拍	khiàm-phah
欠推	khiàm-thui
欠揲	khiàm-tia̍p
欠據	khiàm-kì
欠數	khiàm-siàu
欠檢點	khiàm-kiám-tiám
欠款	khiàm-khuán
欠水	khiàm-tsuí
欠用	khiàm-īng
欠碼	khiàm-bé
欠神	khiàm-sîn
欠稅	khiàm-suè
欠繳	khiàm-kiáu
欠缺	khiàm-khuat
欠腳債	khiàm-kha-tsè
欠血	khiàm-hiat
欠貨	khiàm-huè
欠跤手	khiàm-kha-tshiú
欠跤數	khiàm-kha-siàu
欠錢	khiàm-tsînn
欠陰	khiàm-im
欠雨	khiàm-hōo
欠點	khiàm-tiám
次元	tshù-guân
次女	tshù-lí
次子	tshù-tsú
次年	tshù-nî
次序	tshù-sū
次方	tshù-hong
次日	tshù-ji̍t
次男	tshù-lâm
次第	tshù-tē
次等	tshù-tíng
次級	tshù-kip
次級市場	tshù-kip-tshī-tiûnn
次要	tshù-iàu
次路貨	tshù-lōo-huè
次長	tshù-tiúnn
欣喜	him-hí
欣慕	him-bōo
欣欣	him-him
欣欣向榮	him-him-hiòng-îng
欣然	him-jiân
欣羡	him-siān
欣羨	him-siān
欣賞	him-sióng
欣賞分析	him-sióng-hun-sik
欲上班	beh-siōng-pan
欲佗揣	beh-tó-tshuē
欲假若毋	beh-ké-ná-m̄
欲去佗位	beh-khì-tó-uī
欲哭欲啼	beh-khàu-beh-thî
欲哭無目屎	beh-khàu-bô-ba̍k-sái
欲完矣	beh-uân-ah
欲按怎	beh-án-tsuánn
欲按怎在你	beh-án-tsuánn-tsāi-lí
欲按怎用啊	beh-án-tsuánn-iōng-ah
欲晝	beh-tàu
欲暗仔	beh-àm-á
欲暗囉	beh-àm-lo
欲暗矣	beh-àm-ah
欲望	io̍k-bōng
欲死動幌	beh-sí-tōng-hàinn
欲求	iok-kiû
欲烘啥物	beh-hang-siánn-mi̍h
欲相拍呢	beh-sio-phah-nih
欲罷不能	io̍k-pā-put-lîng
欲若毋	beh-ná-m̄
欲落雨	beh-lo̍h-hōo
欲蓋彌彰	io̍k-kài-mí-tsiong
欲行無	beh-kiânn-bô
欲閣	beh-koh
