敵わな	かなわな
興味深く	きょうみぶかく
興味深か	きょうみぶかか
興味深け	きょうみぶかけ
響き渡ら	ひびきわたら
響き渡り	ひびきわたり
響き渡る	ひびきわたる
響き渡れ	ひびきわたれ
響き渡ろ	ひびきわたろ
響き渡っ	ひびきわたっ
響か	ひびか
響き	ひびき
響く	ひびく
響け	ひびけ
響こ	ひびこ
響い	ひびい
驚かさ	おどろかさ
驚かし	おどろかし
驚かす	おどろかす
驚かせ	おどろかせ
驚かそ	おどろかそ
驚か	おどろか
驚き	おどろき
驚く	おどろく
驚け	おどろけ
驚こ	おどろこ
驚い	おどろい
仰が	あおが
仰ぎ	あおぎ
仰ぐ	あおぐ
仰げ	あおげ
仰ご	あおご
仰い	あおい
凝ら	こら
凝り	こり
凝る	こる
凝れ	これ
凝ろ	ころ
凝っ	こっ
曲がら	まがら
曲がり	まがり
曲がる	まがる
曲がれ	まがれ
曲がろ	まがろ
曲がっ	まがっ
曲げ	まげ
努め	つとめ
勤め	つとめ
禁じ	きんじ
近い	ちかい
近く	ちかく
近か	ちかか
近け	ちかけ
近づか	ちかづか
近づき	ちかづき
近づく	ちかづく
近づけ	ちかづけ
近づこ	ちかづこ
近づい	ちかづい
近寄ら	ちかよら
近寄り	ちかより
近寄る	ちかよる
近寄れ	ちかよれ
近寄ろ	ちかよろ
近寄っ	ちかよっ
苦い	にがい
苦く	にがく
苦か	にがか
苦け	にがけ
苦し	くるし
苦しま	くるしま
苦しみ	くるしみ
苦しむ	くるしむ
苦しめ	くるしめ
苦しも	くるしも
苦しん	くるしん
駆け	かけ
駆け回ら	かけまわら
駆け回り	かけまわり
駆け回る	かけまわる
駆け回れ	かけまわれ
駆け回ろ	かけまわろ
駆け回っ	かけまわっ
駆け寄ら	かけよら
駆け寄り	かけより
駆け寄る	かけよる
駆け寄れ	かけよれ
駆け寄ろ	かけよろ
駆け寄っ	かけよっ
駆け込ま	かけこま
駆け込み	かけこみ
駆け込む	かけこむ
駆け込め	かけこめ
駆け込も	かけこも
駆け込ん	かけこん
駆け上がら	かけあがら
駆け上がり	かけあがり
駆け上がる	かけあがる
駆け上がれ	かけあがれ
駆け上がろ	かけあがろ
駆け上がっ	かけあがっ
駆け抜け	かけぬけ
駆り立て	かりたて
備え	そなえ
虚し	むなし
掘り下げ	ほりさげ
掘り起こさ	ほりおこさ
掘り起こし	ほりおこし
掘り起こす	ほりおこす
掘り起こせ	ほりおこせ
掘り起こそ	ほりおこそ
掘り出さ	ほりださ
掘り出し	ほりだし
掘り出す	ほりだす
掘り出せ	ほりだせ
掘り出そ	ほりだそ
掘り当て	ほりあて
掘ら	ほら
掘り	ほり
掘る	ほる
掘れ	ほれ
掘ろ	ほろ
掘っ	ほっ
繰り延べ	くりのべ
繰り下げ	くりさげ
繰り広げ	くりひろげ
繰り出さ	くりださ
繰り出し	くりだし
繰り出す	くりだす
繰り出せ	くりだせ
繰り出そ	くりだそ
繰り上げ	くりあげ
繰り返さ	くりかえさ
繰り返し	くりかえし
繰り返す	くりかえす
繰り返せ	くりかえせ
繰り返そ	くりかえそ
群がら	むらがら
群がり	むらがり
群がる	むらがる
群がれ	むらがれ
群がろ	むらがろ
群がっ	むらがっ
群れ	むれ
傾け	かたむけ
形作ら	かたちづくら
形作り	かたちづくり
形作る	かたちづくる
形作れ	かたちづくれ
形作ろ	かたちづくろ
形作っ	かたちづくっ
恵ま	めぐま
恵み	めぐみ
恵む	めぐむ
恵め	めぐめ
恵も	めぐも
恵ん	めぐん
掲げ	かかげ
携え	たずさえ
携わら	たずさわら
携わり	たずさわり
携わる	たずさわる
携われ	たずさわれ
携わろ	たずさわろ
携わっ	たずさわっ
敬わ	うやまわ
敬い	うやまい
敬う	うやまう
敬え	うやまえ
敬お	うやまお
敬っ	うやまっ
経た	たた
経ち	たち
経つ	たつ
経て	たて
経と	たと
経っ	たっ
経る	へる
経ま	へま
経な	へな
経ら	へら
経さ	へさ
経よ	へよ
経ろ	へろ
経れ	へれ
経ず	へず
継が	つが
継ぎ	つぎ
継ぐ	つぐ
継げ	つげ
継ご	つご
継い	つい
繋がら	つながら
繋がり	つながり
繋がる	つながる
繋がれ	つながれ
繋がろ	つながろ
繋がっ	つながっ
繋が	つなが
繋ぎ	つなぎ
繋ぐ	つなぐ
繋げ	つなげ
繋ご	つなご
繋い	つない
軽い	かるい
軽く	かるく
軽か	かるか
軽け	かるけ
迎え	むかえ
迎え撃た	むかえうた
迎え撃ち	むかえうち
迎え撃つ	むかえうつ
迎え撃て	むかえうて
迎え撃と	むかえうと
迎え撃っ	むかえうっ
迎え入れ	むかえいれ
打ち合わ	うちあわ
打ち合い	うちあい
打ち合う	うちあう
打ち合え	うちあえ
打ち合お	うちあお
打ち合っ	うちあっ
撃た	うた
撃ち	うち
撃つ	うつ
撃て	うて
撃と	うと
撃っ	うっ
欠かさ	かかさ
欠かし	かかし
欠かす	かかす
欠かせ	かかせ
欠かそ	かかそ
欠か	かか
欠き	かき
欠く	かく
欠け	かけ
欠こ	かこ
欠い	かい
決め	きめ
決め込ま	きめこま
決め込み	きめこみ
決め込む	きめこむ
決め込め	きめこめ
決め込も	きめこも
決め込ん	きめこん
決め付け	きめつけ
潔い	いさぎよい
潔く	いさぎよく
潔か	いさぎよか
潔け	いさぎよけ
結わ	ゆわ
結い	ゆい
結う	ゆう
結え	ゆえ
結お	ゆお
結っ	ゆっ
結びつか	むすびつか
結びつき	むすびつき
結びつく	むすびつく
結びつけ	むすびつけ
結びつこ	むすびつこ
結びつい	むすびつい
結ば	むすば
結び	むすび
結ぶ	むすぶ
結べ	むすべ
結ぼ	むすぼ
結ん	むすん
兼ね	かね
兼ね備え	かねそなえ
硬い	かたい
硬く	かたく
硬か	かたか
硬け	かたけ
堅苦し	かたくるし
嫌わ	きらわ
嫌い	きらい
嫌う	きらう
嫌え	きらえ
嫌お	きらお
嫌っ	きらっ
嫌らし	いやらし
建て	たて
捲ら	まくら
捲り	まくり
捲る	まくる
捲れ	まくれ
捲ろ	まくろ
捲っ	まくっ
見出さ	みいださ
見出し	みだし
見出す	みいだす
見出せ	みいだせ
見出そ	みいだそ
見え	みえ
見せびらかさ	みせびらかさ
見せびらかし	みせびらかし
見せびらかす	みせびらかす
見せびらかせ	みせびらかせ
見せびらかそ	みせびらかそ
見せ	みせ
見っともな	みっともな
見る	みる
見ま	みま
見た	みた
見て	みて
見な	みな
見ら	みら
見さ	みさ
見よ	みよ
見ろ	みろ
見れ	みれ
見ず	みず
見違え	みちがえ
見越さ	みこさ
見越し	みこし
見越す	みこす
見越せ	みこせ
見越そ	みこそ
見下さ	みくださ
見下し	みくだし
見下す	みくだす
見下せ	みくだせ
見下そ	みくだそ
見下ろさ	みおろさ
見下ろし	みおろし
見下ろす	みおろす
見下ろせ	みおろせ
見下ろそ	みおろそ
見回さ	みまわさ
見回し	みまわし
見回す	みまわす
見回せ	みまわせ
見回そ	みまわそ
見開か	みひらか
見開き	みひらき
見開く	みひらく
見開け	みひらけ
見開こ	みひらこ
見開い	みひらい
見極め	みきわめ
見苦し	みぐるし
見計らわ	みはからわ
見計らい	みはからい
見計らう	みはからう
見計らえ	みはからえ
見計らお	みはからお
見計らっ	みはからっ
見誤ら	みあやまら
見誤り	みあやまり
見誤る	みあやまる
見誤れ	みあやまれ
見誤ろ	みあやまろ
見誤っ	みあやまっ
見向か	みむか
見向き	みむき
見向く	みむく
見向け	みむけ
見向こ	みむこ
見向い	みむい
見合わ	みあわ
見合い	みあい
見合う	みあう
見合え	みあえ
見合お	みあお
見合っ	みあっ
見合わせ	みあわせ
見込ま	みこま
見込み	みこみ
見込む	みこむ
見込め	みこめ
見込も	みこも
見込ん	みこん
見失わ	みうしなわ
見失い	みうしない
見失う	みうしなう
見失え	みうしなえ
見失お	みうしなお
見失っ	みうしなっ
見捨て	みすて
見守ら	みまもら
見守り	みまもり
見守る	みまもる
見守れ	みまもれ
見守ろ	みまもろ
見守っ	みまもっ
見受け	みうけ
見習わ	みならわ
見習い	みならい
見習う	みならう
見習え	みならえ
見習お	みならお
見習っ	みならっ
見上げ	みあげ
見据え	みすえ
見晴らさ	みはらさ
見晴らし	みはらし
見晴らす	みはらす
見晴らせ	みはらせ
見晴らそ	みはらそ
見積もら	みつもら
見積もり	みつもり
見積もる	みつもる
見積もれ	みつもれ
見積もろ	みつもろ
見積もっ	みつもっ
見送ら	みおくら
見送り	みおくり
見送る	みおくる
見送れ	みおくれ
見送ろ	みおくろ
見送っ	みおくっ
見損なわ	みそこなわ
見損ない	みそこない
見損なう	みそこなう
見損なえ	みそこなえ
見損なお	みそこなお
見損なっ	みそこなっ
見張ら	みはら
見張り	みはり
見張る	みはる
見張れ	みはれ
見張ろ	みはろ
見張っ	みはっ
見直さ	みなおさ
見直し	みなおし
見直す	みなおす
見直せ	みなおせ
見直そ	みなおそ
見通さ	みとおさ
見通し	みとおし
見通す	みとおす
見通せ	みとおせ
見通そ	みとおそ
見渡さ	みわたさ
見渡し	みわたし
見渡す	みわたす
見渡せ	みわたせ
見渡そ	みわたそ
見当たら	みあたら
見当たり	みあたり
見当たる	みあたる
見当たれ	みあたれ
見当たろ	みあたろ
見当たっ	みあたっ
見透かさ	みすかさ
見透かし	みすかし
見透かす	みすかす
見透かせ	みすかせ
見透かそ	みすかそ
見抜か	みぬか
見抜き	みぬき
見抜く	みぬく
見抜け	みぬけ
見抜こ	みぬこ
見抜い	みぬい
見舞わ	みまわ
見舞い	みまい
見舞う	みまう
見舞え	みまえ
見舞お	みまお
見舞っ	みまっ
見分け	みわけ
見返さ	みかえさ
見返し	みかえし
見返す	みかえす
見返せ	みかえせ
見返そ	みかえそ
見落とさ	みおとさ
見落とし	みおとし
見落とす	みおとす
見落とせ	みおとせ
見落とそ	みおとそ
見立て	みたて
賢い	かしこい
賢く	かしこく
賢か	かしこか
賢け	かしこけ
険し	けわし
厳し	きびし
減らさ	へらさ
減らし	へらし
減らす	へらす
減らせ	へらせ
減らそ	へらそ
減ら	へら
減り	へり
減る	へる
減れ	へれ
減ろ	へろ
減っ	へっ
表さ	あらわさ
表し	あらわし
表す	あらわす
表せ	あらわせ
表そ	あらわそ
現れ	あらわれ
言い出さ	いいださ
言い出し	いいだし
言い出す	いいだす
言い出せ	いいだせ
言い出そ	いいだそ
言い切ら	いいきら
言い切り	いいきり
言い切る	いいきる
言い切れ	いいきれ
言い切ろ	いいきろ
言い切っ	いいきっ
言い張ら	いいはら
言い張り	いいはり
言い張る	いいはる
言い張れ	いいはれ
言い張ろ	いいはろ
言い張っ	いいはっ
言い渡さ	いいわたさ
言い渡し	いいわたし
言い渡す	いいわたす
言い渡せ	いいわたせ
言い渡そ	いいわたそ
言い表さ	いいあらわさ
言い表し	いいあらわし
言い表す	いいあらわす
言い表せ	いいあらわせ
言い表そ	いいあらわそ
言い聞かせ	いいきかせ
言い返さ	いいかえさ
言い返し	いいかえし
言い返す	いいかえす
言い返せ	いいかえせ
言い返そ	いいかえそ
限りな	かぎりな
限ら	かぎら
限り	かぎり
限る	かぎる
限れ	かぎれ
限ろ	かぎろ
限っ	かぎっ
古い	ふるい
古く	ふるく
古か	ふるか
古け	ふるけ
古び衰え	ふるびおとろえ
古臭い	ふるくさい
古臭く	ふるくさく
古臭か	ふるくさか
古臭け	ふるくさけ
呼びかけ	よびかけ
呼び寄せ	よびよせ
呼び起こさ	よびおこさ
呼び起こし	よびおこし
呼び起こす	よびおこす
呼び起こせ	よびおこせ
呼び起こそ	よびおこそ
呼び込ま	よびこま
呼び込み	よびこみ
呼び込む	よびこむ
呼び込め	よびこめ
呼び込も	よびこも
呼び込ん	よびこん
呼び止め	よびとめ
呼び出さ	よびださ
呼び出し	よびだし
呼び出す	よびだす
呼び出せ	よびだせ
呼び出そ	よびだそ
呼び戻さ	よびもどさ
呼び戻し	よびもどし
呼び戻す	よびもどす
呼び戻せ	よびもどせ
呼び戻そ	よびもどそ
呼ば	よば
呼び	よび
呼ぶ	よぶ
呼べ	よべ
呼ぼ	よぼ
呼ん	よん
固まら	かたまら
固まり	かたまり
固まる	かたまる
固まれ	かたまれ
固まろ	かたまろ
固まっ	かたまっ
固め	かため
戸惑わ	とまどわ
戸惑い	とまどい
戸惑う	とまどう
戸惑え	とまどえ
戸惑お	とまどお
戸惑っ	とまどっ
枯れ	かれ
誇ら	ほこら
誇り	ほこり
誇る	ほこる
誇れ	ほこれ
誇ろ	ほころ
誇っ	ほこっ
跨が	またが
跨ぎ	またぎ
跨ぐ	またぐ
跨げ	またげ
跨ご	またご
跨い	またい
顧み	かえりみ
呉れ	くれ
悟ら	さとら
悟り	さとり
悟る	さとる
悟れ	さとれ
悟ろ	さとろ
悟っ	さとっ
語らわ	かたらわ
語らい	かたらい
語らう	かたらう
語らえ	かたらえ
語らお	かたらお
語らっ	かたらっ
語り継が	かたりつが
語り継ぎ	かたりつぎ
語り継ぐ	かたりつぐ
語り継げ	かたりつげ
語り継ご	かたりつご
語り継い	かたりつい
語り合わ	かたりあわ
語り合い	かたりあい
語り合う	かたりあう
語り合え	かたりあえ
語り合お	かたりあお
語り合っ	かたりあっ
語ら	かたら
語り	かたり
語る	かたる
語れ	かたれ
語ろ	かたろ
語っ	かたっ
誤ら	あやまら
誤り	あやまり
誤る	あやまる
誤れ	あやまれ
誤ろ	あやまろ
誤っ	あやまっ
誤魔化さ	ごまかさ
誤魔化し	ごまかし
誤魔化す	ごまかす
誤魔化せ	ごまかせ
誤魔化そ	ごまかそ
交え	まじえ
交わら	まじわら
交わり	まじわり
交わる	まじわる
交われ	まじわれ
交わろ	まじわろ
交わっ	まじわっ
光り輝か	ひかりかがやか
光り輝き	ひかりかがやき
光り輝く	ひかりかがやく
光り輝け	ひかりかがやけ
光り輝こ	ひかりかがやこ
光り輝い	ひかりかがやい
光ら	ひから
光り	ひかり
光る	ひかる
光れ	ひかれ
光ろ	ひかろ
光っ	ひかっ
厚い	あつい
厚く	あつく
厚か	あつか
厚け	あつけ
厚かまし	あつかまし
口説か	くどか
口説き	くどき
口説く	くどく
口説け	くどけ
口説こ	くどこ
口説い	くどい
口走ら	くちばしら
口走り	くちばしり
口走る	くちばしる
口走れ	くちばしれ
口走ろ	くちばしろ
口走っ	くちばしっ
口ごもら	くちごもら
口ごもり	くちごもり
口ごもる	くちごもる
口ごもれ	くちごもれ
口ごもろ	くちごもろ
口ごもっ	くちごもっ
向き合わ	むきあわ
向き合い	むきあい
向き合う	むきあう
向き合え	むきあえ
向き合お	むきあお
向き合っ	むきあっ
向か	むか
向き	むき
向く	むく
向け	むけ
向こ	むこ
向い	むかい
好まし	このまし
好ま	このま
好み	このみ
好む	このむ
好め	このめ
好も	このも
好ん	このん
広い	ひろい
広く	ひろく
広か	ひろか
広け	ひろけ
広まら	ひろまら
広まり	ひろまり
広まる	ひろまる
広まれ	ひろまれ
広まろ	ひろまろ
広まっ	ひろまっ
