آئي	aːiː
اڪٽٽڙو	əkəʈəʈɪɽoː
اڪٿ	əkət̪ʰʊ
اڪڀري	əkʊbʰəɾiː
اڪڙ	ɪkəɽə
اڪڻ	əkəɳʊ
اگتو	əɡət̪oː
اگر	əɡəɾʊ
اگرائي	ʊɡɪɾaːiː
اگرو	ʊɡɪɾoː
اگس	əɡʊsʊ
اگلائي	əɡəlaːiː
اگلو	əɡəloː
اگم	əɡəmʊ
اگن	əɡənʊ
اگنٺ	əɡəɳʈʰʊ
اگوندرائي	əɡuːnd̪ɪɾaːiː
اگوندرو	əɡuːnd̪ɪɾoː
اگوڇو	əɡoːt͡ʃʰoː
اگڙجڻ	əɡʊɽɪd͡ʒəɳʊ
اگھڙڻ	ʊɡʰɪɽəɳʊ
اگھڻ	ʊɡʰəɳʊ
اڱ	əŋʊ
اڱارو	əŋaːroː
اڱاري	əŋaːɾiː
اڱر	əŋəɾʊ
اڱڻ	əŋəɳʊ
اڳلو	əɠɪloː
اڳي	əɠiː
اڻ	əɳə
اڻائو	əɳaːoː
اڻائي	əɳaːiː
اڻاسو	əɳaːsoː
اڻاسي	ʊɳaːsiː
اڻانگو	əɳaːŋɡoː
اڻاٺ	əɳaːʈʰɪ
اڻاڻي	ʊɳaːɳiː
اڻبڻت	əɳəbəɳət̪ɪ
اڻتڻ	ʊɳt̪ʊɳɪ
اڻجوڙ	əɳəd͡ʒoːɽʊ
اڻجيس	əɳəd͡ʒiːsʊ
اڻجڙندو	əɳəd͡ʒʊɽənd̪oː
اڻريجو	əɳəɾeːd͡ʒoː
اڻسانگو	əɳəsaːŋɡoː
اڻسرت	əɳəsʊɾt̪ɪ
اڻسرندي	əɳəsəɾənd̪iː
اڻلبو	əɳələboː
اڻلڀائي	əɳələbʰaːiː
اڻلکو	əɳələkʰoː
اڻماڻهڪو	əɳəmaːɳhɪkoː
اڻموٽ	əɳəmoːʈʊ
اڻمٽ	əɳəməʈʊ
اڻمڃ	əɳəməɲʊ
اڻمڙ	əɳəmʊɽʊ
اڻنينڊو	əɳəneːɳɖoː
اڻهتر	ʊɳəhət̪əɾɪ
اڻهل	əɳəhəlʊ
اڻهوند	əɳəhuːnd̪ɪ
اڻهوندو	əɳəhuːnd̪oː
اڻهوڻي	əɳəhoːɳiː
اڻهٺ	ʊɳəhəʈʰɪ
اڻوٺ	əɳoːʈʰɪ
اڻي	əɳiː
اڻيتاليهه	ʊɳeːt̪aːliːhə
اڻٺاهه	əɳəʈʰaːhʊ
اڻٺهندو	əɳəʈʰəhənd̪oː
اڻٽر	əɳəʈəɾʊ
اڻٽوڙ	əɳəʈoːɽʊ
اڻٽيهه	ʊɳəʈiːhə
اڻٽٽ	əɳəʈʊʈʊ
اڻپختائي	əɳəpʊxt̪aːiː
اڻپختو	əɳəpʊxt̪oː
اڻپهچ	əɳəpəhʊt͡ʃʊ
اڻپيرو	əɳəpeːɾoː
اڻپڇو	əɳəpʊt͡ʃʰoː
اڻٿر	əɳət̪ʰɪɾɪ
اڻٿيڻو	əɳət̪ʰɪəɳoː
اڻڀو	əɳbʰoː
اڻچئڻو	əɳət͡ʃəɪɳoː
اڻچٽائي	əɳət͡ʃɪʈaːiː
اڻچٽو	əɳət͡ʃɪʈoː
اڻچڪو	əɳət͡ʃʊkoː
اڻچڱائي	əɳət͡ʃəŋaːiː
اڻچڱو	əɳət͡ʃəŋoː
اڻڇوٽ	əɳət͡ʃʰoːʈʊ
اڻڇٽ	əɳət͡ʃʰʊʈʊ
اڻکنڀو	əɳəkʰəmbʰoː
اڻڪڻ	əɳəkəɳʊ
اڻگس	əɳəɡʊsʊ
اڻڻ	ʊɳəɳʊ
اڻڻي	ʊɳɪɳiː
بئي	bʊiː
بائر	baːʊɾʊ
باب	baːbʊ
بابات	baːbət̪ɪ
بابو	baːboː
بات	baːt̪ɪ
باتوني	baːt̪uːniː
باد	baːd̪ʊ
بادامي	baːd̪aːmiː
بادرنگ	baːd̪ɪɾəŋɡʊ
بادشاهزادو	baːd̪ʃaːhəzaːd̪oː
بادشاهزادي	baːd̪ʃaːhəzaːd̪iː
بادشاهي	baːd̪ʃaːhiː
بادشاهڻ	baːd̪ʃaːhɪɳɪ
بادفرنگ	baːd̪fɪɾəŋɡʊ
بادل	baːd̪əlʊ
بادي	baːd̪iː
بادگير	baːd̪ɡiːɾʊ
بار	baːɾʊ
بارانو	baːɾaːnoː
باراني	baːɾaːniː
باردانو	baːɾd̪aːnoː
بارو	baːɾoː
باري	baːɾiː
بارڪش	baːɾkəʃʊ
باز	baːzʊ
بازاري	baːzaːɾiː
بازدار	baːzd̪aːɾʊ
بازوبند	baːzuːbənd̪ʊ
بازي	baːziː
بازيندو	baːziːnd̪oː
بازيگر	baːziːɡəɾʊ
بازيگري	baːziːɡəɾiː
باس	baːsə
باسارو	baːsaːɾoː
باسري	baːsɪɾiː
باسي	baːsiː
باسڪاري	baːskaːɾiː
باسڻ	baːsəɳ
باشو	baːʃoː
باغ	baːɣ
باغائي	baːɣaːiː
باغبان	baːɣbaːnʊ
باغيچو	baːɣiːt͡ʃoː
باغُ	baːɣʊ
بافتو	baːft̪oː
باقي	baːqiː
بالاتنگ	baːlaːt̪əŋɡʊ
بالم	baːləmʊ
بالنگا	baːləŋɡaː
بالو	baːloː
بالٽي	baːlʈiː
بانارڻ	baːnaːɾəɳʊ
بانبڙو	baːmbɪɽoː
باندر	baːnd̪əɾʊ
باندرو	baːnd̪ɪɾoː
بانس	baːnsʊ
بانسري	baːnsʊɾiː
بانو	baːnoː
بانيڪار	baːniːkaːɾʊ
بانٺ	baːɳʈʰə
بانٺي	baːɳʈʰiː
بانڪو	baːŋkoː
باهه	baːhɪ
باهڙائڻ	baːhʊɽaːɪɳʊ
باهڙڻ	baːhʊɽəɳʊ
باڇازادو	baːt͡ʃʰaːzaːd̪oː
باڇازادي	baːt͡ʃʰaːzaːd̪iː
باڇاهڻ	baːt͡ʃʰaːhɪɳɪ
باڇاچنگ	baːt͡ʃʰaːt͡ʃəŋɡɪ
باک	baːkʰə
باکرو	baːkʰɪɾuː
باھه	baːhɪ
ببر	bʊbɪɾɪ
ببو	bʊboː
ببي	bʊbiː
بت	bʊt̪
بتانو	bət̪aːnoː
بتخانو	bʊt̪xaːnoː
بتن	bʊt̪ən
بتي	bət̪iː
بتيلو	bət̪eːloː
بج	bəd͡ʒə
بجائي	bəd͡ʒaːeː
بجاج	bəd͡ʒaːd͡ʒʊ
بجاجي	bəd͡ʒaːd͡ʒiː
بجاري	bɪd͡ʒaːɾiː
بجر	bəd͡ʒəɾɪ
بجرار	bəd͡ʒəɾaːɾʊ
بجري	bəd͡ʒɪɾiː
بجلي	bɪd͡ʒɪliː
بجو	bʊd͡ʒoː
بجڪائي	bʊd͡ʒkaːiː
بجڪو	bʊd͡ʒkoː
بحال	bəhaːlʊ
بحث	bəhɪsʊ
بحر	bəhəɾɪ
بحري	bəhəɾiː
بخار	bʊxaːɾʊ
بخاري	bʊxaːɾiː
بخت	bəxt̪ʊ
بختاور	bəxt̪aːʋəɾʊ
بختاوري	bəxt̪aːʋəɾiː
بخيل	bəxiːlʊ
بخيلي	bəxiːliː
بد	bəd̪ɪ
بدبختي	bəd̪ɪbəxt̪iː
بدبدو	bʊd̪ɪbʊd̪oː
بدر	bəd̪əɾɪ
بدرڪو	bəd̪ɪɾkoː
بدل	bəd̪əlʊ
بدلو	bəd̪ɪloː
بدلي	bəd̪ɪliː
بدنام	bəd̪naːmʊ
بدنامي	bəd̪naːmiː
بدنو	bəd̪ɪnoː
بدو	bəd̪uː
بدي	bəd̪iː
بدڙو	bʊd̪ɪɽoː
بدڙي	bɪd̪ɪɽiː
بدڪ	bəd̪əkə
بدڪار	bəd̪ɪkaːɾʊ
بدڪي	bʊd̪ɪkiː
بر	bəɾɪ
برابر	bəraːbərɪ
برابري	bəɾaːbəɾiː
برات	bəɾaːt̪ə
برادري	bɪɾaːd̪əɾiː
براهمڻ	bɾaːhəməɳʊ
براورد	bəɾaːʋʊɾd̪ə
بربلو	bʊɾbɪloː
برتڻ	bəɾt̪əɳʊ
برج	bʊɾd͡ʒʊ
برجائي	bəɾd͡ʒaːɪ
برحال	bəɾhaːlʊ
برزبان	bəɾzɪbaːnə
برس	bʊɾsə
برسات	bəɾsaːt̪ɪ
برساتي	bəɾsaːt̪iː
برسو	bəɾsoː
برف	bərfə
برفي	bəɾfiː
برقعو	bʊɾkoː
برمو	bəɾmoː
برهه	bɪɾəhə
برهوري	bəɾəhoːɾiː
برهي	bɪɾhiː
برو	bəɾoː
برک	bəɾkʰʊ
برڪ	bəɾkə
برڪت	bəɾkət̪ə
برڪي	bəɾkiː
بزار	bəzaːɾɪ
بس	bəsɪ
بستاسرخي	bəst̪aːsʊɾxiː
بسجڻ	bʊsɪd͡ʒəɳʊ
بسرام	bɪsɪɾaːmʊ
بسري	bʊsɪɾiː
بسنت	bəsənt̪ʊ
بسنتي	bəsənt̪iː
بسڙ	bʊsɪɽɪ
بشت	bɪʃt̪ʊ
بشتي	bɪʃt̪iː
بشين	bəʃiːnə
بشڪ	bʊʃkə
بصر	bəsəɾɯ
بغداد	bəɣd̪aːd̪ʊ
بغدادي	bəɣd̪aːd̪iː
بغدار	bəɣd̪aːɾə
بغل	bəɣəl
بقائو	bəqaːuː
بقايا	bəqaːjaː
بل	bʊlʊ
بلا	bəlaː
بلائتو	bɪlaːɪt̪oː
بلاس	bɪlaːsʊ
بلاسي	bɪlaːsiː
بلاول	bɪlaːʋəlʊ
بلبلچشم	bʊlbʊlt͡ʃɪʃmʊ
بلمڪتو	bɪlmʊkt̪oː
بلو	bɪloː
بلور	bɪloːɾʊ
بلي	bɪleː
بلڪل	bɪlkʊl
بلگار	bʊlɡaːɾʊ
بلگاري	bʊlɡaːɾiː
بم	bəmʊ
بمبئي	bəmbəiː
بمجڻ	bəmd͡ʒəɳʊ
بمر	bəmɪɾʊ
بنا	bɪnaː
بنائڻ	bənaːɪɳʊ
بنات	bənaːt̪ə
بناتي	bənaːt̪iː
بنارڻ	bənaːɾəɳʊ
بناهه	bɪnaːhə
بند	bənd̪ɪ
بندر	bənd̪əɾʊ
بندرو	bɪnd̪ɪɾoː
بندو	bənd̪oː
بندوق	bənd̪uːqə
بندوقچي	bənd̪uːqt͡ʃiː
بندي	bənd̪iː
بنديخانو	bənd̪iːxaːnoː
بنديوان	bənd̪iːʋaːnʊ
بندڙائي	bənd̪ɪɽaːiː
بندگي	bənd̪əɡiː
بندڻ	bənd̪əɳʊ
بنسلوچن	bənsloːt͡ʃənʊ
بنهه	bɪnɪhə
بنوشو	bənoːʃoː
بنگلو	bəŋɡʊloː
به	bɪ
بها	bəhaː
بهادر	bəhaːd̪ʊɾʊ
بهادري	bəhaːd̪ʊɾiː
بهار	bəɦaːr
بهاري	bəhaːɾiː
بهارڻ	bɪhaːɾəɳʊ
بهارڻي	bɪhaːɾɳiː
بهانائي	bəhaːnaːiː
بهانو	bəhaːnoː
بهتر	beːʰt̪əɾ
بهرو	bʊhʊɾoː
بهري	bəhəɾiː
بهه	bɪhʊ
بهڪ	bəhʊkə
بهڪڻ	bəhʊkəɳʊ
بهڻ	bəhəɳʊ
بهڻي	bʊhʊɳiː
بوئو	buːoː
بوتل	boːt̪əl
بوتو	boːt̪oː
بوجر	buːd͡ʒəɾʊ
بوجو	boːd͡ʒoː
بوجھو	boːd͡ʒʰoː
بود	buːd̪ʊ
بودلائي	boːd̪ɪlaːiː
بودلو	boːd̪ɪloː
بودڪي	buːd̪ɪkiː
بورائو	boːɾaːoː
بوراڪ	boːɾaːkʊ
بوراڪي	boːɾaːkiː
بورچي	boːɾt͡ʃiː
بورچيخانو	boːɾt͡ʃiːxaːnoː
بورڊ	boːɾɖʊ
بوسو	boːsoː
بوسڻ	buːsəɳʊ
بولانڊو	boːlaːɳɖoː
بولچالي	boːlaːt͡ʃaːliː
بوم	buːmʊ
بونب	buːmbʊ
بوند	buːnd̪ə
بوندي	buːnd̪iː
بونڊ	buːɳɖɪ
بونگر	buːŋɡəɾɪ
بوٺ	boːʈʰɪ
بوڇڻ	boːt͡ʃʰəɳʊ
بوڇڻي	boːt͡ʃʰɪɳiː
بوڊا	boːɖaː
بوڊر	boːɖɪɾʊ
بوڙينڊو	baːɽiːɳɖoː
بوڦاڙ	buːpʰaːɽə
بوڦلو	boːpʰɪloː
بوڦلي	boːpʰɪliː
بوگو	boːɡoː
بي	biː
بيباڪ	beːbaːkʊ
بيبي	biːbiː
بيت	bɛːt̪ʊ
بيجائي	beːd͡ʒaːɪ
بيجانو	beːd͡ʒaːnoː
بيجسو	beːd͡ʒəsoː
بيجڙ	beːd͡ʒəɽɪ
بيحد	beːhəd̪ɪ
بيحڪمو	beːhʊkʊmoː
بيخود	beːxʊd̪ɪ
بيد	beːd̪ʊ
بيداغائي	beːd̪aːɣaːiː
بيداڻو	beːd̪aːɳoː
بيدلي	beːd̪ɪliː
بيدمال	beːd̪maːlʊ
بيراضي	beːɾaːziː
بيرق	beːɾəqə
بيروزگار	beːɾoːzɡaːɾʊ
بيروزگاري	beːɾoːzɡaːɾiː
بيريائو	beːɾɪaːoː
بيريجو	beːɾeːd͡ʒoː
بيرڪ	bɛːɾəkə
بيرڻ	beːɾəɳʊ
بيزار	beːzaːɾʊ
بيزاري	beːzaːɾiː
بيسرو	beːsɪɾoː
بيسنڌو	beːsənd̪ʰoː
بيسنگو	beːsəŋɡoː
بيسي	biːsiː
بيسگھائي	beːsəɡʰaːiː
بيسگھو	beːsəɡʰoː
بيسڻ	beːsəɳʊ
بيسڻي	beːsɪɳiː
بيشمار	beːʃʊmaːɾʊ
بيشڪ	beːʃəkɪ
بيصالحو	beːsəlaːhoː
بيعزتي	beːɪzət̪iː
بيقائدو	beːqaːɪd̪oː
بيقدرائي	beːqəd̪ʊɾaːiː
بيل	beːlə
بيليهو	beːliːhoː
بينر	biːnɪɾʊ
بينسري	bɛːnsʊɾiː
بينو	bɛːnoː
بيني	biːniː
بيهوش	beːhoːʃʊ
بيهوشي	beːhoːʃiː
بيهي	beːhiː
بيهيداڻو	beːhiːd̪aːɳoː
بيهڻ	biːhəɳʊ
بيواٽو	beːʋaːʈoː
بيوسي	beːʋəsiː
بيوفا	beːʋəfaː
بيوقوف	beːʋəquːfʊ
بيٺ	beːʈʰɪ
بيٺو	biːʈʰoː
بيٺيڪو	beːʈʰiːkoː
بيٽو	beːʈoː
بيٽي	beːʈiː
بيپڇو	beːpət͡ʃʰoː
بيڊولائي	beːɖɔːlaːiː
بيڦرو	beːpʰəɾoː
بيک	biːkʰə
بيکاري	beːkʰaːɾiː
بيکڌاري	beːkʰəd̪ʰaːɾiː
بيگاري	beːɡaːɾiː
بيگانو	beːɡaːnoː
بيگاهه	beːɡaːhɪ
بيگر	beːɡəɾɪ
بيگم	beːɡəmə
بيگناهه	beːɡʊnaːhɪ
بيگَمَ	beːɡəmə
بيگڻائي	beːɡʊɳaːiː
بَحِثُ	bəhɪsʊ
بَدَڪَ	bəd̪əkə
بَلا	bəlaː
بَڊو	bəɖoː
بِه	bɪ
بٺ	bəʈʰʊ
بٺارو	bəʈʰaːɾoː
بٺي	bəʈʰiː
بٿي	bət̪ʰiː
بچائڻ	bət͡ʃaːɪɳʊ
بچي	bʊt͡ʃiː
بچڪانو	bət͡ʃkaːnoː
بچڻ	bət͡ʃəɳʊ
بڇ	bət͡ʃʰə
بڇا	bɪt͡ʃʰaː
بڇڙائي	bʊt͡ʃʰɪɽaːiː
بڇڻ	bət͡ʃʰəɳʊ
بڊو	bəɖoː
بڙ	bəɽʊ
بڙبڙ	bʊɽbʊɽɪ
بڙبڙائڻ	bəɽbəɽaːɪɳʊ
بڙٽ	bʊɽʈʊ
بڙڪو	bʊɽkoː
بڙڪڻ	bʊɽkəɳʊ
بک	bəkʰʊ
بکائجڻ	bʊkʰaːɪd͡ʒəɳʊ
بکرو	bəkʰɪɾuː
بکيڙائي	bəkʰeːɽaːiː
بکيڙو	bəkʰeːɽoː
بکڻ	bəkʰəɳʊ
بڪ	bəkə
بڪاري	bəkaːɾiː
بڪارڻ	bəkaːɾɪɳɪ
بڪبڪي	bəkbəkɪ
بڪر	bəkəɾə
بڪشيش	bəkʃiːʃə
بڪشيشمو	bəkʃiːʃəmoː
بڪشيندڙ	bəkʃiːnd̪əɽʊ
بڪشڪ	bəkəʃəkə
بڪشڻ	bəkʃəɳʊ
بڪم	bəkəmʊ
بڪي	bʊkiː
بڪڻ	bəkəɳʊ
بگاڙ	bɪɡaːɽʊ
بگاڙڻ	bɪɡaːɽəɳʊ
بگبگوتو	bəɡbəɡɔːt̪uː
بگدي	bʊɡd̪iː
بگر	bɪɡəɾɪ
بگل	bəɡəlʊ
بگلي	bəɡliː
بگو	bʊɡoː
بگي	bəɡiː
بگيڙي	bəɡeːɽiː
بگڙڻ	bɪɡɪɽəɳʊ
بگھڙ	bəɡʰəɽʊ
بڻ	bʊɳʊ
بڻائتو	bʊɳaːɪt̪oː
بڻائڻ	bəɳaːɪɳʊ
بڻاڻي	bəɳaːɳiː
بڻڇي	bəɳt͡ʃʰiː
بڻڻ	bəɳəɳʊ
تئه	t̪əʊ
تئو	t̪əoː
تئي	t̪əiː
تئڻ	t̪əɪɳʊ
تائٿ	t̪aːɪt̪ʰʊ
تائڙي	t̪aːʊɽiː
تائڻ	t̪aːɪɳʊ
تاب	t̪aːbʊ
تابعدار	t̪aːbeːd̪aːɾʊ
تابوت	t̪aːbuːt̪ʊ
تاتي	t̪aːt̪iː
تاتيندڙ	t̪aːt̪iːnd̪əɽʊ
تاتڻ	t̪aːt̪əɳʊ
تاج	t̪aːd͡ʒʊ
تاجائي	t̪aːd͡ʒaːiː
تاجي	t̪aːd͡ʒiː
تاجڪ	t̪aːd͡ʒəkʊ
تار	t̪aːɾə
تارازو	t̪aːɾaːzoː
تارازي	t̪aːɾaːziː
تارو	taːroː
تاريخ	t̪aːɾiːx
تارَ	t̪aːɾə
تارڻ	t̪aːɾəɳʊ
تارڻهار	t̪aːɾəɳəhaːɾʊ
تاس	t̪aːsə
تاسجڻ	t̪aːsɪd͡ʒəɳʊ
تان	t̪aːnʊ
تاندوڙو	t̪aːnd̪uːɽoː
تانسرو	t̪aːnsɪɾoː
تانسري	t̪aːnsɪɾiː
تانڪي	t̪aːŋkiː
تانگھائي	t̪aːŋɡʰaːiː
تانگھڻ	t̪aːŋɡʰəɳʊ
تاهوت	t̪aːhuːt̪ə
تاپ	t̪aːpʊ
تاپجڻ	t̪aːpɪd͡ʒəɳʊ
تاپيلو	t̪aːpeːloː
تاٿي	t̪aːt̪ʰeː
تاڃي	t̪aːɲiː
تاڙو	t̪aːɽuː
تاڙي	t̪aːɽiː
تاڦو	t̪aːpʰoː
تاڪ	t̪aːkʊ
تاڪي	t̪aːkiː
تاڪيد	t̪aːkiːd̪ə
تاڻ	t̪aːɳə
تاڻو	t̪aːɳoː
تاڻڻ	t̪aːɳəɳʊ
تبر	t̪əbəɾə
تت	t̪ət̪ʊ
تتر	t̪ɪt̪ɪɾʊ
تتو	t̪ət̪oː
تتي	t̪ət̪iː
تتڪرو	t̪ət̪kɪɾoː
تج	t̪əd͡ʒə
تجاب	t̪ɪd͡ʒaːbʊ
تجار	t̪ʊd͡ʒaːɾʊ
تجلو	t̪əd͡ʒɪloː
تجڻ	t̪əd͡ʒəɳʊ
تحصيل	t̪əhəsiːlə
تحصيلدار	t̪əhəsiːld̪aːɾʊ
تحصيلداري	t̪əhəsiːld̪aːɾiː
تحقيق	t̪əhəqiːqʊ
تحمل	t̪əhəmʊlə
تخت	t̪əxt̪ʊ
تخم	t̪ʊxmʊ
تذڪرو	t̪əzkɪɾoː
تر	t̪əɾə
ترائي	t̪əɾaːiː
ترابي	t̪ʊɾaːbiː
ترار	t̪əɾaːɾɪ
تراس	t̪ɾaːsə
تراسجڻ	t̪ɾaːsɪd͡ʒəɳʊ
تراش	t̪əɾaːʃə
تراشڻ	t̪əɾaːʃəɳʊ
تراڙو	t̪ʊɾaːɽoː
تراکڙو	t̪əɾaːkʰɪɽoː
تربت	t̪ʊɾbət̪ʊ
ترت	t̪ʊɾt̪ʊ
ترتر	t̪ɪɾt̪ɪɾɪ
ترجمان	t̪əɾd͡ʒɪmaːnʊ
ترجمو	t̪əɾd͡ʒɪmoː
ترس	t̪əɾsʊ
ترسائڻ	t̪əɾsaːɪɳʊ
ترسڻ	t̪əɾsəɳʊ
ترقي	t̪əɾəkiː
ترنج	t̪ʊɾəɲd͡ʒʊ
ترنجبي	t̪ʊɾəɲd͡ʒɪbiː
ترنگ	t̪əɾəŋɡʊ
ترهو	t̪ʊɾəhoː
ترهٽ	t̪əɾəhəʈə
ترو	t̪əɾoː
تروکڙي	t̪ɪɾoːkʰɪɽiː
تري	t̪əɾiː
تريباز	t̪ʊɾiːbaːzʊ
تريز	t̪əɾiːzə
تريناڪ	t̪əɾiːnaːkʊ
ترٽجڻ	t̪əɾʈɪd͡ʒəɳʊ
ترڪائڻ	t̪ɪɾkaːɪɳʊ
ترڪتال	t̪ɪɾkɪt̪aːlʊ
ترڪو	t̪əɾkoː
ترڪڻ	t̪ɪɾkəɳʊ
ترڪڻائي	t̪ɪɾkɪɳaːiː
ترڪڻي	t̪ɪɾkɪɳiː
ترڻ	t̪əɾəɳʊ
تس	t̪əsʊ
تسائڻ	t̪ʊsaːɪɳʊ
تسر	t̪əsəɾɪ
تسري	t̪əsɪɾiː
تسلو	t̪əsɪloː
تسمئي	t̪əsməiː
تسو	t̪əsoː
تسڻ	t̪ʊsəɳʊ
تعارف	t̪aːɾʊf
تعريف	t̪aːɾiːfə
تعليم	t̪əliːm
تغاري	t̪əɣaːɾiː
تفسير	t̪əfsirʊ
تفنگ	t̪ʊfəŋɡʊ
تقصير	t̪əqəsiːɾə
تل	t̪əlʊ
تلاءُ	t̪əlaːw
تلادان	t̪ʊlaːd̪aːnʊ
تلانو	t̪ɪlaːnoː
تلسي	t̪ʊlsiː
تلنگ	t̪ɪləŋɡʊ
تلهي	t̪ələhiː
تلو	t̪ɪloː
تلور	t̪əluːɾɪ
تلوڻو	t̪əluːɳoː
تلي	t̪ɪliː
تليدار	t̪ɪleːd̪aːɾʊ
تمام	t̪əmaːm
تماچو	t̪əmaːt͡ʃoː
تماڪ	t̪əmaːkʊ
تماڪي	t̪əmaːkiː
تمر	t̪ɪmɪɾʊ
تن	t̪ənə
تنبو	t̪əmbuː
تنبورو	t̪əmbuːɾoː
تنبي	t̪ʊmbiː
تنبير	t̪ʊmbeːɾʊ
تنبڻ	t̪əmbəɳɪ
تنجيفو	t̪əɲd͡ʒiːfoː
تنجڻ	t̪əɲd͡ʒəɳʊ
تند	t̪ənd̪ʊ
تندو	t̪ənd̪oː
تندي	t̪ʊnd̪iː
تنور	t̪ənuːɾʊ
تنوڙو	t̪ənuːɽoː
تنگ	t̪əŋɡɪ
تنگي	t̪əŋɡiː
ته	t̪ə
تهاڙو	t̪ɪhaːɽoː
تهدل	t̪əhəd̪ɪlɪ
تهري	t̪əhəɾiː
تهطلب	t̪əhət̪ələbɪ
تهموري	t̪əhəmuːɾiː
تهنال	t̪əhənaːlʊ
تهه	t̪əhʊ
تهو	t̪ɪhoː
تهڙو	t̪ɪhəɽoː
تو	to
توبرو	t̪oːbɪɾoː
توبهه	t̪oːbəhə
توبو	t̪oːboː
توبچي	t̪oːbt͡ʃiː
توت	t̪uːt̪ʊ
توتئو	t̪uːt̪ɪoː
توتاري	t̪uːt̪aːɾiː
توتوري	t̪uːt̪uːɾiː
توتياهارني	t̪uːt̪ɪaːhaːɾʊniː
توتڙ	t̪uːt̪əɽʊ
تور	t̪uːɾɪ
تورو	t̪oːɾoː
توري	t̪uːɾiː
تورڻ	t̪oːɾəɳʊ
توشاخانو	t̪oːʃaːxaːnoː
توشو	t̪oːʃoː
توشڪي	t̪oːʃkiː
توفو	t̪oːfoː
توفيق	t̪oːfiːqə
تول	t̪oːlʊ
تولو	t̪oːloː
تومان	t̪uːmaːnʊ
توماني	t̪uːmaːniː
تونري	t̪ɔːnɾiː
تونس	t̪ɔːnsə
تونڪل	t̪ɔːŋkələ
تونڪلي	t̪ɔːŋkəliː
توهه	t̪oːhʊ
توڙو	t̪oːɽoː
توڙي	t̪oːɽeː
توڙڻ	t̪oːɽəɳʊ
توڦ	t̪oːpʰə
توڦاڪ	t̪uːpʰaːkə
توڻ	t̪oːɳɪ
توڻي	t̪oːɳiː
تي	t̪eː
تيئو	t̪iːoː
تيبچي	t̪eːbt͡ʃiː
تيتال	t̪iːt̪aːlʊ
تيترو	t̪eːt̪ɪɾoː
تيتو	t̪iːt̪oː
تيج	t̪eːd͡ʒʊ
تيجبل	t̪eːd͡ʒbəlʊ
تيجسي	t̪eːd͡ʒəsiː
تيجي	t̪iːd͡ʒiː
تير	t̪iːɾʊ
تيرس	t̪eːɾɪsɪ
تيرٿ	t̪iːɾt̪ʰʊ
تيرچو	t̪iːɾt͡ʃoː
تيرڻ	t̪iːɾəɳʊ
تيسر	t̪iːsɪɾʊ
تيسو	t̪iːsoː
تيشو	t̪eːʃoː
تيل	t̪eːlʊ
تيلي	t̪iːliː
تيليدار	t̪iːliːd̪aːɾʊ
تيلُ	t̪eːlʊ
تيوڻ	t̪iːʋəɳʊ
تيڪ	t̪iːkə
تيڪو	t̪eːkoː
تيڪڻ	t̪iːkəɳʊ
تَخْتُ	t̪əxt̪ʊ
تَمامُ	t̪əmaːmʊ
تَه	t̪ə
تٺو	t̪ʊʈʰoː
تپ	t̪əpʊ
تپائڻ	t̪əpaːɪɳʊ
تپاس	t̪əpaːsə
تپاسي	t̪əpaːsiː
تپاسير	t̪əpaːsiːɾʊ
تپاولي	t̪əpaːʋəliː
تپاچو	t̪əpaːt͡ʃoː
تپت	t̪əpət̪ɪ
تپجڻ	t̪əpɪd͡ʒəɳʊ
تپو	t̪əpoː
تپيدار	t̪əpeːd̪aːɾʊ
تپيسرو	t̪əpiːsəɾuː
تپڻ	t̪əpəɳʊ
تٿ	t̪ɪt̪ʰʊ
تٿي	t̪ɪt̪ʰeː
تڃ	t̪ʊɲʊ
تڃڻ	t̪ʊɲəɳʊ
تڙ	t̪əɽə
تڙي	t̪əɽiː
تڙڀيڙ	t̪əɽəbʰiːɽə
تڙڦڻ	t̪əɽəpʰəɳʊ
تڙڻ	t̪əɽəɳʊ
تک	t̪ɪkʰə
تکو	t̪ɪkʰoː
تکڙ	t̪əkʰəɽʊ
تڪ	t̪əkə
تڪئو	t̪əkɪoː
تڪانت	t̪ʊkaːnt̪ʊ
تڪبير	t̪əkbiːɾə
تڪل	t̪ʊkələ
تڪلي	t̪ʊkɪliː
تڪمو	t̪ʊkɪmoː
تڪو	t̪ɪkoː
تڪڻ	t̪əkəɳʊ
تگر	t̪əɡəɾʊ
تیز	t̪eːzʊ
ثابت	saːbɪt̪ʊ
ثابتي	saːbɪt̪iː
جئا	d͡ʒʊaː
جئاخانو	d͡ʒʊaːxaːnoː
جئارو	d͡ʒʊaːɾoː
جئاري	d͡ʒʊaːɾiː
جئارڻ	d͡ʒɪaːɾəɳʊ
جئال	d͡ʒʊaːlʊ
جئانائتو	d͡ʒʊaːnaːɪt̪oː
جئانائڻ	d͡ʒʊaːnaːɪɳʊ
جئاناڻو	d͡ʒʊaːnaːɳoː
جئدان	d͡ʒɪəd̪aːnʊ
جئرو	d͡ʒɪəɾoː
جئه	d͡ʒəɪ
جئڙو	d͡ʒɪəɽoː
جئڻ	d͡ʒɪəɳʊ
جا	d͡ʒaː
جائجرور	d͡ʒaːɪd͡ʒəɾuːɾʊ
جائو	d͡ʒaːoː
جائي	d͡ʒaːiː
جابت	d͡ʒaːbɪt̪ʊ
جات	d͡ʒaːt̪ɪ
