مقدمة	مُقَدَّمَ
روحية	رُوحِيَّ
ونفسية	وَنَفْسِيَّ
فيتحقق	فَيَتَحَقَّق
لديه	لَدَيْه
التوازن	التَّوَازُن
المتطلبات	الْمُتَطَلَّبَات
الدنيوية	الدُّنْيَوِيَّ
والإعداد	وَالْإِعْدَاد
الحسن	الْحَسَن
لليوم	لِلْيَوْم
الآخر	الْآخَر
ينبع	يَنْبُع
يرسم	يَرْسُم
النهج	النَّهْج
القويم	الْقَوِيم
القائم	الْقَائِم
والتعقل	وَالتَّعَقُّل
وما	وَمَا
أحوج	أَحْوَج
النفس	النَّفْس
يدعم	يُدَعِّم
أسباب	أَسْبَاب
الطموح	الطُّمُوح
شك	شَكّ
سيجد	سَيَجِد
ميدان	مَيْدَان
بالله	بِاَللَّه
أرسل	أَرْسَل
أنزل	أَنْزَل
قضى	قَضَى
قدر	قَدْر
دافعا	دَافِعا
وحافزا	وَحَافِزا
قويين	قَوِيَّيْن
للعمل	لِلْعَمَل
الدنيا	الدُّنْيَا
للآخرة	لِلْآخِرَ
متزودا	مُتَزَوِّدا
يتزود	يَتَزَوَّد
التقوى	التَّقْوَى
الفصل	الْفَصْل
الأول	الْأَوَّل
منهاج	مِنْهَاج
الدعوة	الدَّعْوَ
اقتضت	اقْتَضَتْ
حكمة	حِكْمَ
إرسال	إرْسَال
أنبيائه	أَنْبِيَائِه
ورسله	وَرُسُلِه
أمم	أُمَم
وكل	وَكُلّ
رسول	رَسُول
قبل	قَبْل
النبي	النَّبِيّ
صلى	صَلَّى
وسلم	وَسَلَّم
نبي	نَبِيّ
كان	كَان
يبعث	يَبْعَث
بعينها	بِعَيْنِهَا
برسالة	بِرِسَالَ
الهداية	الْهِدَايَ
يتعرف	يتعرَّف
فتصفو	فَتَصْفُو
وتتخلص	وَتَتَخَلَّص
شكوكها	شُكُوكِهَا
وبحثها	وَبَحْثِهَا
شغلتها	شَغَلَتْهَا
أصول	أُصُول
وتسمو	وَتَسْمُو
حياته	حَيَاتِه
فارق	فَارَق
الشك	الشَّكّ
اليقين	الْيَقِين
واغتنى	وَاغْتَنَى
الباطل	الْبَاطِل
بالحق	بِالْحَقّ
فيغدو	فَيَغْدُو
ميسورا	مَيْسُورا
ويصبح	وَيُصْبِح
التفريق	التَّفْرِيق
والشر	وَالشَّرّ
متناول	مُتَنَاوِل
مقدرته	مَقْدِرَتِه
العقلية	الْعَقْلِيَّ
وبما	وَبِمَا
عهودها	عُهُودِهَا
المتوالية	الْمُتَوَالِيَ
تحتاج	تَحْتَاج
قوانين	قَوَانِين
ثابتة	ثَابِتَ
تنظم	تُنَظِّم
وتصل	وَتَصِل
دنياه	دُنْيَاه
بالدار	بِالدَّار
الآخرة	الْآخِرَ
السماوية	السَّمَاوِيَّ
أنيطت	أُنِيطَتْ
المسؤولية	الْمَسْؤُولِيَّ
الرسل	الرُّسُل
بتبليغ	بِتَبْلِيغ
يوحى	يُوحَى
وتشاء	وَتَشَاء
كتب	كَتَب
وذلك	وَذَلِك
حمله	حَمْلُه
دلائل	دَلَائِل
واشتمل	وَاشْتَمَل
براهين	بَرَاهِين
واضحة	وَاضِحَ
الأديان	الْأَدْيَان
الاعتبار	الِاعْتِبَار
الثابت	الثَّابِت
مقترنا	مُقْتَرِنا
بخاتم	بِخَاتَم
أرسله	أَرْسَلَه
رحمة	رَحْمَ
المنزل	الْمَنْزِل
قل	قُلْ
سبيلي	سَبِيلِي
أدعو	أَدْعُو
بصيرة	بَصِيرَ
أنا	أَنَا
اتبعني	اتَّبَعَنِي
الإخبار	الْإِخْبَار
يتمثل	يَتَمَثَّل
قول	قَوْل
اليوم	الْيَوْم
أكملت	أَكْمَلْت
لكم	لَكُمْ
دينكم	دِينِكُمْ
وأتممت	وَأَتْمَمْت
نعمتي	نِعْمَتِي
ورضيت	وَرَضِيَتْ
واعية	وَاعِيَ
متفحصة	مُتَفَحِّصَ
تكفي	تَكْفِي
يخرج	يَخْرُج
الدارس	الدَّارِس
بعده	بَعْدَه
حملت	حَمَلَتْ
الدلالات	الدَّلَالَات
الواضحة	الْوَاضِحَ
والأحكام	وَالْأَحْكَام
البينة	الْبَيِّنَ
الشاملة	الشَّامِلَ
والمعاني	وَالْمَعَانِي
المعجزة	الْمُعْجِزَ
المتجددة	الْمُتَجَدِّدَ
توالت	تَوَالَتْ
الأيام	الْأَيَّام
ولو	وَلَوْ
لكان	لَكَان
كافيا	كَافِيا
تفسير	تَفْسِير
تفسيرات	تَفْسِيرَات
ولكن	وَلَكِنْ
العشرات	الْعَشَرَات
التفسير	التَّفْسِير
الكبيرة	الْكَبِيرَ
يكشف	يَكْشِف
أصحابها	أَصْحَابِهَا
والباب	وَالْبَاب
يزال	يَزَال
مفتوحا	مَفْتُوحا
المجال	الْمَجَال
يقفل	يُقْفَل
أكبر	أَكْبَر
دلالة	دَلَالَ
كتاب	كِتَاب
الخالد	الْخَالِد
وأول	وَأَوَّل
يجب	يَجِب
لفت	لَفْت
الأنظار	الْأَنْظَار
إليه	إلَيْه
الرد	الرَّدّ
رأي	رَأْي
خطير	خَطِير
يحمله	يَحْمِلُه
أعداء	أَعْدَاء
يتصيدون	يَتَصَيَّدُون
الظلمات	الظُّلُمَات
خلال	خِلَال
فهمهم	فَهْمِهِمْ
سورة	سُورَ
يوسف	يُوسُف
الآية	الْآيَ
المائدة	الْمَائِدَ
الساذج	السَّاذَج
والمعوج	وَالْمُعْوَجّ
لقول	لِقَوْل
إنا	إِنَّا
نحن	نَحْن
نزلنا	نَزَلْنَا
الذكر	الذَّكَر
وإنا	وَإِنَّا
لحافظون	لَحَافِظُون
يقولون	يَقُولُون
قصد	قَصَد
إبعادنا	إِبْعَادَنَا
وقصد	وَقَصَد
هدم	هَدَم
مادام	مَادَام
حفظ	حِفْظ
وتكفل	وَتَكَفَّل
بحمايته	بِحِمَايَتِه
فلماذا	فَلِمَاذَا
تتعبون	تُتْعِبُون
أنفسكم	أَنْفُسَكُمْ
وتبذلون	وَتَبْذُلُون
جهدكم	جُهْدَكُمْ
للمحافظة	لِلْمُحَافَظَ
نسي	نَسِي
هؤلاء	هَؤُلَاء
المغالطون	الْمُغَالِطُون
المحافظة	الْمُحَافَظَ
تخص	تَخُصّ
وتشمل	وَتَشْمَل
أهل	أَهْل
أي	أَيْ
تدور	تَدُور
خطورة	خُطُورَ
الموقف	الْمَوْقِف
المعادي	الْمُعَادِي
يتخذ	يُتَّخَذ
مخالفة	مُخَالَفَ
الحقائق	الْحَقَائِق
طريقا	طَرِيقا
علينا	عَلَيْنَا
نقوم	نَقُوم
نتساءل	نَتَسَاءَل
هل	هَلْ
المسلم	الْمُسْلِم
يضم	يُضَمّ
مكتبته	مَكْتَبَتِه
مصحفا	مُصْحَفا
نسخا	نَسْخا
المصاحف	الْمَصَاحِف
النادرة	النَّادِرَ
حسب	حَسَب
طباعتها	طِبَاعَتِهَا
التاريخية	التَّارِيخِيَّ
ونوع	وَنَوْع
الخط	الْخَطّ
كتبت	كُتِبَتْ
ويجعلها	وَيَجْعَلُهَا
زينة	زِينَ
ويقتصر	وَيَقْتَصِر
اعتزازه	اعْتِزَازُه
القيمة	الْقِيمَ
والفنية	وَالْفَنِّيَّ
وينسى	وَيَنْسَى
يتناسى	يَتَنَاسَى
الدينية	الدِّينِيَّ
الأصيلة	الْأَصِيلَ
نخشى	نَخْشَى
ينسحب	يَنْسَحِب
التصرف	التَّصَرُّف
والمفهوم	وَالْمَفْهُوم
كثير	كَثِير
ونرجو	وَنَرْجُو
تحقق	تَحَقَّق
التخوف	التَّخَوُّف
بالفعل	بِالْفِعْل
الهجمات	الْهَجَمَات
ضد	ضِدّ
أخذت	أَخَذَتْ
تتضاعف	تَتَضَاعَف
يوما	يَوْما
بعد	بَعْد
وخطرها	وَخَطَرُهَا
أشد	أَشَدّ
وأخطر	وَأَخْطَر
ذي	ذِي
خاصة	خَاصَّ
العدو	الْعَدُوّ
يعزز	يُعَزِّز
هجومه	هُجُومَه
الفكري	الْفِكْرِيّ
بقوته	بِقُوَّتِه
المادية	الْمَادِّيَّ
الحجر	الْحَجْر
المعنى	الْمَعْنَى
يفهم	يُفْهَم
وجود	وُجُود
بيت	بَيْت
بيوت	بُيُوت
الإقبال	الْإِقْبَال
تلاوة	تِلَاوَ
ودرسا	وَدَرْسا
وتطبيقا	وَتَطْبِيقا
أما	أَمَّا
يقتصر	يَقْتَصِر
بالكلام	بِالْكَلَام
المجرد	الْمُجَرَّد
التلاوة	التِّلَاوَ
أوقات	أَوْقَات
متباعدة	مُتَبَاعِدَ
سواء	سَوَاء
مواسم	مَوَاسِم
ومناسبات	وَمُنَاسَبَات
معينة	مُعَيَّنَ
لشهر	لِشَهْر
رمضان	رَمَضَان
الجمعة	الْجُمُعَ
التقريب	التَّقْرِيب
يعتبر	يُعْتَبَر
تقصيرا	تَقْصِيرا
ظاهرا	ظَاهِرا
وإنما	وَإِنَّمَا
جميع	جَمِيع
يشعروا	يَشْعُرُوا
بثقل	بِثِقَل
التبعة	التَّبِعَ
يهبوا	يَهُبُّوا
الفاعل	الْفَاعِل
اللائق	اللَّائِق
بمنزلة	بِمَنْزِلَ
فقد	فَقَدْ
ملك	مِلْك
شعور	شُعُور
بالحاجة	بِالْحَاجَ
الماسة	الْمَاسَّ
الملحة	الْمُلِحَّ
تجديد	تَجْدِيد
تطوري	تَطَوُّرِيّ
يقرر	يُقَرِّر
لنفسه	لِنَفْسِه
الخلود	الْخُلُود
والبقاء	وَالْبَقَاء
فهما	فَهُمَا
حيا	حَيّا
يتخلص	يَتَخَلَّص
يعرض	يَعْرِض
البقاء	الْبَقَاء
للخطر	لِلْخَطَر
ويعوق	وَيَعُوق
صح	صَحّ
العزم	الْعَزْم
الفهم	الْفَهْم
الجديد	الْجَدِيد
حق	حَقّ
نحرص	نَحْرِص
وبقائه	وَبَقَائِه
ونجاته	وَنَجَاتِه
كذلك	كَذَلِك
المهاترات	الْمُهَاتَرَات
يطمئن	يَطْمَئِنّ
يجري	يَجْرِي
حثيثا	حَثِيثا
لنشر	لِنَشْر
وإقناع	وَإِقْنَاع
الآخرين	الْآخَرِين
بحقائق	بِحَقَائِق
وإبطال	وَإِبْطَال
حجج	حِجَج
الخصوم	الْخُصُوم
والمعاندين	وَالْمُعَانِدِين
وإلا	وَإِلَّا
معنى	مَعْنَى
بدون	بِدُون
نتلو	نَتْلُو
آمن	آمَن
ربه	رَبِّه
والمؤمنون	وَالْمُؤْمِنُون
وملائكته	وَمَلَائِكَتِه
وكتبه	وَكُتُبِه
نفرق	نُفَرِّق
أحد	أَحَد
رسله	رُسُلِه
وقالوا	وَقَالُوا
سمعنا	سَمِعْنَا
وأطعنا	وَأَطَعْنَا
غفرانك	غُفْرَانَك
ربنا	رَبَّنَا
وإليك	وَإِلَيْك
المصير	الْمَصِير
وغيرها	وَغَيْرِهَا
آيات	آيَات
نقف	نَقِف
مليا	مَلِيّا
أمين	أَمِين
الخولي	الْخُولِي
المجددون	الْمُجَدِّدُون
البقرة	الْبَقَرَ
ونتبصر	وَنَتَبَصَّر
جيدا	جَيِّدا
والمؤمن	وَالْمُؤْمِن
التحديد	التَّحْدِيد
الأعلى	الْأَعْلَى
إدراكا	إِدْرَاكا
والأدق	وَالْأَدَقّ
تصورا	تَصَوُّرا
لحقيقة	لِحَقِيقَ
بالكيفية	بِالْكَيْفِيَّ
عليها	عَلَيْهَا
ووضح	وَوَضَح
نهجها	نَهْجَهَا
صورة	صُورَ
للمعرفة	لِلْمَعْرِفَ
بالحقيقة	بِالْحَقِيقَ
الكبرى	الْكُبْرَى
بعقيدة	بِعَقِيدَ
الأكمل	الْأَكْمَل
للقيم	لِلْقَيِّم
والموازين	وَالْمَوَازِين
توزن	تُوزَن
والأحداث	وَالْأَحْدَاث
والأشياء	وَالْأَشْيَاء
والأشخاص	وَالْأَشْخَاص
والعقيدة	وَالْعَقِيدَ
المنبثقة	الْمُنْبَثِقَ
وبصفاته	وَبِصِفَاتِه
وضحها	وَضَّحَهَا
لنا	لَنَا
والمترسخة	وَالْمُتَرَسِّخَ
بمعرفة	بِمَعْرِفَ
يتمحور	يَتَمَحْوَر
الكبير	الْكَبِير
شأنها	شَأْنِهَا
تمنح	تَمْنَح
أعلى	أَعْلَى
وأضبط	وَأَضْبَط
تلك	تِلْك
أيدي	أَيْدِي
تسكن	تَسْكُن
طمأنينة	طُمَأْنِينَ
مثل	مِثْل
التقييم	التَّقْيِيم
لدور	لِدَوْر
قام	قَام
أساس	أَسَاس
المتكامل	الْمُتَكَامِل
ليست	لَيْسَتْ
مجرد	مُجَرَّد
شعائر	شَعَائِر
تقام	تُقَام
فهي	فَهِي
جانب	جَانِب
دعوة	دَعْوَ
خدمات	خِدْمَات
اجتماعية	اجْتِمَاعِيَّ
تنفع	تَنْفَع
الفرد	الْفَرْد
باحث	بَاحِث
منصف	مُنَصِّف
يتلمس	يَتَلَمَّس
عزلة	عُزْلَ
والاجتماع	وَالِاجْتِمَاع
القانون	الْقَانُون
نسير	نَسِير
قانون	قَانُون
التطبيقي	التَّطْبِيقِيّ
تقوم	تَقُوم
أصوله	أُصُولِه
تصرفات	تَصَرُّفَات
وسلوكيات	وَسُلُوكِيَّات
ليقيم	لِيُقِيم
الأصول	الْأُصُول
عفت	عَفَتْ
الشرقاوي	الشَّرْقَاوِيّ
الديني	الدِّينِيّ
مواجهة	مُوَاجَهَ
العصر	الْعَصْر
يؤطره	يُؤَطِّرُه
بالإطار	بِالْإِطَار
الخلقي	الْخُلُقِيّ
وارتباط	وَارْتِبَاط
الفضيلة	الْفَضِيلَ
بالدين	بِالدَّيْن
مجتمع	مُجْتَمَع
متدين	مُتَدَيِّن
تمثلها	تَمَثُّلِهَا
والاستجابة	وَالِاسْتِجَابَ
لها	لَهَا
تستطيع	تَسْتَطِيع
أية	أَيَّ
فلسفة	فَلْسَفَ
نظرية	نَظَرِيَّ
الأخلاق	الْأَخْلَاق
تخلق	تَخَلَّق
فضيلة	فَضِيلَ
عملية	عَمَلِيَّ
غايتها	غَايَتُهَا
فقط	فَقَطْ
حين	حِين
الفلسفة	الْفَلْسَفَ
الخلقية	الْخُلُقِيَّ
المتدينين	الْمُتَدَيِّنِين
معا	مَعا
للدين	لِلدَّيْن
دوره	دَوْرِه
الفعال	الْفَعَّال
رسم	رَسْم
عليا	عَلِيّا
المتحضر	الْمُتَحَضِّر
اطمئنانا	اطْمِئْنَانا
حكمه	حُكْمُه
واستجابة	وَاسْتِجَابَ
أمره	أَمَرَه
وتمثلا	وَتَمَثُّلا
لرقابته	لِرِقَابَتِه
التدين	التَّدَيُّن
ضمان	ضَمَان
لقيام	لِقِيَام
التعامل	التَّعَامُل
قواعد	قَوَاعِد
العدالة	الْعَدَالَ
والنصفة	وَالنَّصَفَ
تربط	تَرْبِط
قلوب	قُلُوب
معتنقيها	مُعْتَنِقِيهَا
برباط	بِرِبَاط
المحبة	الْمَحَبَّ
والتراحم	وَالتَّرَاحُم
يعدله	يَعْدِلُه
رباط	رِبَاط
الجنس	الْجِنْس
اللغة	اللُّغَ
الجوار	الْجِوَار
المصالح	الْمَصَالِح
المشتركة	الْمُشْتَرَكَ
وتوصيل	وَتَوْصِيل
نفوس	نُفُوس
ندعوهم	نَدْعُوهُمْ
جدير	جَدِير
عيونهم	عُيُونَهُمْ
ربما	رُبَّمَا
غابت	غَابَتْ
مشوهة	مُشَوَّهَ
الداعية	الدَّاعِيَ
يتمسك	يَتَمَسَّك
بأصول	بِأُصُول
ويلتزم	وَيَلْتَزِم
الدفاع	الدِّفَاع
ويحضرنا	وَيَحْضُرُنَا
الدعاة	الدُّعَا
رفع	رَفَع
صيحته	صَيْحَتَه
الصادقة	الصَّادِقَ
قائلا	قَائِلا
ها	هَا
العزيز	الْعَزِيز
يذكركم	يَذْكُرْكُمْ
وتقدست	وَتَقَدَّسَتْ
أسماؤه	أَسْمَاؤُه
جعلكم	جَعَلَكُمْ
اصطفاكم	اصْطَفَاكُمْ
لتؤدوا	لِتُؤَدُّوا
الشهادة	الشَّهَادَ
بإبلاغ	بِإِبْلَاغ
بني	بَنِي
آدم	آدَم
بأعمالكم	بِأَعْمَالِكُم
