# Danish pronunciation lexicon — word<TAB>IPA. From the NST Danish lexicon (Nasjonalbiblioteket /
# Sprakbanken, sbr-26), CC0 / public domain, ∩ the top-50k OpenSubtitles da frequency list (hermitdave
# FrequencyWords, CC BY-SA). Narrow convention: r-vocalisation ɐ, stop lenition, soft-d ð, length ː,
# stød ˀ. Shortest NST variant. Built by tools/danish/build_da_nst.py. The BiLSTM/rule handle OOV.
jeg	ˈjɑj
ønskede	ˈønsɡəðə
styr	ˈsdyɐˀ
masser	ˈmasɐ
historien	hiˈsdoɐˀjən
nick	ˈniɡ
frue	ˈfʁuːə
tv	ˈteːˀˌveːˀ
heldig	ˈhɛldi
max	ˈmɑɡs
stykker	ˈsdøɡɐ
fører	ˈføːɐ
køber	ˈkøːˀbɐ
egentlig	ˈeːˀendli
sarah	ˈsɑːʁɑ
mister	ˈmesdɐ
mål	ˈmɔːˀl
kræver	ˈkʁeːvɐ
ro	ˈʁoːˀ
blå	ˈblɔːˀ
jimmy	ˈdjemi
købte	ˈkøbdə
sælger	ˈsɛlˀjɐ
a	ˈaːˀ
værste	ˈvɛɐsdə
slipper	ˈslebɐ
luften	ˈlɔfdən
forlod	fɒˈloðˀ
minder	ˈmenɐ
musik	muˈsiɡ
skrevet	ˈsɡʁeːvəð
skønt	ˈsɡœnˀd
måned	ˈmɔːnəð
dumt	ˈdɔmˀd
general	ɡenəˈʁɑːˀl
alex	ˈalɛɡs
mulighed	ˈmuːliˌheðˀ
fader	ˈfaːðɐ
verdens	ˈvɛɐdəns
satte	ˈsadə
send	ˈsɛnˀ
ærlig	ˈɛɐli
lå	ˈlɔːˀ
brød	ˈbʁøðˀ
høj	ˈhɐjˀ
meter	ˈmeːˀdɐ
forsøgte	fɒˈsøɡdə
lovede	ˈlɔːvəðə
drikker	ˈdʁeɡɐ
ens	ˈeːˀns
enkelt	ˈɛŋˀɡəld
forsvandt	fɒˈsvanˀd
løs	ˈløːˀs
stand	ˈsdanˀ
ni	ˈniːˀ
kaldte	ˈkaldə
trækker	ˈtʁɛɡɐ
danny	ˈdani
spørg	ˈsbœɐˀ
morges	ˈmɒːɐs
bryder	ˈbʁyːðɐ
trække	ˈtʁɛɡə
hurtigere	ˈhuɐˌdiːˀɐɐ
lagde	ˈlaːə
ødelagt	ˈøːðəˌlɑɡd
seriøst	ˈsɛɐˀiˌøːˀsd
slås	ˈslɐs
sødt	ˈsød
dengang	ˈdɛnˀˌɡɑŋˀ
an	ˈan
stemmer	ˈsdɛmɐ
tredje	ˈtʁeðjə
harry	ˈhɑːi
nemt	ˈnɛmˀd
løj	ˈlɐjˀ
lyset	ˈlyːˀsəð
tegn	ˈtɑjˀn
ren	ˈʁeːˀn
levende	ˈleːvənə
læst	ˈlɛːˀsd
medmindre	mɛðˈmendʁɐ
sov	ˈsɐwˀ
fortsætte	ˈfɒːdˌsɛdə
nær	ˈnɛɐˀ
forskellige	fɒˈsɡɛlˀˌiːˀə
ejer	ˈɑːˀjɐ
tide	ˈtiːðə
jul	ˈjuːˀl
møder	ˈmøːðɐ
skaffe	ˈsɡɑfə
hånden	ˈhɐnˀən
viste	ˈviːsdə
ét	ˈed
sa	ˈsɑmə
mon	ˈmɔn
snak	ˈsnɑɡ
lærte	ˈlɛɐdə
respekt	ʁeˈsbɛɡd
danse	ˈdansə
lege	ˈlɑjə
adgang	ˈaðˌɡɑŋˀ
frokost	ˈfʁɔɡɐsd
forelsket	fɒˈɛlˀsɡəð
taber	ˈtaːˀbɐ
skid	ˈsɡiðˀ
stol	ˈsdoːˀl
interesseret	entʁɛˈseːˀɐð
hård	ˈhɒːˀ
skam	ˈsɡɑmˀ
gaden	ˈɡaːðən
jim	ˈdjem
bed	ˈbeːˀ
gravid	ɡʁɑˈviðˀ
nervøs	nɛɐˈvøːˀs
satan	ˈsaːtan
lukke	ˈlɔɡə
vælge	ˈvɛljə
krigen	ˈkʁiːˀən
drengen	ˈdʁɛŋˀən
hvilke	ˈvelɡə
tjener	ˈtjɛːˀnɐ
magt	ˈmɑɡd
stoffer	ˈsdɐfɐ
fart	ˈfɑːˀd
hel	ˈheːˀl
fremtiden	ˈfʁɛmˌtiðˀən
venlig	ˈvɛnli
enten	ˈɛndən
ray	ˈʁej
hul	ˈhuːˀl
flyve	ˈflyːvə
tusind	ˈtuːˀsen
derhen	ˈdeɐˀˌhɛn
smid	ˈsmiðˀ
o	ˈoːˀ
ordner	ˈɒːdnɐ
forlader	fɒˈlaðˀɐ
sko	ˈsɡoːˀ
evigt	ˈeːvid
enig	ˈeːni
bagefter	ˈbaːˀˌɛfdɐ
morder	ˈmoɐdɐ
frøken	ˈfʁøːˀɡən
opgave	ˈɐbˌɡaːvə
alvorligt	alˈvɒːˀlid
bill	ˈbil
plejede	ˈplɑjəðə
nødvendigt	nøðˈvɛnˀdid
skrid	ˈsɡʁiðˀ
farligt	ˈfɑːlid
nar	ˈnɑːˀ
personligt	pɛɐˈsoːˀnlid
nyheder	ˈnyˌheðˀɐ
hov	ˈhɐwˀ
søger	ˈsøːɐ
vandt	ˈvanˀd
richard	ˈʁiˌkɑːd
sjæl	ˈʃɛːˀl
særlig	ˈsɛɐli
ekstra	ˈɛɡsdʁɑ
sværger	ˈsvɛɐwɐ
såret	ˈsɒːˀɐð
klarede	ˈklɑːɐðə
bar	ˈbɑːˀ
valgte	ˈvalˀdə
forsvind	fɒˈsvenˀ
klaret	ˈklɑːɐð
løbet	ˈløːˀbəð
mors	ˈmɒːs
ligge	ˈleɡə
begyndt	beˈɡønˀd
bekymre	beˈkømˀʁɐ
lav	ˈlawˀ
røre	ˈʁœːɐ
flyt	ˈflød
lytter	ˈlydɐ
besøg	beˈsøːˀ
spillet	ˈsbelˀəð
planen	ˈplaːˀnən
endda	enˈda
red	ˈʁeðˀ
åbenbart	ˈɔːbənˌbɑːˀd
tommy	ˈtɐmi
jesus	ˈjeːsus
nød	ˈnøðˀ
dér	ˈdeɐˀ
især	iˈsɛɐˀ
festen	ˈfɛsdən
lukker	ˈlɔɡɐ
ifølge	iˈføljə
mindst	ˈmenˀsd
kampen	ˈkɑmˀbən
ramt	ˈʁɑmˀd
konge	ˈkɐŋə
himlen	ˈhemlən
jobbet	ˈdjɐbəð
søvn	ˈsœwˀn
området	ˈɐmˌʁɔːðəð
is	ˈiːˀs
klog	ˈklɔwˀ
flytter	ˈflødɐ
læser	ˈlɛːˀsɐ
tjek	ˈtjɛɡ
købt	ˈkøbd
åbn	ˈɔːˀbən
ild	ˈilˀ
fjols	ˈfjɐlˀs
ordre	ˈɒːˀdʁɐ
vore	ˈvɒːɐ
form	ˈfɒːˀm
flyet	ˈflyːˀəð
kontrol	kɐnˈtʁɐlˀ
fortsætter	ˈfɒːdˌsɛdɐ
retten	ˈʁɛdən
glemmer	ˈɡlɛmɐ
rum	ˈʁɔmˀ
claire	ˈklɛɐ
tænder	ˈtɛnˀɐ
fatter	ˈfadɐ
lykkelig	ˈløɡəli
nærheden	ˈnɛɐˌheðˀən
kammerat	kɑməˈʁɑːˀd
pokkers	ˈpɐɡɐs
ventet	ˈvɛndəð
glas	ˈɡlas
skabe	ˈsɡaːbə
åbner	ˈɔːbnɐ
falde	ˈfalə
følte	ˈføːˀldə
planer	ˈplaːˀnɐ
særligt	ˈsɛɐlid
ryggen	ˈʁøɡən
blandt	ˈblanˀd
r	ˈɛɐ
myrdet	ˈmyɐdəð
fandeme	ˈfanəmə
mark	ˈmɑːɡ
navnet	ˈnɑwˀnəð
paris	pɑˈʁiːˀs
bevise	beˈviːˀsə
tilfælde	ˈtelˌfɛlˀə
lagt	ˈlɑɡd
pistolen	piˈsdoːˀlən
bob	ˈbɐb
hed	ˈheðˀ
tjene	ˈtjɛːnə
lyve	ˈlyːvə
hverken	ˈvɛɐɡən
vilje	ˈviljə
tit	ˈtid
rachel	ˈʁejtjel
glæder	ˈɡlɛːðɐ
ovenpå	ˈɐwənˌpɔːˀ
takke	ˈtɑɡə
præsidenten	pʁesiˈdɛnˀdən
forbandede	fɒˈbanˀəðə
derfra	ˈdeɐˀˌfʁɑːˀ
bringe	ˈbʁeŋə
fungerer	fɔŋˈɡeːˀɐ
medicin	mediˈsiːˀn
oplysninger	ˈɐbˌlyːˀˌsneŋˀɐ
røde	ˈʁøːðə
lækker	ˈlɛɡɐ
stakkels	ˈsdɑɡels
hjerne	ˈjɛɐnə
drømme	ˈdʁɐmə
onde	ˈɔnə
dårlige	ˈdɒːˌliːˀə
dybt	ˈdybd
mødtes	ˈmødəs
undgå	ˈɔnˌɡɔːˀ
dejlig	ˈdɑjli
vågn	ˈvɔwˀn
kæmper	ˈkɛmbɐ
parat	pɑˈʁɑːˀd
håb	ˈhɔːˀb
dernede	ˈdeɐˀˌneːðə
chancen	ˈʃɑŋsən
betalt	beˈtaːˀld
fremtid	ˈfʁɛmˌtiðˀ
højere	ˈhɐjɐɐ
overstået	ˈɐwɐˌsdɔːˀəð
gratis	ˈɡʁɑːdis
beslutning	beˈsludneŋ
dygtig	ˈdøɡdi
frygt	ˈfʁøɡd
venligst	ˈvɛnlisd
selvmord	ˈsɛlˌmoɐˀ
skud	ˈsɡuð
kys	ˈkøs
stjæle	ˈsdjɛːlə
ofte	ˈɐfdə
gulvet	ˈɡɔlˀəð
plejer	ˈplɑjɐ
anholdt	ˈanˌhɐlˀd
skib	ˈsɡiːˀb
overleve	ˈɐwɐˌleːˀvə
ændret	ˈɛndʁɐð
glæde	ˈɡlɛːðə
stak	ˈsdɑɡ
smart	ˈsmɑːˀd
sengen	ˈsɛŋˀən
forskel	ˈfɒːˌsɡɛlˀ
ventede	ˈvɛndəðə
fornøjelse	fɒˈnɐjˀəlsə
lægen	ˈlɛːən
tjekke	ˈtjɛɡə
london	ˈlɐndɐn
martin	ˈmɑːtin
partner	ˈpɑːdnɐ
hvid	ˈviðˀ
vagt	ˈvaːˀd
føre	ˈføːɐ
bobby	ˈbɐbi
skoven	ˈsɡɐwˀən
tanker	ˈtɑŋɡɐ
ansvar	ˈanˌsvɑːˀ
km	kiloˈmeːˀdɐ
fyldt	ˈfylˀd
vælger	ˈvɛljɐ
billy	ˈbili
efterlod	ˈɛfdɐˌloðˀ
smerte	ˈsmɛɐdə
satans	ˈsaːtans
røg	ˈʁɐjˀ
dræb	ˈdʁeːˀb
giftes	ˈɡifdəs
varmt	ˈvɑːˀmd
støtte	ˈsdødə
meningen	ˈmeːˌneŋˀən
sten	ˈsdeːˀn
hyggeligt	ˈhyɡəlid
savnet	ˈsɑwˀnəð
derefter	ˈdeɐˀˌɛfdɐ
vigtig	ˈveɡdi
forsvinder	fɒˈsvenˀɐ
steve	ˈsdiːv
gælder	ˈɡɛlˀɐ
styre	ˈsdyːɐ
låne	ˈlɔːnə
deroppe	ˈdeɐˀˌɐbe
fyret	ˈfyːɐð
startede	ˈsdɑːdəðə
chris	ˈkʁis
skibet	ˈsɡiːˀbəð
mærkeligt	ˈmɛɐɡəlid
fisk	ˈfesɡ
område	ˈɐmˌʁɔːðə
bestemmer	beˈsdɛmˀɐ
bortset	ˈbɒːdˌseːˀd
kald	ˈkalˀ
ældre	ˈɛldʁɐ
overraskelse	ˈɐwɐˌʁɑsɡəlsə
ramte	ˈʁɑmˀdə
lytte	ˈlydə
flyver	ˈflyːˀvɐ
fjerne	ˈfjɛɐnə
fødselsdag	ˈføselsˌdaːˀ
solen	ˈsoːˀlən
love	ˈlɔːvə
kongen	ˈkɐŋən
hemmelighed	ˈhɛməliˌheðˀ
spændende	ˈsbɛnənə
hest	ˈhɛsd
will	ˈwil
stjålet	ˈsdjɔːləð
styrke	ˈsdyɐɡə
fængslet	ˈfɛŋˀsləð
hænger	ˈhɛŋˀɐ
forestille	ˈfɒːɐˌsdelˀə
spillede	ˈsbeləðə
bære	ˈbɛːɐ
kørt	ˈkøɐˀd
dét	ˈde
ødelægger	ˈøːðəˌlɛɡɐ
pigerne	ˈpiːɐnə
bringer	ˈbʁeŋˀɐ
udmærket	ˈuðˌmɛɐɡəð
sørge	ˈsœɐwə
walter	ˈvalˀdɐ
smutter	ˈsmudɐ
te	ˈteːˀ
vend	ˈvɛnˀ
hær	ˈhɛɐˀ
d	ˈdeːˀ
thomas	ˈtɐmas
skridt	ˈsɡʁid
brænder	ˈbʁɛnˀɐ
of	ˈɐv
fed	ˈfeðˀ
fanger	ˈfɑŋɐ
hotel	hoˈtɛlˀ
vin	ˈviːˀn
virke	ˈviɐɡə
situation	siduaˈʃoːˀn
stikker	ˈsdeɡɐ
sørg	ˈsœɐˀw
derind	ˈdeɐˀˌenˀ
løjtnant	ˈlɐjdˌnanˀd
lugter	ˈlɔɡdɐ
glip	ˈɡleb
forsøg	fɒˈsøːˀ
koster	ˈkɐsdɐ
jord	ˈjoɐˀ
boede	ˈboːəðə
amerikanske	ɑməʁiˈkaːˀnsɡə
eddie	ˈɛdi
liget	ˈliːˀəð
johnny	ˈdjɐni
gemmer	ˈɡɛmˀɐ
forbindelse	fɒˈbenˀəlsə
tilhører	ˈtelˌhøːˀɐ
vegne	ˈveːnə
bordet	ˈboːˀɐð
kælling	ˈkɛleŋ
opkald	ˈɐbˌkalˀ
daniel	ˈdaːˀnjɛl
munden	ˈmɔnˀən
kontoret	kɐnˈtoːˀɐð
start	ˈsdɑːˀd
bedt	ˈbeːˀd
svare	ˈsvɑːɐ
kate	ˈkɛjd
sindssyg	ˈsenˀsˌsyːˀ
selskab	ˈsɛlˌsɡaːˀb
bryde	ˈbʁyːðə
glade	ˈɡlaːðə
vidne	ˈviðnə
kraft	ˈkʁɑfd
regler	ˈʁeːˀlɐ
uheld	ˈuˌhɛlˀ
halvt	ˈhalˀd
synge	ˈsøŋə
båd	ˈbɔːˀð
forsvundet	fɒˈsvɔnˀəð
bogen	ˈbɔwˀən
nøglen	ˈnɐjlən
knap	ˈknɑb
sager	ˈsaːɐ
gifte	ˈɡifdə
henne	ˈhɛnə
ødelagde	ˈøːðəˌlaːə
beholde	beˈhɐlˀə
rejs	ˈʁɑjˀs
lyt	ˈlyd
gal	ˈɡaːˀl
mester	ˈmɛsdɐ
gruppe	ˈɡʁubə
ganske	ˈɡansɡə
fuldstændig	ˈfulˌsdɛnˀdi
soldater	solˈdaːˀdɐ
tvivl	ˈtviwˀl
alder	ˈalˀɐ
læste	ˈlɛːˀsdə
luft	ˈlɔfd
ledte	ˈleːˀdə
besøge	beˈsøːˀə
biler	ˈbiːˀlɐ
absolut	ɑbsoˈlud
toilettet	toaˈlɛdəð
ofre	ˈɐfʁɐ
arthur	ˈɑːˌtuɐˀ
herude	ˈheɐˀˌuːðə
engelsk	ˈɛŋˀəlsɡ
ændrer	ˈɛndʁɐ
stiller	ˈsdelɐ
rend	ˈʁɛnˀ
forventer	fɒˈvɛnˀdɐ
drejer	ˈdʁɑjˀɐ
tabt	ˈtɑbd
politi	poliˈtiːˀ
hurtig	ˈhuɐdi
flygte	ˈfløɡdə
trist	ˈtʁisd
koldt	ˈkɐlˀd
sejt	ˈsɑjˀd
reglerne	ˈʁeːˀlɐnə
modtaget	ˈmoðˌtaːˀəð
halvdelen	ˈhalˌdeːˀlən
herhen	ˈheɐˀˌhɛn
kræfter	ˈkʁɛfdɐ
navne	ˈnɑwnə
frisk	ˈfʁesɡ
dommer	ˈdɐmɐ
brev	ˈbʁewˀ
la	ˈlɑ
dean	ˈdiːn
jane	ˈjaːnə
procent	pʁoˈsɛnˀd
minut	miˈnud
amerika	aˈmeɐˀika
liste	ˈlesdə
skæbne	ˈsɡɛːbnə
fod	ˈfoðˀ
rige	ˈʁiːə
vor	ˈvɒ
kop	ˈkɐb
professor	pʁoˈfɛsɐ
varm	ˈvɑːˀm
vinduet	ˈvenˌduːˀəð
vrede	ˈvʁɛːðə
hop	ˈhɐb
morgenmad	ˈmɒːɐnˌmað
smed	ˈsmeðˀ
maden	ˈmaːðən
tabte	ˈtɑbdə
fulgte	ˈfuldə
samtale	ˈsɑmˌtaːˀlə
anna	ˈana
låst	ˈlɔːˀsd
pik	ˈpeɡ
kevin	ˈkɛvin
svaret	ˈsvɑːˀɐð
ordrer	ˈɒːˀdʁɐ
træ	ˈtʁeːˀ
svarer	ˈsvɑːɐ
korrekt	kɒˈʁɛɡd
ma	ˈmɑː
langsomt	ˈlɑŋˌsɐmˀd
håbede	ˈhɔːbəðə
brødre	ˈbʁøðʁɐ
nærmere	ˈnɛɐmɐɐ
smide	ˈsmiːðə
guld	ˈɡul
robert	ˈʁoːˀbɐd
gemme	ˈɡɛmə
herind	ˈheɐˀˌenˀ
stoppede	ˈsdɐbəðə
loven	ˈlɔːˀvən
kød	ˈkøð
dave	ˈdɛjv
optaget	ˈɐbˌtaːˀəð
gangen	ˈɡɑŋˀən
bærer	ˈbɛːɐ
million	miliˈoːˀn
hævn	ˈhɛwˀn
spist	ˈsbiːsd
offer	ˈɐfɐ
ed	ˈeðˀ
rører	ˈʁœːɐ
ovre	ˈɐwʁɐ
smutte	ˈsmudə
ryan	ˈʁɑjan
and	ˈanˀ
sergent	sɛɐˈʃanˀd
skifter	ˈsɡifdɐ
dens	ˈdɛnˀs
havet	ˈhaːˀvəð
pause	ˈpɑwsə
amy	ˈɛjmi
derhjemme	ˈdeɐˌjɛmə
washington	ˈwɐʃeŋˌtɐn
bank	ˈbɑŋˀɡ
valgt	ˈvalˀd
overfor	ˈɐwˀɐˌfɒ
hjertet	ˈjɛɐdəð
mission	miˈʃoːˀn
tilladelse	ˈteˌlaðˀəlsə
charles	ˈtjɑːls
soldat	solˈdaːˀd
trods	ˈtʁɐs
styrer	ˈsdyːɐ
led	ˈleðˀ
stikke	ˈsdeɡə
dukker	ˈdɔɡɐ
street	ˈsdʁiːd
bevis	beˈviːˀs
grin	ˈɡʁiːˀn
skabt	ˈsɡɑbd
slag	ˈslaːˀ
halsen	ˈhalˀsən
tjekker	ˈtjɛɡɐ
kiggede	ˈkiɡəðə
bygge	ˈbyɡə
forretning	fɒˈʁɛdneŋ
snakkede	ˈsnɑɡəðə
forfærdeligt	fɒˈfɛɐˀdəlid
vidt	ˈvid
bøger	ˈbøːˀɐ
målet	ˈmɔːˀləð
barry	ˈbɑi
arm	ˈɑːˀm
billedet	ˈbeleðəð
høje	ˈhɐjə
ted	ˈtɛd
bygningen	ˈbyˌɡneŋˀən
rene	ˈʁeːnə
beskytter	beˈsɡødɐ
tante	ˈtandə
pakke	ˈpɑɡə
totalt	toˈtaːˀld
magi	maˈɡi
løse	ˈløːsə
vidst	ˈvesd
fortræd	fɒˈtʁeð
morderen	ˈmoɐdɐɐn
kvinden	ˈkvenən
klasse	ˈklasə
trænger	ˈtʁɛŋˀɐ
uskyldig	uˈsɡylˀdi
skiderik	ˈsɡiðˀəʁeɡ
ferie	ˈfeɐˀjə
skyldig	ˈsɡyldi
forsvinde	fɒˈsvenˀə
frihed	ˈfʁiˌheðˀ
ansigtet	ˈanˌseɡdəð
kilometer	kiloˈmeːˀdɐ
city	ˈsidi
næppe	ˈnɛbə
smil	ˈsmiːˀl
overlever	ˈɐwɐˌleːˀvɐ
dan	ˈdanˀ
træner	ˈtʁeːˀnɐ
flyttede	ˈflødəðə
undersøge	ˈɔnɐˌsøːˀə
godaften	ɡoˈɑfdən
farlig	ˈfɑːli
ægteskab	ˈɛɡdəˌsɡaːˀb
mørke	ˈmœɐɡə
seneste	ˈseːnəsdə
emily	ˈɛmili
ulykke	ˈuˌløɡə
skjule	ˈsɡjuːlə
ugen	ˈuːən
ond	ˈɔnˀ
t	ˈteːˀ
angrebet	ˈanˌɡʁeːˀbəð
firma	ˈfiɐma
jason	ˈdjɛjsen
lee	ˈliː
computer	kɐmˈpjuːdɐ
personer	pɛɐˈsoːˀnɐ
lyd	ˈlyðˀ
aftenen	ˈɑfdənən
ballade	baˈlaːðə
eksempel	ɛɡˈsɛmˀbəl
fede	ˈfeːðə
cia	ˈsiːa
skilt	ˈsɡelˀd
lokale	loˈkaːˀlə
opmærksomhed	ɐbˈmɛɐɡsɐmˌheðˀ
kjole	ˈkjoːlə
fjern	ˈfjɛɐˀn
major	maˈjoɐˀ
bekymrer	beˈkømˀʁɐ
bort	ˈbɒːd
sluk	ˈslɔɡ
sherif	ˈʃɛʁif
forsøge	fɒˈsøːˀə
filmen	ˈfilˀmən
nåde	ˈnɔːðə
herover	ˈheɐˀˌɐwɐ
rod	ˈʁoðˀ
rummet	ˈʁɔmˀəð
betalte	beˈtaːˀldə
rød	ˈʁøðˀ
toget	ˈtɔwˀəð
taske	ˈtasɡə
spis	ˈsbiːˀs
solgt	ˈsɐlˀd
hænge	ˈhɛŋə
rig	ˈʁiːˀ
grunden	ˈɡʁɔnˀən
type	ˈtyːbə
luder	ˈluðˀɐ
mands	ˈmanˀs
maria	mɑˈʁiːˀa
gudskelov	ˈɡuðsɡəˌlɐw
joey	ˈdjɔwi
spiste	ˈsbiːˀsdə
tider	ˈtiːðɐ
bryllup	ˈbʁølɐb
skylden	ˈsɡylˀən
kat	ˈkad
utrolig	uˈtʁoːˀli
enige	ˈeːˌniːˀə
regeringen	ʁeˈɡeːˀˌʁeŋˀən
hvile	ˈviːlə
ordentligt	ˈɒːˀdənlid
æg	ˈɛːˀɡ
rose	ˈʁoːsə
drik	ˈdʁeɡ
brian	ˈbʁiːan
adam	ˈaːdɑm
kaldes	ˈkaləs
sørger	ˈsœɐwɐ
spørgsmålet	ˈsbœɐˌsmɔːˀləð
tilbud	ˈtelˌbuð
gas	ˈɡas
drengene	ˈdʁɛŋənə
bud	ˈbuð
gæt	ˈɡɛd
deler	ˈdeːˀlɐ
chefen	ˈʃɛːˀfən
fremad	ˈfʁɛmˀˌað
vilde	ˈvilə
brænde	ˈbʁɛnə
solgte	ˈsɐlˀdə
fulde	ˈfulə
kirken	ˈkiɐɡən
imellem	iˈmɛlˀəm
løfte	ˈløfdə
adresse	aˈdʁɛsə
jaså	jaˈsɐ
evner	ˈɛwnɐ
bedstefar	ˈbɛsdəˌfɑː
tiders	ˈtiːðɐs
sara	ˈsɑːʁɑ
tidlig	ˈtiðli
kysse	ˈkøsə
dække	ˈdɛɡə
nåede	ˈnɔːəðə
varme	ˈvɑːmə
undskyldning	ˈɔnˌsɡylˀneŋ
tanke	ˈtɑŋɡə
rolle	ˈʁɐlə
skaber	ˈsɡaːˀbɐ
vigtigste	ˈveɡdisdə
overrasket	ˈɐwɐˌʁɑsɡəð
angående	ˈanˌɡɔːˀənə
regne	ˈʁɑjnə
desuden	deˈsuːðən
fælde	ˈfɛlə
skriv	ˈsɡʁiwˀ
energi	enɛɐˈɡiːˀ
tøs	ˈtøːˀs
køkkenet	ˈkøɡənəð
minde	ˈmenə
gid	ˈɡiðˀ
bedstemor	ˈbɛsdəˌmoɐ
varer	ˈvɑːɐ
privat	pʁiˈvaːˀd
visse	ˈvesə
endte	ˈɛndə
smider	ˈsmiðˀɐ
drop	ˈdʁɐb
muligvis	ˈmuːliˌviːˀs
års	ˈɒːˀs
fjender	ˈfjenɐ
række	ˈʁɛɡə
forstod	fɒˈsdoðˀ
årevis	ˈɒːɐˌviːˀs
karriere	kɑiˈɛːɐ
synd	ˈsønˀ
morsomt	ˈmoɐˌsɐmˀd
andy	ˈaːnˌdi
hunde	ˈhunə
carter	ˈkɑːdɐ
skifte	ˈsɡifdə
tæller	ˈtɛlɐ
smager	ˈsmaːɐ
lukkede	ˈlɔɡəðə
perfekte	pɛɐˈfɛɡdə
all	ˈɒːl
smut	ˈsmud
scott	ˈsɡɐd
regel	ˈʁeːˀəl
tosset	ˈtɐsəð
william	ˈvilˀjɑm
voksen	ˈvɐɡsən
right	ˈʁɑjd
skøre	ˈsɡøːɐ
virkeligt	ˈviɐɡəlid
fredag	ˈfʁeːˀda
dronning	ˈdʁɐneŋ
forladt	fɒˈlad
position	posiˈʃoːˀn
san	ˈsan
dans	ˈdanˀs
kaste	ˈkasdə
sej	ˈsɑjˀ
ah	ˈaː
tekster	ˈtɛɡsdɐ
tillid	ˈteˌliðˀ
bombe	ˈbɔmbə
flyttet	ˈflødəð
hernede	ˈheɐˀˌneːðə
nævnte	ˈnɛwndə
mareridt	ˈmɑːɐˌʁid
reddet	ˈʁeðəð
muligheder	ˈmuːliˌheðˀɐ
super	ˈsuːˀbɐ
lød	ˈløðˀ
stands	ˈsdanˀs
hejsa	ˈhɑjsa
stærkt	ˈsdɛɐɡd
specielt	sbeˈʃɛlˀd
rom	ˈʁɐmˀ
floden	ˈfloðˀən
kniv	ˈkniwˀ
rejste	ˈʁɑjˀsdə
louis	ˈluːi
hemmeligheder	ˈhɛməliˌheðˀɐ
holdet	ˈhɐlˀəð
foretrækker	ˈfɒːɐˌtʁɛɡɐ
listen	ˈlesdən
betyde	beˈtyðˀə
sært	ˈsɛɐˀd
båden	ˈbɔːˀðən
samle	ˈsɑmlə
matt	ˈmad
mistænkte	ˈmisˌtɛŋˀdə
herovre	ˈheɐˀˌɐwʁɐ
rammer	ˈʁɑmɐ
fine	ˈfiːnə
slappe	ˈslɑbə
forklarer	fɒˈklɑːˀɐ
dna	deːɛˈnaːˀ
succes	syɡˈse
situationen	siduaˈʃoːˀnən
heldige	ˈhɛlˌdiːˀə
simon	ˈsimɐn
don	ˈdɐn
bruges	ˈbʁuːəs
systemet	syˈsdeːˀməð
banken	ˈbɑŋˀɡən
gæster	ˈɡɛsdɐ
historier	hiˈsdoɐˀjɐ
carl	ˈkɑːˀl
græde	ˈɡʁɛːðə
av	ˈɑwˀ
vågen	ˈvɐwən
opdagede	ˈɐbˌdaːˀəðə
samlet	ˈsɑmləð
regner	ˈʁɑjˀnɐ
lisa	ˈliːsa
hotellet	hoˈtɛlˀəð
kamera	ˈkaːˀməʁɑ
information	enfɒmaˈʃoːˀn
leger	ˈlɑjɐ
dæk	ˈdɛɡ
mobil	moˈbiːˀl
retning	ˈʁɛdneŋ
planlagt	ˈplaːnˌlɑɡd
trak	ˈtʁɑɡ
nærmer	ˈnɛɐmɐ
stærkere	ˈsdɛɐɡɐɐ
luke	ˈluːɡ
falsk	ˈfalˀsɡ
hank	ˈhɑŋˀɡ
øen	ˈøːˀən
efterlade	ˈɛfdɐˌlaðˀə
vågner	ˈvɔwnɐ
vigtige	ˈveɡˌdiːˀə
skære	ˈsɡɛːɐ
fødder	ˈføðˀɐ
lange	ˈlɑŋə
oliver	ˈɐlivɐ
nægter	ˈnɛɡdɐ
kors	ˈkɒːs
veninde	vɛˈnenə
normal	nɒˈmaːˀl
bygget	ˈbyɡəð
fætter	ˈfɛdɐ
firmaet	ˈfiɐˌmaːˀəð
folkens	ˈfɐlˀɡəns
faldet	ˈfalˀəð
tættere	ˈtɛdɐɐ
knæ	ˈknɛːˀ
stærke	ˈsdɛɐɡə
vanvittig	ˈvanˌvidi
flok	ˈflɐɡ
bevæger	beˈvɛːˀɐ
lyde	ˈlyːðə
lady	ˈlɛjdi
hæren	ˈhɛːˀɐn
skræmmende	ˈsɡʁɛmənə
savne	ˈsɑwnə
mexico	ˈmɛɡsiˌko
hundrede	ˈhunʁɐðə
lord	ˈlɒːd
jerry	ˈdjɛɐi
gøres	ˈɡœːɐs
meste	ˈmeːˀsdə
lugte	ˈlɔɡdə
show	ˈʃɔw
starten	ˈsdɑːˀdən
lily	ˈlili
kroppen	ˈkʁɐbən
dobbelt	ˈdɐbəld
bukserne	ˈbɔɡsɐnə
smidt	ˈsmid
emma	ˈɛma
los	ˈlɐs
skader	ˈsɡaːðɐ
danser	ˈdansɐ
nået	ˈnɐˀəð
vundet	ˈvɔnəð
rapport	ʁɑˈpɒːd
stinker	ˈsdeŋˀɡɐ
nyder	ˈnyðˀɐ
unger	ˈɔŋˀɐ
bånd	ˈbɐnˀ
griner	ˈɡʁiːˀnɐ
besluttet	beˈsludəð
opfører	ˈɐbˌføːˀɐ
