# Punjabi CROSS-SCRIPT restoration lexicon — real Shahmukhi spelling ⇥ GOLD canonical IPA.
# The IPA comes from the VOWELED Gurmukhi sister-spelling (kaikki dual-script pairs) via our Gurmukhi g2p,
# so it restores the short vowels + majhūl و/ی + retroflex ن/ݨ the Shahmukhi abjad drops. CC-BY-SA (kaikki).
# SECOND SOURCE: pa↔pnb Wikipedia TITLE pairs (Wikidata sitelinks; 18,930 dual-wiki articles), word-aligned
# positionally when token counts match — every pair clears the same skeleton gate (a re-worded title
# differs in its plain consonants and is dropped: ਮਹਾਤਮਾ/موہن). Titles are CC-BY-SA like the rest.
# Consonant-skeleton gated. Regenerate: tools/perso-arabic/build_gurmukhi_shahmukhi.ts
آؤچ	ˈaːʊt͡ʃ
انجوری	ˈə̃ɲd͡ʒoːɾiː
انجیر	ə̃ɲd͡ʒˈiːɾ
انجینئر	ˈɪ̃ɲd͡ʒiːniːəɾ
انجینیئر	ˈɪ̃ɲd͡ʒiːniːəɾ
انجݨ	ˈɪ̃ɲd͡ʒəɳ
انداز	ə̃n̪d̪ˈaːz
اندازہ	ˈə̃n̪d̪aːzaː
اندر	ˈə̃n̪d̪əɾ
اندرا	ˈɪ̃n̪d̪əɾaː
اندرابی	ˈə̃n̪d̪əɾaːbiː
اندرانی	ˈɪ̃n̪d̪əɾaːɳiː
اندرجیت	ɪ̃n̪d̪əɾd͡ʒˈiːt̪
اندرلی	ˈə̃n̪d̪əɾliː
اندرون	ə̃n̪d̪əɾˈuːn
اندرونی	ˈə̃n̪d̪əɾuːniː
اندرپرستھ	ˈɪ̃n̪d̪əɾəpɾəsət̪ʰ
اندو	ˈɪ̃n̪d̪uː
اندور	ɪ̃n̪d̪ˈɔːɾ
اندوری	ˈɪ̃n̪d̪ɔːɾiː
اندومتی	ɪ̃n̪d̪ˈuːmt̪iː
اندیجان	ə̃n̪d̪iːd͡ʒˈaːn
اندیرا	ˈɪ̃n̪d̪əɾaː
انزائم	ɛːnːəzaːˈiːm
انسان	ɪnsˈaːn
انسانی	ɪnsˈaːniː
انسانیت	ɪnsaːnˈiːət̪
انصاری	ənsˈaːɾiː
انصاف	ɪnsˈaːf
انعام	ɪnˈaːm
انعم	ˈənəm
انملا	ˈənmʊlːaː
انمول	ənmˈoːl
انناس	ənaːnˈaːs
اننترام	ənə̃n̪t̪əɾˈaːm
انند	ənˈə̃n̪d̪
انو	ˈəɳuː
انواد	ənʊʋˈaːd̪
انوبھا	ənˈʊ˥˩baː
انوتائی	ənuːt̪ˈaːiː
انوجا	ˈənʊd͡ʒaː
انورادھا	ənʊɾˈaː˥˩d̪aː
انوراگ	ənʊɾˈaːɡ
انوسار	ənʊsˈaːɾ
انوشکا	ənˈʊʃkaː
انوشہ	ˈənʊʃɛː
انوشے	ˈənʊʃiː
انوما	ənˈoːmaː
انومتا	ənˈʊmt̪aː
انوپ	ənˈuːp
انوپریا	ənʊpɾˈiːjaː
انوپم	ənˈuːpəm
انوپما	ənˈʊpmaː
انوکھا	əɳˈoːkʰaː
انوں	ˈɪ̃nũ
انٹارکٹکا	ˈə̃ɳʈaːɾəkʈɪkaː
انٹر	ˈɪ̃ɳʈəɾ
انٹرنیشنل	ɪ̃ɳʈəɾnˈɛːʃnəl
انٹرنیٹ	ɪ̃ɳʈəɾnˈɛːʈː
انٹینا	ˈɛ̃ɳʈiːnaː
انچار	ə̃ɲt͡ʃˈaːɾ
انچن	ˈɪɲt͡ʃən
انڈسٹ	ˈə̃ɳɖəsəʈ
انڈمان	ə̃ɳɖeːmˈaːn
انڈورا	ˈə̃ɳɖoːɾaː
انڈکشن	ˈɪ̃ɳɖəkʃən
انڈکٹر	ˈɪ̃ɳɖəkʈəɾ
انڈیئنز	ˈɪ̃ɳɖiːənəz
انڈیز	ɛ̃ɳɖˈiːz
انڈیم	ˈɪ̃ɳɖiːəm
انڈین	ˈɪ̃ɳɖiːən
انکولا	ˈə̃ŋkoːlaː
انکھ	ˈəɳəkʰ
انکیتا	ˈə̃ŋkɪt̪aː
انگا	ˈə̃ŋɡaː
انگار	ə̃ŋɡˈaːɾ
انگارسک	ə̃ŋɡˈaːɾsək
انگل	ˈʊ̃ŋɡəl
انگور	ə̃ŋɡˈuːɾ
انگورل	ə̃ŋɡuːɾˈaːl
انگوری	ˈə̃ŋɡuːɾiː
انگولا	ˈə̃ŋɡoːlaː
انگوٹھا	ˈə̃ŋɡuːʈʰaː
انگی	ˈə̃ŋɡiː
انہد	ˈənɦəd̪
انہوئی	ˈənɦʊiː
انی	ˈʊnːiː
انیا	ˈənjaː
انیتا	ənˈiːt̪aː
انیس	ənˈiːs
انیسہ	ənˈiːsaː
انیل	ˈənɪl
انیلا	ənˈiːlaː
انیما	ənˈiːmaː
انیمے	ɛːnˈiːmeː
انیندرا	ənˈĩn̪d̪əɾaː
انیہہ	ʊnːˈiːɦ
او	ˈoː
اوئی	ˈoːeː
اوئے	ˈoːeː
اوانکار	oːə̃ŋkˈaːɾ
اواں	ˈʊã
اوباما	oːbˈaːmaː
اوبامہ	oːbˈaːmaː
اوبدا	ʊbˈeːd̪aː
اوبرائے	ˈoːbɾaːeː
اوبلاست	ˈoːblaːsət̪
اوبیلیڈ	oːbiːlˈeːɖ
اوتارا	ˈʊt̪ːəɾaː
اوتھے	ˈʊt̪ʰːeː
اوجسوی	oːd͡ʒˈəsʋiː
اوجلا	ˈɔːd͡ʒlaː
اوجھ	ˈoː˥˩d͡ʒ
اوجھا	ˈoː˥˩d͡ʒaː
اود	ˈuːd̪
اودا	ˈuːd̪aː
اوداں	ˈoːd̪ã
اودن	ˈoːd̪əɳ
اودوما	ʊd̪ˈuːmaː
اودوں	ˈʊd̪õ
اودھم	ˈuː˥˩d̪əm
اور	ˈɔːɾ
اورئی	ˈʊɾəiː
اورحان	oːɾɦˈaːn
اورسٹڈ	oːɾˈəsʈəɖ
اورلیس	ɔːɾeːlˈiːəs
اورویل	aːɾʋˈɛːlː
اورٹونا	ˈɔːɾʈoːnaː
اورینم	oːɾˈiːnəm
اورینٹل	oːɾiːˈɛ̃ɳʈəl
اوریکنرن	oːɾeːkuːnɾˈiːn
اوریگون	ɔːɾˈeːɡən
اوزون	oːzˈoːn
اوزی	ˈʊziː
اوزیل	ˈoːzɪl
اوس	ˈoːs
اوساکا	oːsˈaːkaː
اوسط	ˈɔːsət̪
اوسلو	ˈoːsloː
اوسمیم	ˈoːsmiːəm
اوسنات	ˈoːsnət̪
اوسپ	ˈɔːsɪp
اوسکر	ɔːskˈaːɾ
اوشا	ˈuːʃaː
اوشاک	ʊʃˈaːk
اولا	ˈoːlaː
اولاد	ɔːlˈaːd̪
اولامیڈ	oːlaːmaːˈiːɖ
اولان	ʊlˈaːn
اولمپک	oːlˈə̃mpɪk
اولمپکس	oːlˈə̃mpɪkəs
اولورو	ˈʊlʊɾuː
اولوریمی	oːluːɾˈeːmiː
اولڈ	ˈoːləɖ
اولکھ	ˈɔːləkʰ
اولگا	ˈoːlɡaː
اولیشا	oːlˈeːʃaː
اولینا	oːlˈeːnaː
اوم	ˈoːm
اوما	ˈʊmaː
اومایاما	ʊmaːjˈaːmaː
اومریگر	ʊmɾˈiːɡəɾ
اون	ˈɔːn
اونا	ˈuːnaː
اوناسس	oːnˈaːsɪs
اونساگر	ˈaːnsaːɡəɾ
اونکار	oːə̃ŋkˈaːɾ
اوور	ˈoːʋəɾ
اوورن	oːʋˈɛːɾniː
اوونز	ˈoːʋnəz
اووید	ˈoːʋɪd̪
اوٹاوا	oːʈˈaːʋaː
اوٹس	ˈoːʈəs
اوٹو	ˈoːʈoː
اوٹھ	ˈuːʈʰ
اوٹھݨی	ˈuːʈʰɳiː
اوپرا	ˈoːpɾaː
اوپروکت	ʊpɾˈoːkət̪
اوپن	ˈoːpən
اوپندر	ʊpˈɪ̃n̪d̪əɾ
اوپیرا	oːpˈeːɾaː
اوپیک	oːpˈɛːkː
اوپیکے	oːpˈeːkeː
اوچھالی	ʊt͡ʃʰˈaːliː
اوڈھ	ˈoːɖ
اوڈھو	ˈoː˥˩d̪oː
اوڈیسی	oːɖˈeːsiː
اوکاڑا	oːkˈaːɽaː
اوکسفرڈ	aːkəsfˈoːɾəɖ
اوکلاہوما	ˈoːklaːɦoːmaː
اوکھ	ˈɔːkʰ
اوکھا	ˈɔːkʰaː
اوکھلا	ˈoːkʰlaː
اوگیموونی	oːɡˈiːmʋɔːniː
اوہ	ˈʊɦ
اوہلا	ˈoːɦlaː
اوہلے	ˈoːɦleː
اوہم	ˈoːɦəm
ايتو	ˈɪt̪oː
اٹ	ˈɪʈː
اٹاری	əʈˈaːɾiː
اٹاوہ	ɪʈˈaːʋaː
اٹل	ˈəʈəlː
اٹلانٹا	əʈlˈãɳʈaː
اٹلانٹس	əʈlˈãɳʈɪs
اٹلس	ˈɛːʈləs
اٹلی	ˈɪʈliː
اٹو	ˈɔːʈoː
اٹوال	əʈʋˈaːl
اٹک	ˈəʈək
اٹکل	ˈəʈkəl
اٹکنسن	ˈɛːʈkɪnsən
اٹھ	ˈʊʈʰː
اٹھائی	əʈʰˈaːiː
اٹھاراں	əʈʰˈaːɾã
اٹھارھواں	əʈʰˈaːɾɦəʋã
اٹھاسی	əʈʰˈaːsiː
اٹھانویں	əʈʰˈaːnʋẽ
اٹھاں	ˈʊʈʰːã
اٹھاںہ	əʈʰˈãɦ
اٹھاہٹھ	əʈʰˈaːɦəʈʰ
اٹھتر	ˈəʈʰət̪ːəɾ
اٹھتی	ˈəʈʰət̪ːiː
اٹھدا	ˈʊʈʰːəd̪aː
اٹھدی	ˈʊʈʰːəd̪iː
اٹھدے	ˈʊʈʰːəd̪eː
اٹھن	ˈʊʈʰːəɳ
اٹھنا	ˈʊʈʰːəɳaː
اٹھو	ˈʊʈʰːoː
اٹھوارا	əʈʰʋˈaːɾaː
اٹھواں	ˈəʈʰːəʋã
اٹھی	ˈʊʈʰːiː
اٹھیاں	ˈʊʈʰːɪjã
اٹھے	ˈʊʈʰːeː
اٹیلا	ˈɛːʈɪlaː
اپاسنا	ʊpˈaːsnaː
اپاسیکا	ʊpˈaːsɪkaː
اپاچی	əpˈaːt͡ʃiː
اپر	ˈʊpːəɾ
اپرادھ	əpɾˈaː˥˩d̪
اپرنا	əpˈəɾɳaː
اپریل	əpɾˈɛːl
اپسرا	əpˈəsɾaː
اپسموہ	ʊpəsmˈuːɦ
اپشونا	oːpˈəʃnaː
اپل	ˈʊpːəl
اپلبدھ	ʊpəlbˈə˥˩d̪
اپنا	ˈaːpɳaː
اپنائن	ɛːpnaːˈiːn
اپندرجیت	ʊpɪ̃n̪d̪əɾd͡ʒˈiːt̪
اپنشد	ˈʊpnɪʃəd̪
اپواس	ʊpʋˈaːs
اپوروی	əpˈuːɾʋiː
اپٹن	ˈəpʈən
اپڈائیک	əpːəɖˈaːɪk
اچا	ˈʊt͡ʃːaː
اچار	ət͡ʃˈaːɾ
اچارن	ʊt͡ʃˈaːɾən
اچانک	ət͡ʃˈaːnək
اچتانندن	ət͡ʃʊt̪aːnˈə̃n̪d̪ən
اچنت	ət͡ʃˈɪ̃n̪t̪
اچنچیت	ət͡ʃəɲt͡ʃˈeːt̪
اچکزئی	ət͡ʃˈəkzəiː
اچکن	ˈət͡ʃkən
اچھا	ˈət͡ʃʰːaː
اچھامتی	ɪt͡ʃʰːˈaːmt̪iː
اچھر	ˈət͡ʃʰːəɾ
اچھرو	ˈət͡ʃʰːəɾuː
اڈ	ˈʊɖː
اڈئیے	ʊɖːəˈiːeː
اڈا	ˈəɖːaː
اڈاری	ʊɖˈaːɾiː
اڈان	ʊɖˈaːɳ
اڈاں	ˈʊɖːã
اڈاہو	aːɪɖˈaːɦoː
اڈاݨ	ʊɖˈaːɳ
اڈدا	ˈʊɖːəd̪aː
اڈدی	ˈʊɖːəd̪iː
اڈدے	ˈʊɖːəd̪eː
اڈمنڈ	ɛːɖmˈə̃ɳɖ
اڈن	ˈʊɖːəɳ
اڈنا	ˈʊɖːəɳaː
اڈو	ˈʊɖːoː
اڈوانی	əɖʋˈaːniː
اڈولف	əɖˈoːləf
اڈہ	ˈəɖːaː
اڈی	ˈəɖːiː
اڈیشا	oːɖˈiːʃaː
اڈیل	əɖˈɛːl
اڈیلن	əɖˈiːlɪn
اڈیک	ʊɖˈiːk
اڈیکاں	ʊɖˈiːkã
اڈیکدا	ʊɖˈiːkd̪aː
اڈیکدی	ʊɖˈiːkd̪iː
اڈیکدے	ʊɖˈiːkd̪eː
اڈیکن	ʊɖˈiːkəɳ
اڈیکنا	ʊɖˈiːkɳaː
اڈیکو	ʊɖˈiːkoː
اڈیکی	ʊɖˈiːkiː
اڈیکیں	ʊɖˈiːkẽ
اڈیکے	ʊɖˈiːkeː
اڈیکݨا	ʊɖˈiːkɳaː
اڈیں	ˈʊɖːẽ
اڈے	ˈʊɖːeː
اڑتا	ˈʊɽt̪aː
اڑمڑ	ˈʊɽmʊɽ
اڑیسی	ʊɽˈiːsiː
اک	ˈɪkː
اکئی	ˈəkːəiː
اکا	ˈəkːaː
اکاؤنا	ʊkˈaːʊɳaː
اکائی	ʊkˈaːiː
اکائیاں	ɪkaːˈiːã
اکابانا	iːkeːbˈaːnaː
اکادمی	əkˈɛːɖmiː
اکادمی،	əkˈaːd̪miː
اکاسی	ɪkˈaːsiː
اکال	əkˈaːl
اکالی	əkˈaːliː
اکانویں	ɪkˈaːnʋẽ
اکاہٹھ	ɪkˈaːɦəʈʰ
اکبر	ˈəkbəɾ
اکبرآبادی	əkəbɾaːbˈaːd̪iː
اکبری	əkˈəbɾiː
اکتارہ	ɪkːət̪ˈaːɾaː
اکتاہٹ	ʊkt̪ˈaːɦəʈ
اکتوبر	əkt̪ˈuːbəɾ
اکتی	ˈɪkət̪ːiː
اکثریت	əkəsɾˈiːət̪
اکرا	ˈəkɾaː
اکرم	ˈəkɾəm
اکرنی	ʊkːˈəɾniː
اکرپوری	əkˈəɾpʊɾiː
اکسائی	əksˈaːiː
اکشئے	ˈəkʃɛː
اکشتا	əkˈəʃt̪aː
اکشرا	əkˈəʃɾaː
اکشواکو	ɪkəʃʋˈaːkuː
اکشے	ˈəkʃɛː
اکمل	ˈəkməl
اکنا	ˈəkːəɳaː
اکنامکس	ɪknˈaːmɪkəs
اکنین	ˈəknɪn
اکولا	ˈəkʊlaː
اکھ	ˈəkʰː
اکھان	əkʰˈaːɳ
اکھاڑنا	ʊkʰˈaːɽnaː
اکھر	ˈəkʰːəɾ
اکھروٹ	əkʰɾˈoːʈ
اکھل	ˈʊkʰːəl
اکھلی	ˈʊkʰːəliː
اکھنور	əkʰnˈuːɾ
اکھنڈ	əkʰˈə̃ɳɖ
اکھڑواں	ʊkʰːˈəɽʋã
اکھی	ˈəkʰːiː
اکھیل	ˈəkʰɪl
اکہتر	ˈɪkɦət̪ːəɾ
اکی	ˈɪkːiː
اکیتین	aːkiːt̪ˈɛːn
اکیرا	ʊkˈeːɾaː
اکیلا	əkˈeːlaː
اکیلن	ˈəkɪlən
اکینینی	əkːiːnˈeːniː
اکیڈمی	əkˈaːd̪miː
اکݨا	ˈəkːəɳaː
اگ	ˈəɡː
اگاؤنا	ʊɡˈaːʊɳaː
اگاتھا	əɡˈaːt̪ʰaː
اگاسی	əɡˈaːsiː
اگالی	ʊɡˈaːɭiː
اگاہ	ʊɡˈaːɦ
اگاہی	ʊɡˈaːɦiː
اگایا	əɡːˈaːjaː
اگبو	ˈɪɡboː
اگر	ˈəɡəɾ
اگراہاں	ʊɡɾˈaːɦã
اگراہنا	ʊɡɾˈaːɦʊɳaː
اگراہی	ʊɡɾˈaːɦiː
اگربتی	əɡˈəɾbət̪ːiː
اگرتا	ʊɡˈəɾt̪aː
اگرتلا	əɡɾˈət̪laː
اگرسین	əɡəɾsˈɛːn
اگرنا	ʊɡːˈəɾnaː
اگرواد	ʊɡəɾʋˈaːd̪
اگروادی	ʊɡəɾʋˈaːd̪iː
اگروال	əɡəɾʋˈaːl
اگروالا	əɡəɾʋˈaːlaː
اگروہا	əɡɾˈoːɦaː
اگست	ˈəɡsət̪
اگم	ˈəɡəm
اگمنا	ʊɡˈəmɳaː
اگن	ˈəɡən
اگنا	ˈʊɡːəɳaː
اگنی	ˈəɡniː
اگنیہوتری	əɡniːɦˈoːt̪ɾiː
اگواؤنا	ʊɡʋˈaːʊɳaː
اگوائی	ʊɡʋˈaːiː
اگوں	ˈəɡːõ
اگھڑݨا	ˈʊ˥˩ɡːəɽnaː
اگھیڑنا	ʊ˥˩ɡˈeːɽnaː
اہار	əɦˈaːɾ
اہل	ˈəɦəl
اہلاوت	əɦlˈaːʋət̪
اہم	ˈəɦɪm
اہن	ˈəɦɪɳ
اہناں	ˈʊɦnã
اہݨ	ˈəɦɪɳ
ای	ˈiː
ایؤ	ˈeːoː
ایئر	ˈeːəɾ
ایئرلائنز	eːəɾlaːˈiːnəz
ایئرٹیل	eːəɾʈˈɛːlː
ایاز	aːɪˈaːz
ایبولہ	ɪbˈoːlaː
ایبٹ	ˈɛːbəʈ
ایبی	ˈeːbiː
ایتریم	ɪʈɾˈiːəm
ایتوار	ɛːt̪ʋˈaːɾ
ایتھانول	iːt̪ʰeːnˈoːl
ایتھر	ˈiːt̪ʰəɾ
ایتھنز	ˈɛːt̪ʰnəz
ایتھنولوگ	ɛːt̪ʰnoːlˈɔːɡ
ایتھی	ˈɛːt̪ʰiː
ایجبسٹن	ɛːd͡ʒbˈɛːsʈən
ایدلجی	eːd̪ˈʊld͡ʒiː
ایدھی	ˈiː˥˩d̪iː
ایرا	ˈeːɾaː
ایران	ɪɾˈaːn
ایرانی	ɪɾˈaːniː
ایرج	ˈiːɾəd͡ʒ
ایرماک	eːɾmˈaːk
ایرناکولم	ˈeːɾnaːkʊləm
ایرنو	ˈəɾnɔː
ایرون	aːɾˈoːn
ایرک	ˈeːɾɪk
ایرکھا	ˈiːɾkʰaː
ایرہارٹ	iːəɾɦˈaːɾəʈ
ایری	ˈeːɾiː
ایریزونا	ɛːɾiːzˈoːnaː
ایرینا	aːiːɾˈeːnaː
ایریک	ˈɛːɾɪk
ایریکا	ˈeːɾɪkaː
ایزاک	aːˈiːzək
ایزولی	ɪzˈoːliː
ایزیکیل	ɪzˈeːkɪl
ایس	ˈɪs
ایسئی	ˈɪsəiː
ایسا	ˈiːsaː
ایساتاؤ	ɛːsaːt̪ˈaːuː
ایسامو	ɪsˈaːmuː
ایساکو	iːsˈaːkuː
ایسن	ˈɛːsːən
ایسوپ	ˈiːsəp
ایسٹاٹین	ɛːsʈaːʈˈiːn
ایسٹوپا	ˈɛːsʈoːpaː
ایسٹیریؤن	ɛːsət̪ɾiːˈoːn
ایسڈ	ˈɛːsɪɖ
ایسکلیئس	ɛːsəklˈiːəs
ایسکوبار	ɛːskoːbˈaːɾ
ایش	ˈɛːʃ
ایشا	ˈiːʃaː
ایشان	iːʃˈaːn
ایشر	ˈiːʃəɾ
ایشلے	ˈɛːʃleː
ایشو	ˈiːʃuː
ایشیئن	eːʃˈiːən
ایشیتا	ˈɪʃɪt̪aː
ایغور	ˈʊɪɣʊɾ
ایفرو	ˈɛːfɾoː
ایفرودیت	ˈaːfɾoːd̪ɪt̪iː
ایل	ˈɛːlː
ایلا	ˈiːlaː
ایلام	ˈiːləm
ایلانگو	ɪlˈãŋɡoː
ایلب	ˈɛːlbiː
ایلبرٹ	əlˈəbɾəʈ
ایلبے	ˈəlbiː
ایلس	eːlˈiːs
ایلسیم	ɛːlsˈɛːm
ایلفریڈ	ələfɾˈɛːɖ
ایلن	ˈɛːlən
ایلوا	ˈəlʋaː
ایلورا	ɪlˈoːɾaː
ایلوش	ɪlˈuːʃ
ایلومینیم	ˈɛːlmiːniːəm
ایلون	ɛːlˈoːn
ایلونا	ɪlˈoːnaː
ایلوین	ˈɛːlʋɪn
ایلٹن	ˈɛːlʈən
ایلکس	ɛːlˈɛːkəs
ایلی	ˈɛːliː
ایلیئچ	ɪlˈiːət͡ʃ
ایلیسن	ˈɛːlɪsən
ایلین	iːlˈeːn
ایلیٹ	iːlˈiːəʈ
ایلے	ˈeːleː
ایم	ˈɛːm
ایما	ˈɛːmaː
ایمائل	ɪmˈaːɪl
ایمان	iːmˈaːn
ایمانوئل	ɪmɛːnˈuːəl
ایمبروز	ɛ̃mbɾˈoːz
ایمرسن	ɛːmˈəɾsən
ایمرے	ˈɪmɾeː
ایمسبری	ˈɛːmsəbɾiː
ایمسٹرڈیم	əmˈəst̪əɾːəd̪əm
ایمل	eːmˈiːl
ایملی	ˈɛːmɪliː
ایملینا	eːmiːlˈiːnaː
ایمن	ˈeːmən
ایمنڈسن	ɛːmˈə̃ɳɖəsən
ایمنیسٹی	ɛːmnˈɛːsʈiː
ایمو	ˈeːmuː
ایمپائیر	ˈɛ̃mpaːɪɾ
ایمپوریم	ˈɛ̃mpoːɾiːəm
ایمپیئر	ˈɛ̃mpiːəɾ
ایمپیر	ˈɛ̃mpiːəɾ
ایمی	ˈɛːmiː
ایمیزون	ɛːmaːzˈoːn
ایمیلی	ˈɛːmɪliː
این	ˈɛːn
اینا	ˈənːaː
اینابولزم	ɛːnaːbˈɔːlɪzəm
ایناریس	eːnˈaːɾɪs
اینجل	ˈẽɲd͡ʒəl
اینریکو	ˈɛːnɾiːkoː
اینٹر	ˈɛ̃ɳʈəɾ
اینٹیمونی	ɛ̃ɳʈˈiːmniː
اینڈ	ˈɛ̃ɳɖ
اینڈر	ˈãn̪d̪əɾeː
اینڈرسن	ˈɛ̃ɳɖəɾsən
اینڈروئیڈ	ˈɛ̃ɳɖəɾɔːɪɖ
اینڈروکلیز	ɛ̃ɳɖəɾoːklˈiːz
اینڈریئی	ˈɛ̃ɳɖəɾeːiː
اینڈوکرائن	ɛ̃ɳɖoːkɾaːˈiːn
اینڈی	ˈɛ̃ɳɖiː
اینڈیں	ˈɛ̃ɳɖiːaːiː
اینی	ˈɛːniː
اینیمیشن	ɛːniːmˈeːʃən
ایو	ˈiːʋoː
ایوا	ˈɪʋaː
ایوارڈ	əʋˈaːɾəɖ
ایوارڈاں	əʋˈaːɾɖã
ایوان	ɪʋˈaːn
ایوانا	ɪʋˈaːnaː
ایوانکا	ɪʋˈãŋkaː
ایواں	ˈɛːʋã
ایوری	ˈɛːʋɾiː
ایولین	ˈɛːʋlɪn
ایوند	aːiːʋˈɪ̃ɳɖ
ایووکیڈو	aːʋaːkˈɛːɖoː
ایووگیڈرو	əʋoːɡˈɛːd̪ɾoː
ایوین	iːʋˈɛːn
ایویں	ˈɛːʋẽ
ایٹانگر	iːʈˈaːŋɡəɾ
ایٹاکاما	aːt̪aːkˈaːmaː
ایٹم	ˈɛːʈəm
ایپ	ˈɛːp
ایپل	ˈɛːpəl
ایچ	ˈɛːt͡ʃː
ایچلر	ˈiːt͡ʃləɾ
ایچگارے	eːt͡ʃˈeːɡɾaːeː
ایچیسن	ɛːt͡ʃˈiːsən
ایڈ	ˈeːɖ
ایڈا	ˈɛːɖaː
ایڈتھ	eːd̪ˈiːt̪ʰ
ایڈز	ˈeːɖəz
ایڈلر	ˈɛːɖləɾ
ایڈلین	ɛːɖlaːˈiːn
ایڈم	ˈɛːɖəm
ایڈمز	ˈɛːɖməz
ایڈمس	ˈɛːɖməs
ایڈمنٹن	ɛːɖmˈə̃ɳʈən
ایڈمنڈ	ɛːɖmˈə̃ɳɖ
ایڈن	ˈeːɖən
ایڈنبرا	ɛːɖɪnˈəbɾaː
ایڈورڈ	ɛːɖuːˈaːɾəɖ
ایڈولف	əɖˈoːləf
ایڈوین	ˈɛːɖʋɪn
ایڈگر	ˈɛːɖɡəɾ
ایڈیبایو	əɖeːbˈaːjoː
ایڈیلیڈ	ɛːɖlˈeːɖ
ایڈیڈاس	ɛːɖiːɖˈaːs
ایک	ˈeːk
ایکا	ˈeːkaː
ایکادشی	eːkˈaːd̪ʃiː
ایکانا	eːkˈaːnaː
ایکتا	ˈeːkt̪aː
ایکروتیری	əkɾˈoːt̪ɪɾiː
ایکروپ	eːkɾˈuːp
ایکس	ˈɛːkəs
ایکسل	ˈɛːksəl
ایکسپریس	ɛːksəpɾˈɛːs
ایکلزبرگ	ɛːkəlzˈəbɾəɡ
ایکلن	ˈɛːklɪn
ایکلویا	eːkˈəlʋɪaː
ایکو	ˈiːkoː
ایکون	eːkˈoːn
ایکوڈ	ɪkˈoːɖ
ایکٹ	ˈɛːkəʈ
ایکڑ	ˈeːkəɽ
ایگر	ɛːɡˈaːɾ
ایگنون	əɡnˈoːn
ایہانا	ɪɦˈaːnaː
ایہناں	ˈɪɦnã
ایہو	ˈeːɦʊ
ایہہ	ˈɪɦ
اے	ˈɛː
اݨاسی	ʊɳˈaːsiː
اݨانویں	ʊɳˈaːnʋẽ
اݨاہٹھ	ʊɳˈaːɦəʈʰ
اݨتی	ˈʊɳət̪ːiː
اݨلگ	ˈəɳləɡː
اݨنجا	ʊɳˈə̃ɲd͡ʒaː
اݨوکھا	əɳˈoːkʰaː
اݨھتر	ˈʊɳɦət̪ːəɾ
باؤل	bˈɔːl
باؤلی	bˈaːʊliː
باؤکر	baːˈoːkəɾ
بائبل	baːˈiːbəl
بائٹ	baːˈiːʈ
بائڈو	bˈaːɪɖuː
بائی	bˈaːiː
بائیزا	bˈaːɪzaː
بائیفوکل	baːiːfˈoːkəl
بائیڈن	baːˈiːɖən
باب	bˈaːb
بابا	bˈaːbaː
باباصاحب	baːbaːsˈaːɦɪb
بابت	bˈaːbət̪
بابر	bˈaːbəɾ
بابرہ	bˈaːbɾaː
بابری	bˈaːbɾiː
بابل	bˈaːbəl
بابو	bˈaːbuː
بابوجی	baːbˈuːd͡ʒiː
بابکینا	bˈaːbkɪnaː
بابیت	baːbˈiːət̪
بابیہا	baːbˈiːɦaː
بات	bˈaːt̪
باتاں	bˈaːt̪ã
باتش	bˈaːt̪ɪʃ
باتور	bˈaːt̪əɾ
باتھ	bˈaːt̪ʰ
باتھو	bˈaːt̪ʰuː
باتھیجا	baːt̪ʰˈiːd͡ʒaː
باجاکھانا	baːd͡ʒaːkʰˈaːnaː
باجر	bˈaːd͡ʒəɾ
باجرہ	bˈaːd͡ʒɾaː
باجمبورا	bʊd͡ʒˈʊ̃mbʊɾaː
باجوا	bˈaːd͡ʒʋaː
باجپئی	bˈaːd͡ʒpaːiː
باجھ	bˈaː˥˩d͡ʒ
باجھوں	bˈaː˥˩d͡ʒõ
باجی	bˈaːd͡ʒiː
باجے	bˈaːd͡ʒeː
باخ	bˈaːx
باختر	baːxˈət̪ɾ
باختری	baːxˈət̪ɾiː
بادام	bəd̪ˈaːm
بادامی	baːd̪ˈaːmiː
بادبان	baːd̪bˈaːn
بادشا	bˈaːd̪ʃaː
بادشاہ	baːd̪ʃˈaːɦ
بادشاہی	bˈaːd̪ʃaːɦiː
بادل	bˈaːd̪əl
بار	bˈaːɾ
بارا	bˈaːɾaː
بارامولا	baːɾˈaːmʊlːaː
باراں	bˈaːɾã
باربادوس	baːɾbaːɖˈoːs
باربرا	baːɾˈəbɾaː
باربروسا	bˈaːɾbaːɾoːsaː
باربودا	bəɾbˈuːɖaː
باربیرہ	bˈaːɾbɛːɾaː
بارتا	bˈaːɾt̪aː
بارتولینی	bˈaːɾt̪oːliːniː
بارسیلونا	bˈaːɾsiːloːnaː
بارش	bˈaːɾəʃ
بارنز	bˈaːɾnəz
بارو	bˈaːɾoː
باروخ	bˈaːɾʊx
بارود	baːɾˈuːd̪
باروس	bɛːɾˈoːs
بارون	baːɾˈuːn
باروک	baːɾˈoːk
باروے	bˈaːɾʋeː
بارڈرنامہ	bˈaːɾɖəɾnaːmaː
بارک	bəɾˈaːk
بارکر	bˈaːɾkəɾ
بارکزئی	bəɾˈaːkzəiː
