# Persian (fa) abjad → IPA gold — the SHORT-VOWEL RESTORATION target. Fully-voweled human pronunciations
# from wikipron fas_arab BROAD (CC0/CC-BY-SA, Wiktionary), deduped; single-letter name citations dropped;
# homograph variants kept as extra tab fields (a word is credited if ANY variant matches). This is the
# data fa's restorer should train/lookup on (abjad↔IPA), vs the current Arabic-Tashkeela harakat silver.
آئین	ʔaːjiːn	ʔaːʔiːn
آئینه	ʔaːʔiːna
اقلیدس	ʔuqliːdis
اقلیم	ʔiqliːm
اقلیم‌شناسی	ʔiqliːmʃinaːsiː
اقمار	ʔaqmaːr
اقیانوس	ʔuqjaːnuːs
اقیانوسی	ʔuqjaːnusiː
اقیانوسیه	ʔuqjaːnuːsijja
الآن	ʔalʔaːn
الا	ʔalaː	ʔillaː
الاغ	ʔulaːɣ
البته	ʔalbatta
البرز	ʔalburz
التزام	ʔiltizaːm
التفات	ʔiltifaːt
التماس	ʔiltimaːs
التهاب	ʔiltihaːb
التیام	ʔiltijaːm
الجزایر	ʔald͡ʒazaːjir
الحاح	ʔilhaːh
الحاق	ʔilhaːq
الخ	ʔilax
الخلیل	ʔalxaliːl
الزامات	ʔilzaːmaːt
الزامی	ʔilzaːmiː
الغیاث	ʔalɣijaːs
الف	ʔalif
الفاظ	ʔalfaːz
الفبا	ʔalifbaː
القاعده	ʔalqaːʔida
الله	ʔallaːh
الله‌قلی	ʔallaːhquliː
الم	ʔalam
الماس	ʔalmaːs
الماس‌ها	ʔalmaːshaː
المزده	ælæmzæde
الموت	ʔalamuːt
الموتی	ʔalamuːtiː
اله	ʔaluh	ʔilaːh
الهام	ʔilhaːm
الهه	ʔilaːha
الهیات	ʔilaːhijjaːt
الو	ʔalaw
الوس	ʔaluːs
الی	ʔilaː
الیاس	ʔiljaːs
الیسع	ʔaljasaʔ
الیوم	ʔaljawm
الیکا	ʔiliːkaː
اما	ʔammaː
امارات	ʔimaːraːt
امارت	ʔimaːrat
امام	ʔimaːm
امامت	ʔimaːmat
امامعلی	ʔimaːmʔaliː
امامقلی	ʔimaːmquliː
امان	ʔamaːn	ʔammaːn
امانت	ʔamaːnat
اماکن	ʔamaːkin
امت	ʔummat
امتحان	ʔimtihaːn
امتداد	ʔimtidaːd
امتیاز	ʔimtijaːz
امداد	ʔimdaːd
امر	ʔamr
امرا	ʔumaraː
امروز	ʔimroːz
امس	ʔams
امسال	ʔimsaːl
امساک	ʔimsaːk
امشب	ʔimʃab
امضاء	ʔimzaːʔ
امـ	ʔim
امل	ʔamal
املا	ʔimlaː
امنیت	ʔamnijjat
امواج	ʔamwaːd͡ʒ
اموال	ʔamwaːl
اموی	ʔumawiː
امکان	ʔimkaːn
امید	ʔumeːd	ʔummeːd
امیدوار	ʔumeːdwaːr	ʔummeːdwaːr
امیدیار	ʔumeːdjaːr
امیر	ʔamiːr
امیرحسین	ʔamiːrhusajn
امین	ʔamiːn
امینه	ʔamiːna
امین‌ها	æmiːnhɒː
ان	en	ʔan
انار	ʔanaːr
انبار	ʔanbaːr
انبازی	ʔambaːziː
انباشت	ʔanbaːʃt
انباشتن	ʔanbaːʃtan
انبر	ʔanbar
انبساط	ʔinbisaːt
انبه	ʔanba
انبیق	ʔanbiːq
انتباه	ʔintibaːh
انتحار	ʔintihaːr
انتخاب	ʔintixaːb
انتشار	ʔintiʃaːr
انتصاب	ʔintisaːb
انتظار	ʔintizaːr
انتظامی	ʔintizaːmiː
انتفاضه	ʔintifaːza
انتفاع	ʔintifaːʔ
انتفاعی	ʔintifaːʔiː
انتقاد	ʔintiqaːd
انتقال	ʔintiqaːl
انتقام	ʔintiqaːm
انتها	ʔintihaː
انتهاء	ʔintihaːʔ
انجام	ʔand͡ʒaːm
انجامیدن	ʔand͡ʒaːmiːdan
انجماد	ʔind͡ʒimaːd
انجمن	ʔand͡ʒuman
انجیر	ʔand͡ʒiːr
انجیل	ʔind͡ʒiːl
انحصار	ʔinhisaːr
انحطاط	ʔinhitaːt
انحلال	ʔinhilaːl
انداختن	ʔandaːxtan
اندازه	ʔandaːza
اندام	ʔandaːm
اندر	ʔandar
اندروا	ʔandarwaː
اندرون	ʔandaruːn
اندلس	ʔandalus	ʔandulus
اندوختن	ʔandoːxtan
اندوه	ʔandoːh
اندک	ʔandak
اندکی	ʔandakeː
اندی	andeː
اندیجان	ʔandiːd͡ʒaːn
اندیشه	ʔandeːʃa
اندیشیدن	ʔandeːʃiːdan
انزال	ʔinzaːl
انزجار	ʔinzid͡ʒaːr
انزروت	ʔanzaruːt
انزوا	ʔinziwaː
انس	ʔuns
انسان	ʔinsaːn
انسانی	ʔinsaːniː
انسانیت	ʔinsaːnijjat
انسان‌شناس	ʔinsaːnʃinaːs
انسان‌شناسی	ʔinsaːnʃinaːsiː
انسجام	ʔinsid͡ʒaːm
انسداد	ʔinsidaːd
انصاف	ʔinsaːf
انطاکیه	ʔantaːkija
انطلیاس	ʔantiljaːs
انعام	ʔinʔaːm
انعطاف	ʔinʔitaːf
انعکاس	ʔinʔikaːs
انفجار	ʔinfid͡ʒaːr
انفجاری	ʔinfid͡ʒaːriː
انفرادی	ʔinfiraːdiː
انفست	ʔanfast
انفعال	ʔinfiʔaːl
انفورماتیک	ʔanfurmaːtiːk
انقباض	ʔinqibaːz
انقضا	ʔinqizaː
انقضاء	ʔinqizaːʔ
انقلاب	ʔinqilaːb
انقلابی	ʔinqilaːbiː
انه	ʔaːna
انوار	ʔanwaːr
انواع	ʔanwaːʔ
انوشه	ʔanoːʃa
انوشیروان	ʔanoːʃeːrawaːn	ʔanoːʃeːrwaːn
انکار	ʔinkaːr
انکاس	ʔinkaːs
انگ	ʔaŋɡ
انگار	ʔanɡaːr
انگاشتن	ʔanɡaːʃtan
انگبین	ʔanɡabiːn	ʔanɡubiːn
انگریز	ʔanɡreːz	ʔinɡreːz
انگشت	ʔaŋɡiʃt	ʔaŋɡuʃt
انگشتر	ʔanɡuʃtar
انگل	ʔanɡal
انگلستان	ʔinɡilistaːn
انگلیس	ʔinɡliːs
انگلیسی	ʔiŋɡliːsiː
انگلیون	ʔanɡaljuːn
انگنار	ʔanɡanaːr	ʔanɡinaːr	ʔinɡinaːr
انگور	ʔanɡuːr
انگیختن	ʔanɡeːxtan
انگیز	ʔanɡeːz
انگیزه	ʔanɡeːza
انیسون	ʔaniːsuːn
ان‌شاءالله	ʔinʃaːʔallaːh
اهانت	ʔihaːnat
اهریمن	ʔahreːman	ʔahriːman
اهریمنی	ʔahreːmaniː
اهل	ʔahl
اهم	ʔahamm
اهمال	ʔihmaːl
اهمیت	ʔahammijjat
اهواز	ʔahwaːz
اهورا	ʔahuːraː
اهورامزدا	ʔahuːraːmazdaː
او	aw	ow	ʔoː
اواخر	ʔawaːxir
اوارچه	ʔawaːrt͡ʃa
اواسط	ʔawaːsit
اوباریدن	ʔoːbaːriːdan
اوباش	ʔawbaːʃ
اوج	ʔawd͡ʒ
اوده	ʔawadh
اورشلیم	ʔuːruʃaliːm
اورمزد	ʔoːrmazd
اورند	ʔawrand
اورنگ	ʔawranɡ
اورنگ‌آباد	ʔawranɡaːbaːd
اورنگ‌زیب	ʔawraŋɡzeːb
اوزبک	ʔuːzbak
اوزبکستان	ʔuːzbakistaːn
اوزبکی	ʔuːzbakiː
اوستا	ʔawastaː	ʔawistaː	ʔuːstaː
اوش	ʔoːʃ
اوضاع	ʔawzaːʔ
اوقات	ʔawqaːt
اولا	ʔawwalan
اولاد	ʔawlaːd
اولو	ʔuluː
اولویت	ʔawlawijjat
اولی	ʔawlaː	ʔawwaliː	ʔuliː	ʔuːlaː
اولیا	ʔawlijaː
اولیاء	ʔawlijaːʔ
اولین	ʔawwaliːn
اون	on
اوه	ʔoːh
اوکی	okʰej
اوگاندا	ʔuːɡaːndaː
اویغور	ʔuːjɣuːr
اویغورستان	ʔuːjɣuːristaːn
اپوش	ʔapoːʃ
اژدر	ʔaʒdar
اژدها	ʔaʒdahaː
اژدهافش	ʔaʒdahaːfaʃ
اکبر	ʔakbar
اکتشاف	ʔiktiʃaːf
اکتوبر	ʔaktuːbar
اکثر	ʔaksar
اکثریت	ʔaksarijjat
اکر	aɡar
اکسیر	ʔiksiːr
اکمال	ʔikmaːl
اکنون	ʔaknuːn
اگر	aɡar
اگرا	ʔuɡraː
اگرچه	ʔaɡart͡ʃi
اگست	ʔaɡast
اگیر	ʔaɡiːr	ʔiɡiːr
ای	ej	æj	ʔaj
ایا	ʔajaː
ایار	ʔajjaːr
ایاصوفیه	ʔajaːsoːfija
ایاغ	ʔajaːɣ
ایالات	ʔijaːlaːt
ایالت	ʔijaːlat
ایام	ʔajjaːm
ایثار	ʔiːsaːr
ایجاز	ʔiːd͡ʒaːz
ایدر	ʔeːdar	ʔiːdar
ایدون	ʔajduːn	ʔeːduːn
ایراد	ʔiːraːd
ایران	ʔeːraːn	ʔiːraːn
ایرانشهر	ʔeːraːnʃahr
ایرانی	ʔeːraːniː
ایرانیان	ʔeːraːnijaːn
ایران‌شناس	ʔeːraːnʃinaːs
ایران‌شناسی	ʔeːraːnʃinaːsiː
ایران‌ویج	ʔeːraːnweːd͡ʒ
ایرج	ʔiːrad͡ʒ
ایرمان	ʔeːrmaːn
ایروان	ʔeːriwaːn
ایرون	ʔiːɹuːn
ایرونی	ʔiːɹuːniː
ایزد	ʔeːzad	ʔeːzid
ایزدی	ʔeːzadiː	ʔeːzidiː
ایست	ʔeːst	ʔiːst
ایستادن	ʔeːstaːdan	ʔiːstaːdan
ایستگاه	ʔiːstɡaːh
ایش	iʃː
ایشان	ʔeːʃaːn
ایفا	ʔiːfaː
ایل	ʔeːl	ʔiːl	ʔujjal
ایلام	ʔiːlaːm
ایلغار	ʔiːlɣaːr
ایلول	ʔajluːl
ایلچی	ʔeːlt͡ʃiː
ایلی	ʔeːliː
ایمان	ʔiːmaːn
ایمانقلی	ʔiːmaːnquliː
ایمان‌دار	ʔiːmaːndaːr
ایمن	ʔeːmin
ایمنی	ʔeːminiː
این	ʔiːn
اینجا	ʔiːnd͡ʒaː
اینطور	ʔiːntawr
اینقدر	ʔiːnqadr
اینک	ʔiːnak
ایوار	ʔiːwaːr
ایوان	ʔajwaːn
ایوب	ʔajjuːb
ایوبی	ʔajjubiː
با	baː
باب	baːb
بابا	baːbaː
بابت	baːbat
بابزن	baːbzan
بابل	baːbil
بابلی	baːbiliː
بابو	baːbuː
بابک	baːbak
بابی	baːbiː
باتأنی	baːtaʔanniː
باتلاق	baːtlaːq
باتنگان	baːtinɡaːn
باجناق	baːd͡ʒanaːq
باجه	baːd͡ʒa
باجگاه	baːd͡ʒɡaːh
باجی	baːd͡ʒiː
باحال	baːhaːl
باحال‌تر	bɒːhɒːltæɾ
باحال‌ترین	bɒːhɒːltæɾiːn
باختر	baːχtar
باختن	baːxtan
باخه	baːxa
باد	baːd
بادام	baːdaːm
بادبانی	baːdbaːniː
بادرنگ	baːdraŋɡ
بادغیس	baːdɣiːs
بادلجان	baːdild͡ʒaːn
بادمجان	baːdimd͡ʒaːn
بادنجان	baːdind͡ʒaːn
بادنگان	baːdinɡaːn
باده	baːda
بادوام	baːdawaːm
بادکنک	baːdkunak
بادیه	baːdija
باذنجان	baːðind͡ʒaːn
باذنگان	baːðinɡaːn
بار	baːr
باران	baːraːn
بارانداز	baːrandaːz
بارانی	baːraːniː
باربر	baːrbar
باردار	baːrdaːr
بارداری	baːrdaːriː
بارسات	baːrsaːt
بارش	baːriʃ
باره	baːra
بارو	baːruː
باروت	baːruːt
بارود	bɒːɾuːd
بارور	baːrwar
باروری	baːrwariː
بارگاه	baːrɡaːh
بارگه	baːrɡah
بارگی	baːraɡiː
بارگیری	baːrɡiːriː
باری	baːriː
باریدن	baːriːdan
باریک	baːriːk
باریکه	baːriːka
باریک‌تر	bɒːɾiːktæɾ
باریک‌ترین	bɒːɾiːktæɾiːn
باز	baːz
بازار	baːzaːr
بازاری	baːzaːriː
بازداشت	baːzdaːʃt
بازداشتن	baːzdaːʃtan
بازدید	baːzdiːd
بازرگان	baːzarɡaːn
بازرگانی	baːzarɡaːniː
بازشناختن	baːzʃinaːxtan
بازنده	baːzanda
بازنشسته	baːzniʃasta
بازنشستگی	baːzniʃastaɡiː
بازه	baːza
بازو	baːzuː
بازوبند	baːzuːband
بازپرداخت	baːzpardaːxt
بازگشتن	baːzɡaʃtan
بازی	baːziː
بازیافت	baːzjaːft
بازیچه	baːziːt͡ʃa
بازیکن	baːziːkun
بازیگر	baːziːɡar
باستان	baːstaːn
باستانی	baːstaːniː
باستان‌شناس	baːstaːnʃinaːs
باسمه‌چی	baːsmat͡ʃiː
باسن	baːsan
باش	baːʃ
باشنده	baːʃanda	baːʃinda
باشه	baːʃa
باشگاه	baːʃɡaːh
باشی	baːʃiː
باطل	baːtil
باطن	baːtin
باطوم	baːtuːm
باعث	baːʔis
باعرضه	baːʔurza
باغ	baːɣ
باغات	bɒːɣɒːt̪
باغبان	baːɣbaːn
باغبانی	baːɣbaːniː
باغچه	baːɣt͡ʃa
باغ‌ها	bɒːɣhɒː
باف	bɒːf
بافت	baːft
بافتن	baːftan
بافتنی	baːftaniː
باقالی	baːqaːliː
باقلوا	baːqlawaː
باقی	baːqiː
بال	baːl
بالا	baːlaː
بالاخانه	baːlaːxaːna
بالاخره	bilaxira
بالش	baːliʃ
بالعکس	bilʔaks
بالغ	baːliɣ
بالفعل	bilfiʔl
بالقوه	bilquwwa
باله	baːla
بالکل	bilkull
بالین	baːliːn
بالیوود	baːliːwuːd
بام	baːm
بامداد	baːmdaːd
بامزه	baːmaza
بامزه‌تر	bɒːmæzetæɾ
بامزه‌ترین	bɒːmæzetæɾiːn
بامیه	baːmija
بان	baːn
بانس	baːns
بانو	baːnoː	baːnuː
بانووار	baːnuːwaːr
بانک	baːŋk
بانکدار	baːnkdaːr
بانکداری	baːŋkdaːriː
بانگ	baːnɡ
بانی	baːniː
باهوش	baːhoːʃ
باور	baːwar
باولی	bɑːvliː
باژ	baːʒ
باژدار	baːʒdaːr
باک	baːk
باکره	baːkira
باکرگی	baːkiraɡiː
باکو	baːkuː
باکوی	baːkuːwiː
باید	baːjad
بایزید	baːjaziːd
بایست	baːjist
بایستن	baːjistan
بایستی	bɒːjæstiː
ببخشید	bibaxʃeːd
ببر	babar	babr
بت	bat	but
بتکده	butkada
بت‌پرست	butparast
بجای	bad͡ʒaːj
بجنورد	bud͡ʒnuːrd
بحبوحه	buhbuːha
بحث	bahs
بحر	bahr
بحران	buhraːn
بحرین	bahrajn
بحریه	bahrijja
بحکم	bahukmi
بخار	buxaːr
بخارا	buxaːraː
بخاری	buxaːriː
بخاطر	baxaːtiri
بخت	baχt
بختر	bextæɾ
بختن	buxtan
بختک	baxtak
بختیار	baxtijaːr
بخش	baxʃ
بخشای	baxʃaːj
بخشایش	baxʃaːjiʃ
بخشاییدن	baxʃaːjiːdan
بخشش	baxʃiʃ
بخشنده	baxʃanda
بخشودن	baxʃuːdan
بخشیدن	baxʃiːdan
بخصوص	baxusuːs
بخل	buxl
بخور	buxuːr
بخیل	baxiːl
بد	bad	bez
بداسقان	badaːsqaːn
بداشقان	badaːʃqaːn
بدان	badaːn
بدبخت	badbaxt
بدتر	badtar
بدخشان	badaxʃaːn
بددل	baddil
بدر	badar	badr
بدرقه	badraqa
بدرنگ	badranɡ
بدرود	badroːd
بدروزگار	badroːziɡaːr	badroːzɡaːr
بدشغان	badiʃɣaːn
بدشگان	badiʃɡaːn
بدعت	bidʔat
بدقسمت	badqismat
بدل	badal
بدمعاش	badmaʔaːʃ
بدن	badan	budan
بدهکار	bidihkaːr
بدهی	bidihiː
بدو	badw
بدون	biduːni
بدکشان	badiʃkaːn
بدی	badiː
بدیع	badiːʔ
بدیعی	badiːʔiː
بدیع‌الزمان	badiːʔʔuzzamaːn
بدیل	badiːl
بذر	baðr
بذله	baðla
بر	bar
برآشفته	baraːʃufta
برآمدن	baraːmadan
برآمده	baraːmada
برآورد	baraːward
برائت	baraːʔat
برابر	baraːbar
برابری	baraːbariː
برادر	baraːdar	biraːdar
برادرانه	baraːdaraːna
برار	beɾɒːɾ	bɪɾɑːɾ	bʊɾɑːɾ
برازیدن	baraːziːdan
براق	barraːq	buraːq
برانداختن	barandaːxtan
برای	baraːji
بربادی	barbaːdiː
بربردن	barburdan
بربری	barbariː
بربط	barbut
برتن	bartan
برتنی	bartaniː
برج	burd͡ʒ
برجسته	bard͡ʒasta
برجیس	bird͡ʒiːs
برخاستن	barxaːstan
برخلاف	barxilaːfi
برخورد	barxʷard
برخوردار	barxʷardaːr
برخوردن	barxʷardan
برخی	barxeː
برخیز	barxeːz
بردار	bardaːr
برداشت	bardaːʃt
برداشتن	bardaːʃtan
بردبار	burdbaːr
بردن	burdan
برده	barda	burda
بردوختن	bardoːxtan
بردگی	bardaɡiː
برذون	birðawn
بررسی	barrasiː
بررسیدن	barrasiːdan
برزن	barzan
برزگر	barzɡar
برزگری	barzɡariː
برزیستن	barziːstan
برزیلی	baraziːliː
برس	burs
برش	buriʃ
برشتن	biriʃtan
برش‌نگاری	buriʃniɡaːriː
برطانیه	biritaːnija
برغست	barɣast
برف	barf
برفی	barfiː
برق	barq
برقرار	barqaraːr
برقع	burqaʔ
برقی	barqiː
برمنش	barmaniʃ
برنا	burnaː
برنامه	barnaːma
برنج	birind͡ʒ
برنشستن	barniʃastan
بره	barra
برهمن	barahman
برهنه	barahna
برهنه‌گرا	barahnaɡaraː
برهنگی	barahnaɡiː
برهه	burha
بروت	buruːt
بروز	buruːz
برپا	barpaː
برپایی	barpaːjiː
برچیدن	bart͡ʃiːdan
برکندن	barkandan
برکه	birka
برگ	barɡ
برگردان	barɡardaːn
برگرداندن	barɡardaːndan
برگردان‌ها	barɡardaːnhaː
برگزیدن	barɡuziːdan
برگشت	barɡaʃt
برگشتن	barɡaʃtan
برگه	barɡa
بری	bariː
بریانی	birjaːniː
بریتانیا	biriːtaːnijaː
بریتانیایی	biriːtaːnijaːjiː
بریدن	buriːdan
برین	bariːn	barʔiːn	biriːn
برینم	beriːnam
برینن	beriːnan
برینه	beriːna
برینی	beriːniː
برینیم	biriːniːm
برینین	beriːniːn
بز	buz
بزاق	buzaːq
بزرگ	buzurɡ
بزرگسال	buzurɡsaːl
بزرگمهر	buzurɡmihr
بزرگی	buzurɡiː
بزرگ‌امید	bozoɾɡomiːd	bozoɾɡʔomiːd	bʊzʊɾɡʊmmeːd	bʊzʊɾɡʔʊmmeːd
بزرگ‌تر	buzurɡtar
بزهکار	bizihkaːr
بزودی	bazuːdiː
بزکشی	buzkaʃiː
بس	bas
بستر	bistar
بستری	bistariː
بستن	bastan
بسته	basta
بستگی	bastaɡiː
بسد	bisad	busad
بسمل	bismil
بسنده	basanda
بسیار	bisjaːr
بشر	baʃar
بشردوست	baʃardoːst
بشردوستانه	baʃardoːstaːna
بشریت	baʃarijjat
بشقاب	biʃqaːb	buʃqaːb
بشکن	biʃkan
بشگرد	biʃɡard
بشیر	baʃiːr
بصره	basra
بضاعت	bizaːʔat
بطش	batʃ
بطن	batn
بعث	baʔs
بعثی	baʔsiː
بعد	baʔd	buʔd
بعدا	baʔdan
بعدی	baʔdiː
بعض	baʔaz
بعضا	baʔzan
بعضی	baʔzeː
بعل	baʔl
بعلبک	baʔlabakk
بعید	baʔiːd
بغامه	biɣaːma
بغاوت	baɣaːwat
بغداد	baɣdaːd
بغض	buɣz
بغل	baɣal
بـ	bij	bu	o	ʊ
بفرمایید	bifarmaːjiːd
بقا	baqaː
بقال	baqqaːl
بقراط	buqraːt
بقه	buqqa
بقیه	baqijja
بل	bal
بلا	balaː	belɒː
بلاتکلیف	bilaːtakliːf
بلاصاحب	bilaːsaːhib
بلافاصله	bilaːfaːsila
بلال	balaːl
بلبل	bulbul
بلتستان	baltistaːn
بلخ	balx
بلد	balad
بلدرچین	bildirt͡ʃiːn
بلعیدن	balʔiːdan
بلغار	bulɣaːr
بلغارستان	bulɣaːristaːn
بلغاری	bulɣaːriː
بلم	balam
بلند	buland
بلور	balloːr	billawr	biloːr	buluːr
بلوط	baluːt
بلوغ	buluːɣ
بلوچ	baloːt͡ʃ
بلوچستان	baloːt͡ʃistaːn
بلوچی	baloːt͡ʃiː
بلوک	buluːk
بلکه	balki
بلگ	bælɡ
بلی	baleː
بم	bəm
بمان	bimaːn
بن	bin	bun
بنا	bannaː	binaː
بناء	binaːʔan
بناءعلی‌هذا	binaːʔanʔalaːhaːzaː
بنابراین	binaːbariːn	binaːbarʔiːn
بنارس	banaːras
بنام	binaːm
بنت	bint
بنجل	bund͡ʒul
بند	band
بندر	bandar
بندرگاه	bandarɡaːh
بندری	bandariː
بنده	banda
بندهشن	bundahiʃan	bundahiʃn
بندگی	bandaɡiː
بنفش	banafʃ	binafʃ	bunafʃ
بنفشه	banafʃa	binafʃa	bunafʃa
بنفشه‌ستان	banafʃasitaːn	binafʃasitaːn	bunafʃasitaːn
بنه	buna
بنوشید	binoːʃiːd
بنگ	baŋɡ
بنگال	baŋɡaːl
بنگاله	baŋɡaːla
بنگالی	baŋɡaːliː
بنگاه	bunɡaːh
بنگی	banɡiː
بنیاد	bunjaːd
بنیادگرا	bunjaːdɡaraː
بنیادی	bunjaːdiː
بنیامین	binjaːmiːn
بنیان	bunjaːn
بن‌بست	bunbast
به	ba	bih
بها	bahaː	bihaː
بهاء	bahaː	bahaːʔ
بهاءالله	bahaːʔullaːh
بهائی	bahaːʔiː
بهائیت	bahaːʔijjat
بهادر	bahaːdur
بهار	bahaːr
بهارنارنج	bahaːrnaːrand͡ʒ
بهاری	bæhɒːɾiː
بهانه	bahaːna
بهبود	bihbuːd
بهت	baht
بهتان	buhtaːn
بهتر	bihtar
بهترین	bihtareːn	bihtariːn
بهداد	bihdaːd
بهدین	bihdiːn
بهر	bahr
بهراد	bihraːd
بهرام	bahraːm
بهرامی	bahraːmiː
بهره	bahra
بهره‌مند	bahramand
بهروز	bihroːz
بهزاد	bihzaːd
بهشت	bihiʃt
بهمان	bahmaːn
بهمن	bahman
بهنام	bihnaːm
بهیمه	bahiːma
بهینه	bihiːna
به‌آفرید	bihʔaːfariːd
به‌آفریدی	bihʔaːfariːdiː
بو	boː	buː
بواب	bawwaːb
بواسیر	bawaːsiːr
بوالعجب	bulʔad͡ʒab
بوبو	buːbuː
بوت	buːt
بوته	boːta
بوتیمار	buːtiːmaːr
بود	buːd
بوداپست	buːdaːpist
بودباش	buːdbaːʃ
بودن	buːdan
بودنه	boːdana
بوذاسف	boːðaːsaf
بوذرجمهر	buːzard͡ʒumihr
بور	boːr
بوران	buːraːn
بوره	boːra
بوری	boːriː
بوزه	boːza
بوزیدان	buːziːdaːn
بوزینه	buːziːna
بوس	boːs	buʔs	buːs
بوستان	boːstaːn
بوسه	boːsa
بوسیدن	boːsiːdan
بوش	bawʃ	buwiʃ
بوشهر	buːʃahr
بوق	buːq
بوقلمون	buːqalamuːn
بول	bawl
بولانی	boːlaːniː
بوم	buːm
بون	buːn
بوی	boːj
بویراحمد	bujirʔahmad
بویژه	baweːʒa
بوییدن	boːjiːdan
بپا	bipaː
بچه	batt͡ʃa	bat͡ʃa	betʃe	betːʃe
بچه‌کونی	batt͡ʃakuːniː
بچگانه	batt͡ʃaɡaːna
بچگی	batt͡ʃaɡiː	bat͡ʃaɡiː
بژم	baʒm
بک	bak
بکارت	bakaːrat
بکتاش	baktaːʃ
بکتاشی	baktaːʃiː
بکر	bikr
بگران	baɡraːn
بگماز	baɡmaːz
بگنی	baɡniː
بی	beː
بیا	bijaː
بیابان	bijaːbaːn
بیارم	bijaːram
بیارن	bijaːran
بیاره	bijaːra
بیاری	bijaːriː
بیاریم	bijaːriːm
بیارین	bijaːriːn
بیان	bajaːn
بیت	bajt
بیت‌المقدس	bajtulmaqdis
بیجا	beːd͡ʒaː
بیجاده	biːd͡ʒaːda
بیخ	beːx
بیختن	beːxtan
بیخودی	beːxʷadiː
بید	beːd
بیداد	beːdaːd
بیدادپیشه	beːdadpeːʃa
بیدادی	beːdaːdiː
بیدار	beːdaːr
بیداری	beːdaːriː
بیر	biːr
بیرجند	biːrd͡ʒand
بیرق	bajraq
بیروت	bajruːt
بیرون	beːruːn
بیرونی	beːruːniː
بیزار	beːzaːr
بیست	biːst
بیستون	beːstuːn	beːsutuːn
بیش	beːʃ	biːʃ
بیشتر	beːʃtar
بیشه	beːʃa
بیشکک	biːʃkak
بیضا	bajzaː
بیضه	bajza
بیعت	bajʔat
بیل	beːl
بیم	biːm
بیمار	beːmaːr	biːmaːr
بیمارتر	biːmɒːɾtæɾ
بیمارترین	biːmɒːɾtæɾiːn
بیمارستان	beːmaːristaːn
بیماری	beːmaːriː
بیمناک	biːmnaːk
بیمه	biːma
بین	bajn	biːn
بینش	beːniʃ
بینی	biːniː
بین‌المللی	bajnulmilaliː	bajnælmilaliː
بیهوده	beːhuːda
بیور	beːwar
بیوه	beːwa
بیچاره	beːt͡ʃaːra
بیچارگی	beːt͡ʃaːraɡiː
بیژن	beːʒan
بیکار	beːkaːr
بیکاری	beːkaːriː
بیکران	beːkaraːn
بیک‌آباد	beːkaːbaːd
بیگ	beːɡ
بیگار	beːɡaːr
بیگاری	beːɡaːriː
بیگانه	beːɡaːna
بیگاه	beːɡaːh
بیگلربیگی	beːɡlarbeːɡiː
بیگم	beːɡum
بیگ‌زاده	beːɡzaːda
بی‌احترامی	beːʔihtaraːmiː
بی‌ادب	beːʔadab
بی‌امان	beːamaːn
بی‌ایمان	beːʔiːmaːn
بی‌باک	beːbaːk
بی‌برگی	beːbarɡiː
بی‌بی	biːbiː
بی‌تقصیر	beːtaqsiːr
بی‌خبر	beːxabar
بی‌خواب	beːxʷaːb
بی‌خوابی	beːxʷaːbiː
بی‌دانه	beːdaːna
بی‌دین	beːdiːn
بی‌رنگ	beːraŋɡ
بی‌رنگی	beːraŋɡiː
بی‌ستاره	beːsitaːra
بی‌سواد	beːsawaːd
بی‌شرم	beːʃarm
بی‌شمار	beːʃumaːr
بی‌صبر	beːsabr
بی‌صدا	beːsadaː
بی‌صراط	beːsiraːt
بی‌طرف	beːtaraf
بی‌طرفی	beːtarafiː
بی‌عرضه	beːʔurza
بی‌معنی	beːmaʔnaː	beːmaʔniː
بی‌مغز	beːmaɣz
بی‌مورد	beːmawrid
بی‌موقع	beːmawqiʔ
بی‌میل	beːmajl
بی‌نتیجه	beːnatid͡ʒa
بی‌نظیر	beːnaziːr
بی‌هوش	beːhoːʃ
بی‌وفا	beːwafaː
بی‌وفایی	beːwafaːjiː
بی‌وقفه	beːwaqfa
بی‌پروا	beːparwaː
بی‌چاره	beːt͡ʃaːra
بی‌گناه	beːɡunaːh
بی‌گناه‌تر	beːɡunaːhtar
بی‌گناه‌ترین	beːɡunaːhtariːn
بەت	bæːt
تأثیر	taʔsiːr
تأخیر	taʔxiːr
تأسف	taʔassuf
تأسی	taʔassiː
تأسیس	taʔsiːs
تأله	taʔalluh
تأمل	taʔammul
تأمین	taʔmiːn
تأویل	taʔwiːl
تأکید	taʔkiːd
تأیید	taʔjiːd
تا	taː
تاب	taːb
تابان	taːbaːn
تابستان	taːbistaːn	t̪ʰovessuːn
تابستانی	taːbistaːniː
تابش	tabiʃ
تابع	taːbiʔ
تابناک	taːbnaːk
تابنده	taːbanda	taːbinda
تابه	taːba
تابوت	taːbuːt
تابیدن	taːbiːdan
تاتارستان	taːtaːristaːn
تاتوره	taːtuːra
تاتول	taːtuːl
تاج	taːd͡ʒ
تاجبخش	taːd͡ʒbaxʃ
تاجر	taːd͡ʒir
تاجور	taːd͡ʒwar
تاجک	taːd͡ʒik
تاجیک	taːd͡ʒik
تاجیکستان	taːd͡ʒiːkistaːn
تاجیکی	taːd͡ʒiːkiː
تاج‌گذاری	taːd͡ʒɡuzaːriː
